sampledate,year4,month,daynum,depth,wtemp,flag_wtemp
2008-04-19,2008,4,110,1.50,2.949,"N"
2008-04-19,2008,4,110,2.00,3.839,"N"
2008-04-19,2008,4,110,2.50,4.150,"N"
2008-04-19,2008,4,110,3.00,4.153,"N"
2008-04-19,2008,4,110,3.50,4.188,"N"
2008-04-19,2008,4,110,4.00,4.200,"N"
2008-04-19,2008,4,110,4.50,4.668,"N"
2008-04-20,2008,4,111,0.00,3.494,"N"
2008-04-20,2008,4,111,0.25,0.461,"N"
2008-04-20,2008,4,111,0.50,1.681,"N"
2008-04-20,2008,4,111,1.00,2.288,"N"
2008-04-20,2008,4,111,1.50,2.975,"N"
2008-04-20,2008,4,111,2.00,3.838,"N"
2008-04-20,2008,4,111,2.50,4.154,"N"
2008-04-20,2008,4,111,3.00,4.156,"N"
2008-04-20,2008,4,111,3.50,4.193,"N"
2008-04-20,2008,4,111,4.00,4.201,"N"
2008-04-20,2008,4,111,4.50,4.662,"N"
2008-04-21,2008,4,112,0.00,7.129,"N"
2008-04-21,2008,4,112,0.25,0.693,"N"
2008-04-21,2008,4,112,0.50,3.073,"N"
2008-04-21,2008,4,112,1.00,2.993,"N"
2008-04-21,2008,4,112,1.50,3.165,"N"
2008-04-21,2008,4,112,2.00,3.873,"N"
2008-04-21,2008,4,112,2.50,4.161,"N"
2008-04-21,2008,4,112,3.00,4.170,"N"
2008-04-21,2008,4,112,3.50,4.195,"N"
2008-04-21,2008,4,112,4.00,4.191,"N"
2008-04-21,2008,4,112,4.50,4.649,"N"
2008-04-22,2008,4,113,0.00,5.521,"N"
2008-04-22,2008,4,113,0.25,1.299,"N"
2008-04-22,2008,4,113,0.50,4.093,"N"
2008-04-22,2008,4,113,1.00,3.361,"N"
2008-04-22,2008,4,113,1.50,3.465,"N"
2008-04-22,2008,4,113,2.00,3.924,"N"
2008-04-22,2008,4,113,2.50,4.139,"N"
2008-04-22,2008,4,113,3.00,4.104,"N"
2008-04-22,2008,4,113,3.50,4.115,"N"
2008-04-22,2008,4,113,4.00,4.113,"N"
2008-04-22,2008,4,113,4.50,4.660,"N"
2008-04-23,2008,4,114,0.00,2.780,"N"
2008-04-23,2008,4,114,0.25,3.342,"N"
2008-04-23,2008,4,114,0.50,4.653,"N"
2008-04-23,2008,4,114,1.00,3.962,"N"
2008-04-23,2008,4,114,1.50,3.879,"N"
2008-04-23,2008,4,114,2.00,3.956,"N"
2008-04-23,2008,4,114,2.50,4.112,"N"
2008-04-23,2008,4,114,3.00,4.102,"N"
2008-04-23,2008,4,114,3.50,4.073,"N"
2008-04-23,2008,4,114,4.00,4.120,"N"
2008-04-23,2008,4,114,4.50,4.646,"N"
2008-04-24,2008,4,115,0.00,1.731,"N"
2008-04-24,2008,4,115,0.25,3.902,"N"
2008-04-24,2008,4,115,0.50,4.359,"N"
2008-04-24,2008,4,115,1.00,4.375,"N"
2008-04-24,2008,4,115,1.50,4.051,"N"
2008-04-24,2008,4,115,2.00,3.972,"N"
2008-04-24,2008,4,115,2.50,3.998,"N"
2008-04-24,2008,4,115,3.00,4.074,"N"
2008-04-24,2008,4,115,3.50,4.116,"N"
2008-04-24,2008,4,115,4.00,4.156,"N"
2008-04-24,2008,4,115,4.50,4.649,"N"
2008-04-25,2008,4,116,0.00,3.081,"N"
2008-04-25,2008,4,116,0.25,4.189,"N"
2008-04-25,2008,4,116,0.50,4.472,"N"
2008-04-25,2008,4,116,1.00,4.313,"N"
2008-04-25,2008,4,116,1.50,4.139,"N"
2008-04-25,2008,4,116,2.00,4.093,"N"
2008-04-25,2008,4,116,2.50,4.026,"N"
2008-04-25,2008,4,116,3.00,4.134,"N"
2008-04-25,2008,4,116,3.50,4.152,"N"
2008-04-25,2008,4,116,4.00,4.230,"N"
2008-04-25,2008,4,116,4.50,4.730,"N"
2008-04-26,2008,4,117,0.00,4.280,"N"
2008-04-26,2008,4,117,0.25,4.363,"N"
2008-04-26,2008,4,117,0.50,4.390,"N"
2008-04-26,2008,4,117,1.00,4.205,"N"
2008-04-26,2008,4,117,1.50,4.221,"N"
2008-04-26,2008,4,117,2.00,4.142,"N"
2008-04-26,2008,4,117,2.50,4.128,"N"
2008-04-26,2008,4,117,3.00,4.157,"N"
2008-04-26,2008,4,117,3.50,4.233,"N"
2008-04-26,2008,4,117,4.00,4.283,"N"
2008-04-26,2008,4,117,4.50,4.681,"N"
2008-04-27,2008,4,118,0.00,4.582,"N"
2008-04-27,2008,4,118,0.25,4.524,"N"
2008-04-27,2008,4,118,0.50,4.438,"N"
2008-04-27,2008,4,118,1.00,4.227,"N"
2008-04-27,2008,4,118,1.50,4.298,"N"
2008-04-27,2008,4,118,2.00,4.235,"N"
2008-04-27,2008,4,118,2.50,4.176,"N"
2008-04-27,2008,4,118,3.00,4.194,"N"
2008-04-27,2008,4,118,3.50,4.278,"N"
2008-04-27,2008,4,118,4.00,4.335,"N"
2008-04-27,2008,4,118,4.50,4.736,"N"
2008-04-28,2008,4,119,0.00,4.852,"N"
2008-04-28,2008,4,119,0.25,4.798,"N"
2008-04-28,2008,4,119,0.50,4.724,"N"
2008-04-28,2008,4,119,1.00,4.422,"N"
2008-04-28,2008,4,119,1.50,4.375,"N"
2008-04-28,2008,4,119,2.00,4.271,"N"
2008-04-28,2008,4,119,2.50,4.210,"N"
2008-04-28,2008,4,119,3.00,4.238,"N"
2008-04-28,2008,4,119,3.50,4.312,"N"
2008-04-28,2008,4,119,4.00,4.403,"N"
2008-04-28,2008,4,119,4.50,4.860,"N"
2008-04-29,2008,4,120,0.00,6.291,"N"
2008-04-29,2008,4,120,0.25,5.932,"N"
2008-04-29,2008,4,120,0.50,5.278,"N"
2008-04-29,2008,4,120,1.00,4.575,"N"
2008-04-29,2008,4,120,1.50,4.481,"N"
2008-04-29,2008,4,120,2.00,4.340,"N"
2008-04-29,2008,4,120,2.50,4.251,"N"
2008-04-29,2008,4,120,3.00,4.266,"N"
2008-04-29,2008,4,120,3.50,4.315,"N"
2008-04-29,2008,4,120,4.00,4.464,"N"
2008-04-29,2008,4,120,4.50,4.884,"N"
2008-04-30,2008,4,121,0.00,9.176,"N"
2008-04-30,2008,4,121,0.25,7.721,"N"
2008-04-30,2008,4,121,0.50,6.587,"N"
2008-04-30,2008,4,121,1.00,5.032,"N"
2008-04-30,2008,4,121,1.50,4.624,"N"
2008-04-30,2008,4,121,2.00,4.423,"N"
2008-04-30,2008,4,121,2.50,4.300,"N"
2008-04-30,2008,4,121,3.00,4.232,"N"
2008-04-30,2008,4,121,3.50,4.305,"N"
2008-04-30,2008,4,121,4.00,4.499,"N"
2008-04-30,2008,4,121,4.50,4.921,"N"
2008-05-01,2008,5,122,0.00,11.349,"N"
2008-05-01,2008,5,122,0.25,10.418,"N"
2008-05-01,2008,5,122,0.50,8.228,"N"
2008-05-01,2008,5,122,1.00,5.483,"N"
2008-05-01,2008,5,122,1.50,4.793,"N"
2008-05-01,2008,5,122,2.00,4.477,"N"
2008-05-01,2008,5,122,2.50,4.334,"N"
2008-05-01,2008,5,122,3.00,4.243,"N"
2008-05-01,2008,5,122,3.50,4.282,"N"
2008-05-01,2008,5,122,4.00,4.452,"N"
2008-05-01,2008,5,122,4.50,4.908,"N"
2008-05-02,2008,5,123,0.00,10.674,"N"
2008-05-02,2008,5,123,0.25,10.508,"N"
2008-05-02,2008,5,123,0.50,9.009,"N"
2008-05-02,2008,5,123,1.00,5.666,"N"
2008-05-02,2008,5,123,1.50,4.849,"N"
2008-05-02,2008,5,123,2.00,4.508,"N"
2008-05-02,2008,5,123,2.50,4.348,"N"
2008-05-02,2008,5,123,3.00,4.234,"N"
2008-05-02,2008,5,123,3.50,4.275,"N"
2008-05-02,2008,5,123,4.00,4.452,"N"
2008-05-02,2008,5,123,4.50,4.913,"N"
2008-05-03,2008,5,124,0.00,9.819,"N"
2008-05-03,2008,5,124,0.25,9.929,"N"
2008-05-03,2008,5,124,0.50,9.689,"N"
2008-05-03,2008,5,124,1.00,6.894,"N"
2008-05-03,2008,5,124,1.50,5.290,"N"
2008-05-03,2008,5,124,2.00,4.843,"N"
2008-05-03,2008,5,124,2.50,4.635,"N"
2008-05-03,2008,5,124,3.00,4.555,"N"
2008-05-03,2008,5,124,3.50,4.506,"N"
2008-05-03,2008,5,124,4.00,4.670,"N"
2008-05-03,2008,5,124,4.50,4.751,"N"
2008-05-04,2008,5,125,0.00,9.212,"N"
2008-05-04,2008,5,125,0.25,9.163,"N"
2008-05-04,2008,5,125,0.50,8.895,"N"
2008-05-04,2008,5,125,1.00,7.141,"N"
2008-05-04,2008,5,125,1.50,5.199,"N"
2008-05-04,2008,5,125,2.00,4.634,"N"
2008-05-04,2008,5,125,2.50,4.397,"N"
2008-05-04,2008,5,125,3.00,4.280,"N"
2008-05-04,2008,5,125,3.50,4.302,"N"
2008-05-04,2008,5,125,4.00,4.364,"N"
2008-05-04,2008,5,125,4.50,4.479,"N"
2008-05-05,2008,5,126,0.00,11.521,"N"
2008-05-05,2008,5,126,0.25,11.428,"N"
2008-05-05,2008,5,126,0.50,9.892,"N"
2008-05-05,2008,5,126,1.00,7.616,"N"
2008-05-05,2008,5,126,1.50,5.434,"N"
2008-05-05,2008,5,126,2.00,4.707,"N"
2008-05-05,2008,5,126,2.50,4.435,"N"
2008-05-05,2008,5,126,3.00,4.313,"N"
2008-05-05,2008,5,126,3.50,4.301,"N"
2008-05-05,2008,5,126,4.00,4.390,"N"
2008-05-05,2008,5,126,4.50,4.480,"N"
2008-05-06,2008,5,127,0.00,14.506,"N"
2008-05-06,2008,5,127,0.25,13.634,"N"
2008-05-06,2008,5,127,0.50,11.768,"N"
2008-05-06,2008,5,127,1.00,8.101,"N"
2008-05-06,2008,5,127,1.50,5.689,"N"
2008-05-06,2008,5,127,2.00,4.807,"N"
2008-05-06,2008,5,127,2.50,4.467,"N"
2008-05-06,2008,5,127,3.00,4.326,"N"
2008-05-06,2008,5,127,3.50,4.330,"N"
2008-05-06,2008,5,127,4.00,4.402,"N"
2008-05-06,2008,5,127,4.50,4.480,"N"
2008-05-07,2008,5,128,0.00,14.364,"N"
2008-05-07,2008,5,128,0.25,14.379,"N"
2008-05-07,2008,5,128,0.50,13.534,"N"
2008-05-07,2008,5,128,1.00,8.459,"N"
2008-05-07,2008,5,128,1.50,5.887,"N"
2008-05-07,2008,5,128,2.00,4.885,"N"
2008-05-07,2008,5,128,2.50,4.512,"N"
2008-05-07,2008,5,128,3.00,4.348,"N"
2008-05-07,2008,5,128,3.50,4.344,"N"
2008-05-07,2008,5,128,4.00,4.408,"N"
2008-05-07,2008,5,128,4.50,4.480,"N"
2008-05-08,2008,5,129,0.00,14.997,"N"
2008-05-08,2008,5,129,0.25,14.580,"N"
2008-05-08,2008,5,129,0.50,12.877,"N"
2008-05-08,2008,5,129,1.00,9.093,"N"
2008-05-08,2008,5,129,1.50,6.157,"N"
2008-05-08,2008,5,129,2.00,4.986,"N"
2008-05-08,2008,5,129,2.50,4.557,"N"
2008-05-08,2008,5,129,3.00,4.365,"N"
2008-05-08,2008,5,129,3.50,4.345,"N"
2008-05-08,2008,5,129,4.00,4.409,"N"
2008-05-08,2008,5,129,4.50,4.484,"N"
2008-05-09,2008,5,130,0.00,15.084,"N"
2008-05-09,2008,5,130,0.25,15.086,"N"
2008-05-09,2008,5,130,0.50,14.322,"N"
2008-05-09,2008,5,130,1.00,9.735,"N"
2008-05-09,2008,5,130,1.50,6.461,"N"
2008-05-09,2008,5,130,2.00,5.113,"N"
2008-05-09,2008,5,130,2.50,4.584,"N"
2008-05-09,2008,5,130,3.00,4.392,"N"
2008-05-09,2008,5,130,3.50,4.361,"N"
2008-05-09,2008,5,130,4.00,4.428,"N"
2008-05-09,2008,5,130,4.50,4.499,"N"
2008-05-10,2008,5,131,0.00,14.827,"N"
2008-05-10,2008,5,131,0.25,14.545,"N"
2008-05-10,2008,5,131,0.50,13.720,"N"
2008-05-10,2008,5,131,1.00,10.312,"N"
2008-05-10,2008,5,131,1.50,6.751,"N"
2008-05-10,2008,5,131,2.00,5.234,"N"
2008-05-10,2008,5,131,2.50,4.665,"N"
2008-05-10,2008,5,131,3.00,4.420,"N"
2008-05-10,2008,5,131,3.50,4.380,"N"
2008-05-10,2008,5,131,4.00,4.452,"N"
2008-05-10,2008,5,131,4.50,4.524,"N"
2008-05-11,2008,5,132,0.00,13.318,"N"
2008-05-11,2008,5,132,0.25,13.360,"N"
2008-05-11,2008,5,132,0.50,13.328,"N"
2008-05-11,2008,5,132,1.00,10.754,"N"
2008-05-11,2008,5,132,1.50,6.989,"N"
2008-05-11,2008,5,132,2.00,5.337,"N"
2008-05-11,2008,5,132,2.50,4.708,"N"
