sampledate,year4,month,daynum,depth,wtemp,flag_wtemp
2005-06-10,2005,6,161,1.75,14.804,
2005-06-10,2005,6,161,2.00,,"C"
2005-06-10,2005,6,161,2.25,10.946,
2005-06-11,2005,6,162,0.00,24.435,
2005-06-11,2005,6,162,0.25,24.012,
2005-06-11,2005,6,162,0.50,24.259,
2005-06-11,2005,6,162,0.75,23.379,
2005-06-11,2005,6,162,1.00,22.231,
2005-06-11,2005,6,162,1.25,19.932,
2005-06-11,2005,6,162,1.50,17.668,
2005-06-11,2005,6,162,1.75,15.272,
2005-06-11,2005,6,162,2.00,,"C"
2005-06-11,2005,6,162,2.25,11.293,
2005-06-12,2005,6,163,0.00,,"C"
2005-06-12,2005,6,163,0.25,24.398,
2005-06-12,2005,6,163,0.50,24.839,
2005-06-12,2005,6,163,0.75,24.090,
2005-06-12,2005,6,163,1.00,22.850,
2005-06-12,2005,6,163,1.25,20.418,
2005-06-12,2005,6,163,1.50,18.179,
2005-06-12,2005,6,163,1.75,15.791,
2005-06-12,2005,6,163,2.00,,"C"
2005-06-12,2005,6,163,2.25,11.621,
2005-06-13,2005,6,164,0.00,,"C"
2005-06-13,2005,6,164,0.25,23.557,
2005-06-13,2005,6,164,0.50,24.287,
2005-06-13,2005,6,164,0.75,23.717,
2005-06-13,2005,6,164,1.00,23.001,
2005-06-13,2005,6,164,1.25,20.840,
2005-06-13,2005,6,164,1.50,18.535,
2005-06-13,2005,6,164,1.75,16.135,
2005-06-13,2005,6,164,2.00,,"C"
2005-06-13,2005,6,164,2.25,11.889,
2005-06-14,2005,6,165,0.00,,"C"
2005-06-14,2005,6,165,0.25,22.506,
2005-06-14,2005,6,165,0.50,23.318,
2005-06-14,2005,6,165,0.75,23.118,
2005-06-14,2005,6,165,1.00,22.844,
2005-06-14,2005,6,165,1.25,21.200,
2005-06-14,2005,6,165,1.50,18.962,
2005-06-14,2005,6,165,1.75,16.499,
2005-06-14,2005,6,165,2.00,,"C"
2005-06-14,2005,6,165,2.25,,"C"
2005-06-15,2005,6,166,0.00,21.861,
2005-06-15,2005,6,166,0.25,20.709,
2005-06-15,2005,6,166,0.50,21.864,
2005-06-15,2005,6,166,0.75,21.639,
2005-06-15,2005,6,166,1.00,21.414,
2005-06-15,2005,6,166,1.25,20.946,
2005-06-15,2005,6,166,1.50,,"C"
2005-06-15,2005,6,166,1.75,16.744,
2005-06-15,2005,6,166,2.00,,"C"
2005-06-15,2005,6,166,2.25,12.362,
2005-06-16,2005,6,167,0.00,21.920,
2005-06-16,2005,6,167,0.25,20.625,
2005-06-16,2005,6,167,0.50,21.851,
2005-06-16,2005,6,167,0.75,21.363,
2005-06-16,2005,6,167,1.00,20.736,
2005-06-16,2005,6,167,1.25,20.309,
2005-06-16,2005,6,167,1.50,19.588,
2005-06-16,2005,6,167,1.75,17.204,
2005-06-16,2005,6,167,2.00,,"C"
2005-06-16,2005,6,167,2.25,12.577,
2005-06-17,2005,6,168,0.00,,"C"
2005-06-17,2005,6,168,0.25,21.736,"E"
2005-06-17,2005,6,168,0.50,22.241,"E"
2005-06-17,2005,6,168,0.75,21.150,"E"
2005-06-17,2005,6,168,1.00,20.668,"E"
2005-06-17,2005,6,168,1.25,20.195,"E"
2005-06-17,2005,6,168,1.50,19.384,"E"
2005-06-17,2005,6,168,1.75,17.070,"E"
2005-06-17,2005,6,168,2.00,,"C"
2005-06-17,2005,6,168,2.25,,"C"
2005-06-18,2005,6,169,0.00,23.264,
2005-06-18,2005,6,169,0.25,23.256,
2005-06-18,2005,6,169,0.50,22.607,
2005-06-18,2005,6,169,0.75,21.266,
2005-06-18,2005,6,169,1.00,20.717,
2005-06-18,2005,6,169,1.25,20.053,
2005-06-18,2005,6,169,1.50,19.153,
2005-06-18,2005,6,169,1.75,16.401,
2005-06-18,2005,6,169,2.00,,"C"
2005-06-18,2005,6,169,2.25,12.909,
2005-06-19,2005,6,170,0.00,24.648,
2005-06-19,2005,6,170,0.25,24.429,
2005-06-19,2005,6,170,0.50,23.459,
2005-06-19,2005,6,170,0.75,22.064,
2005-06-19,2005,6,170,1.00,21.250,
2005-06-19,2005,6,170,1.25,20.194,
2005-06-19,2005,6,170,1.50,19.254,
2005-06-19,2005,6,170,1.75,16.596,
2005-06-19,2005,6,170,2.00,,"C"
2005-06-19,2005,6,170,2.25,13.064,
2005-06-20,2005,6,171,0.00,24.838,
2005-06-20,2005,6,171,0.25,24.669,
2005-06-20,2005,6,171,0.50,24.448,
2005-06-20,2005,6,171,0.75,22.956,
2005-06-20,2005,6,171,1.00,21.678,
2005-06-20,2005,6,171,1.25,20.394,
2005-06-20,2005,6,171,1.50,19.383,
2005-06-20,2005,6,171,1.75,16.776,
2005-06-20,2005,6,171,2.00,,"C"
2005-06-20,2005,6,171,2.25,13.302,
2005-06-21,2005,6,172,0.00,25.640,
2005-06-21,2005,6,172,0.25,25.532,
2005-06-21,2005,6,172,0.50,24.947,
2005-06-21,2005,6,172,0.75,23.518,
2005-06-21,2005,6,172,1.00,22.147,
2005-06-21,2005,6,172,1.25,20.602,
2005-06-21,2005,6,172,1.50,19.451,
2005-06-21,2005,6,172,1.75,16.850,
2005-06-21,2005,6,172,2.00,,"C"
2005-06-21,2005,6,172,2.25,13.238,
2005-06-22,2005,6,173,0.00,25.822,
2005-06-22,2005,6,173,0.25,25.725,
2005-06-22,2005,6,173,0.50,25.167,
2005-06-22,2005,6,173,0.75,23.809,
2005-06-22,2005,6,173,1.00,22.556,
2005-06-22,2005,6,173,1.25,20.811,
2005-06-22,2005,6,173,1.50,19.447,
2005-06-22,2005,6,173,1.75,16.825,
2005-06-22,2005,6,173,2.00,,"C"
2005-06-22,2005,6,173,2.25,12.748,
2005-06-23,2005,6,174,0.00,26.382,
2005-06-23,2005,6,174,0.25,26.207,
2005-06-23,2005,6,174,0.50,25.618,
2005-06-23,2005,6,174,0.75,24.183,
2005-06-23,2005,6,174,1.00,22.949,
2005-06-23,2005,6,174,1.25,21.177,
2005-06-23,2005,6,174,1.50,19.798,
2005-06-23,2005,6,174,1.75,17.176,
2005-06-23,2005,6,174,2.00,15.012,
2005-06-23,2005,6,174,2.25,13.083,
2005-06-24,2005,6,175,0.00,25.518,
2005-06-24,2005,6,175,0.25,25.554,
2005-06-24,2005,6,175,0.50,25.821,
2005-06-24,2005,6,175,0.75,24.644,
2005-06-24,2005,6,175,1.00,23.121,
2005-06-24,2005,6,175,1.25,21.347,
2005-06-24,2005,6,175,1.50,19.900,
2005-06-24,2005,6,175,1.75,17.296,
2005-06-24,2005,6,175,2.00,,"C"
2005-06-24,2005,6,175,2.25,13.320,
2005-06-25,2005,6,176,0.00,25.957,
2005-06-25,2005,6,176,0.25,25.689,
2005-06-25,2005,6,176,0.50,25.160,
2005-06-25,2005,6,176,0.75,24.101,
2005-06-25,2005,6,176,1.00,23.329,
2005-06-25,2005,6,176,1.25,21.633,
2005-06-25,2005,6,176,1.50,20.147,
2005-06-25,2005,6,176,1.75,17.506,
2005-06-25,2005,6,176,2.00,,"C"
2005-06-25,2005,6,176,2.25,13.510,
2005-06-26,2005,6,177,0.00,24.830,
2005-06-26,2005,6,177,0.25,24.884,
2005-06-26,2005,6,177,0.50,25.138,
2005-06-26,2005,6,177,0.75,24.226,
2005-06-26,2005,6,177,1.00,23.391,
2005-06-26,2005,6,177,1.25,21.825,
2005-06-26,2005,6,177,1.50,20.381,
2005-06-26,2005,6,177,1.75,17.780,
2005-06-26,2005,6,177,2.00,,"C"
2005-06-26,2005,6,177,2.25,13.717,
2005-06-27,2005,6,178,0.00,25.850,
2005-06-27,2005,6,178,0.25,25.789,
2005-06-27,2005,6,178,0.50,25.518,
2005-06-27,2005,6,178,0.75,24.345,
2005-06-27,2005,6,178,1.00,23.504,
2005-06-27,2005,6,178,1.25,21.994,
2005-06-27,2005,6,178,1.50,20.664,
2005-06-27,2005,6,178,1.75,18.085,
2005-06-27,2005,6,178,2.00,,"C"
2005-06-27,2005,6,178,2.25,13.899,
2005-06-28,2005,6,179,0.00,,"C"
2005-06-28,2005,6,179,0.25,26.156,
2005-06-28,2005,6,179,0.50,25.867,
2005-06-28,2005,6,179,0.75,24.778,
2005-06-28,2005,6,179,1.00,23.697,
2005-06-28,2005,6,179,1.25,22.199,
2005-06-28,2005,6,179,1.50,20.926,
2005-06-28,2005,6,179,1.75,18.278,
2005-06-28,2005,6,179,2.00,,"C"
2005-06-28,2005,6,179,2.25,14.075,
2005-06-29,2005,6,180,0.00,24.995,
2005-06-29,2005,6,180,0.25,25.083,
2005-06-29,2005,6,180,0.50,25.348,
2005-06-29,2005,6,180,0.75,24.594,
2005-06-29,2005,6,180,1.00,23.844,
2005-06-29,2005,6,180,1.25,22.333,
2005-06-29,2005,6,180,1.50,21.059,
2005-06-29,2005,6,180,1.75,18.399,
2005-06-29,2005,6,180,2.00,,"C"
2005-06-29,2005,6,180,2.25,14.195,
2005-06-30,2005,6,181,0.00,24.001,
2005-06-30,2005,6,181,0.25,24.074,
2005-06-30,2005,6,181,0.50,24.493,
2005-06-30,2005,6,181,0.75,23.889,
2005-06-30,2005,6,181,1.00,23.499,
2005-06-30,2005,6,181,1.25,22.218,
2005-06-30,2005,6,181,1.50,20.855,
2005-06-30,2005,6,181,1.75,18.227,
2005-06-30,2005,6,181,2.00,,"C"
2005-06-30,2005,6,181,2.25,14.214,
2005-07-01,2005,7,182,0.00,22.416,
2005-07-01,2005,7,182,0.25,22.322,
2005-07-01,2005,7,182,0.50,22.412,
2005-07-01,2005,7,182,0.75,21.753,
2005-07-01,2005,7,182,1.00,21.537,
2005-07-01,2005,7,182,1.25,21.077,
2005-07-01,2005,7,182,1.50,19.755,
2005-07-01,2005,7,182,1.75,16.785,
2005-07-01,2005,7,182,2.00,,"C"
2005-07-01,2005,7,182,2.25,13.994,
2005-07-02,2005,7,183,0.00,23.152,
2005-07-02,2005,7,183,0.25,22.503,
2005-07-02,2005,7,183,0.50,22.091,
2005-07-02,2005,7,183,0.75,21.277,
2005-07-02,2005,7,183,1.00,21.010,
2005-07-02,2005,7,183,1.25,20.747,
2005-07-02,2005,7,183,1.50,20.009,
2005-07-02,2005,7,183,1.75,17.175,
2005-07-02,2005,7,183,2.00,,"C"
2005-07-02,2005,7,183,2.25,14.065,
2005-07-03,2005,7,184,0.00,22.707,
2005-07-03,2005,7,184,0.25,22.633,
2005-07-03,2005,7,184,0.50,22.685,
2005-07-03,2005,7,184,0.75,21.758,
2005-07-03,2005,7,184,1.00,21.200,
2005-07-03,2005,7,184,1.25,20.582,
2005-07-03,2005,7,184,1.50,19.839,
2005-07-03,2005,7,184,1.75,17.305,
2005-07-03,2005,7,184,2.00,,"C"
2005-07-03,2005,7,184,2.25,14.234,
2005-07-04,2005,7,185,0.00,24.128,
2005-07-04,2005,7,185,0.25,23.264,
2005-07-04,2005,7,185,0.50,23.018,
2005-07-04,2005,7,185,0.75,22.118,
2005-07-04,2005,7,185,1.00,21.404,
2005-07-04,2005,7,185,1.25,20.533,
2005-07-04,2005,7,185,1.50,19.691,
2005-07-04,2005,7,185,1.75,17.108,
2005-07-04,2005,7,185,2.00,,"C"
2005-07-04,2005,7,185,2.25,14.259,
2005-07-05,2005,7,186,0.00,,"C"
2005-07-05,2005,7,186,0.25,22.676,
2005-07-05,2005,7,186,0.50,23.016,
2005-07-05,2005,7,186,0.75,22.286,
2005-07-05,2005,7,186,1.00,21.533,
2005-07-05,2005,7,186,1.25,20.474,
2005-07-05,2005,7,186,1.50,19.570,
2005-07-05,2005,7,186,1.75,17.063,
2005-07-05,2005,7,186,2.00,,"C"
2005-07-05,2005,7,186,2.25,14.353,
2005-07-06,2005,7,187,0.00,,"C"
2005-07-06,2005,7,187,0.25,22.025,
2005-07-06,2005,7,187,0.50,22.066,
2005-07-06,2005,7,187,0.75,21.447,
2005-07-06,2005,7,187,1.00,21.219,
2005-07-06,2005,7,187,1.25,20.559,
2005-07-06,2005,7,187,1.50,19.431,
2005-07-06,2005,7,187,1.75,17.032,
2005-07-06,2005,7,187,2.00,,"C"
2005-07-06,2005,7,187,2.25,14.408,
2005-07-07,2005,7,188,0.00,24.557,
2005-07-07,2005,7,188,0.25,22.999,
2005-07-07,2005,7,188,0.50,22.594,
2005-07-07,2005,7,188,0.75,21.734,
2005-07-07,2005,7,188,1.00,21.323,
2005-07-07,2005,7,188,1.25,20.552,
2005-07-07,2005,7,188,1.50,19.615,
2005-07-07,2005,7,188,1.75,17.233,
2005-07-07,2005,7,188,2.00,,"C"
2005-07-07,2005,7,188,2.25,14.494,
2005-07-08,2005,7,189,0.00,25.488,
2005-07-08,2005,7,189,0.25,24.149,
2005-07-08,2005,7,189,0.50,23.549,
2005-07-08,2005,7,189,0.75,22.307,
2005-07-08,2005,7,189,1.00,21.565,
2005-07-08,2005,7,189,1.25,20.628,
2005-07-08,2005,7,189,1.50,19.665,
2005-07-08,2005,7,189,1.75,17.287,
2005-07-08,2005,7,189,2.00,,"C"
2005-07-08,2005,7,189,2.25,14.635,
2005-07-09,2005,7,190,0.00,,"C"
2005-07-09,2005,7,190,0.25,25.315,
2005-07-09,2005,7,190,0.50,24.568,
2005-07-09,2005,7,190,0.75,22.874,
2005-07-09,2005,7,190,1.00,21.855,
2005-07-09,2005,7,190,1.25,20.737,
2005-07-09,2005,7,190,1.50,19.773,
2005-07-09,2005,7,190,1.75,17.378,
2005-07-09,2005,7,190,2.00,15.691,
2005-07-09,2005,7,190,2.25,14.743,
2005-07-10,2005,7,191,0.00,27.487,
2005-07-10,2005,7,191,0.25,26.461,
2005-07-10,2005,7,191,0.50,25.493,
2005-07-10,2005,7,191,0.75,23.403,
2005-07-10,2005,7,191,1.00,22.120,
2005-07-10,2005,7,191,1.25,20.838,
2005-07-10,2005,7,191,1.50,19.806,
2005-07-10,2005,7,191,1.75,17.407,
2005-07-10,2005,7,191,2.00,,"C"
2005-07-10,2005,7,191,2.25,14.812,
2005-07-11,2005,7,192,0.00,27.868,
2005-07-11,2005,7,192,0.25,27.421,
2005-07-11,2005,7,192,0.50,26.854,
2005-07-11,2005,7,192,0.75,24.678,
2005-07-11,2005,7,192,1.00,23.068,
2005-07-11,2005,7,192,1.25,21.556,
2005-07-11,2005,7,192,1.50,20.540,
2005-07-11,2005,7,192,1.75,18.187,
2005-07-11,2005,7,192,2.00,16.386,
2005-07-11,2005,7,192,2.25,,"C"
2005-07-12,2005,7,193,0.00,28.701,
2005-07-12,2005,7,193,0.25,28.325,
2005-07-12,2005,7,193,0.50,27.535,
2005-07-12,2005,7,193,0.75,26.141,
2005-07-12,2005,7,193,1.00,24.509,
2005-07-12,2005,7,193,1.25,22.695,
2005-07-12,2005,7,193,1.50,21.625,
2005-07-12,2005,7,193,1.75,19.252,
2005-07-12,2005,7,193,2.00,,"C"
2005-07-12,2005,7,193,2.25,,"C"
2005-07-13,2005,7,194,0.00,,"C"
2005-07-13,2005,7,194,0.25,28.494,
2005-07-13,2005,7,194,0.50,27.973,
2005-07-13,2005,7,194,0.75,26.623,
2005-07-13,2005,7,194,1.00,25.046,
2005-07-13,2005,7,194,1.25,23.083,
2005-07-13,2005,7,194,1.50,21.855,
2005-07-13,2005,7,194,1.75,19.394,
2005-07-13,2005,7,194,2.00,,"C"
2005-07-13,2005,7,194,2.25,15.675,
2005-07-14,2005,7,195,0.00,,"C"
2005-07-14,2005,7,195,0.25,28.290,
2005-07-14,2005,7,195,0.50,27.843,
2005-07-14,2005,7,195,0.75,26.683,
2005-07-14,2005,7,195,1.00,25.500,
2005-07-14,2005,7,195,1.25,23.448,
2005-07-14,2005,7,195,1.50,22.049,
2005-07-14,2005,7,195,1.75,19.499,
2005-07-14,2005,7,195,2.00,,"C"
2005-07-14,2005,7,195,2.25,15.790,
2005-07-15,2005,7,196,0.00,,"C"
2005-07-15,2005,7,196,0.25,28.456,
2005-07-15,2005,7,196,0.50,27.784,
2005-07-15,2005,7,196,0.75,26.584,
2005-07-15,2005,7,196,1.00,25.745,
2005-07-15,2005,7,196,1.25,23.908,
2005-07-15,2005,7,196,1.50,22.380,
2005-07-15,2005,7,196,1.75,19.737,
2005-07-15,2005,7,196,2.00,,"C"
2005-07-15,2005,7,196,2.25,15.918,
2005-07-16,2005,7,197,0.00,29.334,
2005-07-16,2005,7,197,0.25,29.221,
2005-07-16,2005,7,197,0.50,28.703,
2005-07-16,2005,7,197,0.75,27.350,
2005-07-16,2005,7,197,1.00,26.052,
2005-07-16,2005,7,197,1.25,24.237,
2005-07-16,2005,7,197,1.50,22.676,
2005-07-16,2005,7,197,1.75,19.941,
2005-07-16,2005,7,197,2.00,,"C"
2005-07-16,2005,7,197,2.25,16.028,
2005-07-17,2005,7,198,0.00,29.306,
2005-07-17,2005,7,198,0.25,29.330,
2005-07-17,2005,7,198,0.50,29.398,
2005-07-17,2005,7,198,0.75,28.013,
2005-07-17,2005,7,198,1.00,26.469,
2005-07-17,2005,7,198,1.25,24.521,
2005-07-17,2005,7,198,1.50,22.955,
2005-07-17,2005,7,198,1.75,20.202,
2005-07-17,2005,7,198,2.00,,"C"
2005-07-17,2005,7,198,2.25,16.180,
2005-07-18,2005,7,199,0.00,,"C"
2005-07-18,2005,7,199,0.25,27.496,
2005-07-18,2005,7,199,0.50,27.972,
2005-07-18,2005,7,199,0.75,27.420,
2005-07-18,2005,7,199,1.00,26.795,
2005-07-18,2005,7,199,1.25,24.816,
2005-07-18,2005,7,199,1.50,23.177,"H"
2005-07-18,2005,7,199,1.75,20.352,
2005-07-18,2005,7,199,2.00,,"C"
2005-07-18,2005,7,199,2.25,16.357,
2005-07-19,2005,7,200,0.00,26.383,
2005-07-19,2005,7,200,0.25,26.437,
2005-07-19,2005,7,200,0.50,26.357,
2005-07-19,2005,7,200,0.75,25.329,
2005-07-19,2005,7,200,1.00,24.954,
2005-07-19,2005,7,200,1.25,24.649,
2005-07-19,2005,7,200,1.50,23.404,"H"
2005-07-19,2005,7,200,1.75,20.396,
2005-07-19,2005,7,200,2.00,,"C"
2005-07-19,2005,7,200,2.25,16.420,
2005-07-20,2005,7,201,0.00,26.165,
2005-07-20,2005,7,201,0.25,26.164,
2005-07-20,2005,7,201,0.50,26.146,
2005-07-20,2005,7,201,0.75,25.248,
2005-07-20,2005,7,201,1.00,24.895,
2005-07-20,2005,7,201,1.25,24.535,
2005-07-20,2005,7,201,1.50,23.573,"H"
2005-07-20,2005,7,201,1.75,20.682,
2005-07-20,2005,7,201,2.00,,"C"
2005-07-20,2005,7,201,2.25,16.540,
2005-07-21,2005,7,202,0.00,,"C"
2005-07-21,2005,7,202,0.25,26.982,
2005-07-21,2005,7,202,0.50,26.728,
2005-07-21,2005,7,202,0.75,25.621,
2005-07-21,2005,7,202,1.00,25.107,
2005-07-21,2005,7,202,1.25,24.503,
2005-07-21,2005,7,202,1.50,23.517,"H"
2005-07-21,2005,7,202,1.75,20.646,
2005-07-21,2005,7,202,2.00,,"C"
2005-07-21,2005,7,202,2.25,16.613,
2005-07-22,2005,7,203,0.00,26.644,
2005-07-22,2005,7,203,0.25,26.574,
2005-07-22,2005,7,203,0.50,26.277,
2005-07-22,2005,7,203,0.75,25.209,
2005-07-22,2005,7,203,1.00,24.825,
2005-07-22,2005,7,203,1.25,24.494,
2005-07-22,2005,7,203,1.50,23.640,"H"
2005-07-22,2005,7,203,1.75,20.747,
2005-07-22,2005,7,203,2.00,,"C"
2005-07-22,2005,7,203,2.25,16.745,
2005-07-23,2005,7,204,0.00,24.769,
2005-07-23,2005,7,204,0.25,24.886,
2005-07-23,2005,7,204,0.50,25.396,
2005-07-23,2005,7,204,0.75,24.863,
2005-07-23,2005,7,204,1.00,24.651,
2005-07-23,2005,7,204,1.25,24.408,
2005-07-23,2005,7,204,1.50,23.648,"H"
2005-07-23,2005,7,204,1.75,21.017,
2005-07-23,2005,7,204,2.00,,"C"
2005-07-23,2005,7,204,2.25,16.894,
2005-07-24,2005,7,205,0.00,25.301,
2005-07-24,2005,7,205,0.25,25.260,
2005-07-24,2005,7,205,0.50,,"C"
2005-07-24,2005,7,205,0.75,24.206,
2005-07-24,2005,7,205,1.00,23.888,
2005-07-24,2005,7,205,1.25,23.792,
2005-07-24,2005,7,205,1.50,23.792,"H"
2005-07-24,2005,7,205,1.75,21.307,
2005-07-24,2005,7,205,2.00,,"C"
2005-07-24,2005,7,205,2.25,17.118,
2005-07-25,2005,7,206,0.00,25.471,
2005-07-25,2005,7,206,0.25,25.345,
2005-07-25,2005,7,206,0.50,25.222,
2005-07-25,2005,7,206,0.75,24.321,
2005-07-25,2005,7,206,1.00,23.958,
2005-07-25,2005,7,206,1.25,23.777,
2005-07-25,2005,7,206,1.50,23.576,"H"
2005-07-25,2005,7,206,1.75,21.373,
2005-07-25,2005,7,206,2.00,,"C"
2005-07-25,2005,7,206,2.25,17.197,
2005-07-26,2005,7,207,0.00,23.494,
2005-07-26,2005,7,207,0.25,23.628,
2005-07-26,2005,7,207,0.50,24.157,
2005-07-26,2005,7,207,0.75,23.611,
2005-07-26,2005,7,207,1.00,23.414,
2005-07-26,2005,7,207,1.25,23.378,
2005-07-26,2005,7,207,1.50,23.538,"H"
2005-07-26,2005,7,207,1.75,21.356,
2005-07-26,2005,7,207,2.00,,"C"
2005-07-26,2005,7,207,2.25,17.362,
2005-07-27,2005,7,208,0.00,23.836,
2005-07-27,2005,7,208,0.25,23.836,
