index1	index2	LSA	lag	p-valueBound	
14	33	0.565389	0	0	
14	39	0.389358	0	0	
14	50	0.411399	0	0	
14	53	0.558661	0	0	
14	57	0.437863	0	0	
14	60	0.452272	0	0	
14	65	0.526829	0	0	
14	89	0.413153	0	0	
14	94	0.393309	0	0	
14	95	0.432456	0	0	
14	107	0.582178	0	0	
14	113	0.47477	0	0	
14	119	-0.393947	0	0	
14	129	0.547847	0	0	
14	147	0.433423	0	0	
14	149	0.513456	0	0	
14	164	0.530158	0	0	
14	173	0.462601	0	0	
14	174	0.420296	0	0	
14	180	0.50087	0	0	
14	183	0.455493	0	0	
14	209	0.45172	0	0	
14	210	0.419732	0	0	
14	214	0.550707	0	0	
14	217	0.545245	0	0	
14	220	0.433915	0	0	
14	224	0.446598	0	0	
14	231	-0.442608	0	0	
14	238	0.474659	0	0	
14	243	-0.391194	0	0	
14	244	0.459363	0	0	
14	262	0.451786	0	0	
14	270	0.412213	0	0	
14	285	0.509709	0	0	
14	292	0.557214	0	0	
14	293	-0.389378	0	0	
14	294	0.429762	0	0	
14	297	-0.439049	0	0	
14	310	-0.446486	0	0	
14	326	0.538808	0	0	
14	327	0.414468	0	0	
14	334	0.458704	0	0	
14	339	0.526837	0	0	
14	347	0.418819	0	0	
14	363	0.487912	0	0	
14	377	0.411079	0	0	
14	385	0.460754	0	0	
14	386	0.397604	0	0	
14	396	0.429149	0	0	
14	397	-0.43444	0	0	
14	402	-0.411224	0	0	
14	405	0.423794	0	0	
14	407	0.428652	0	0	
14	412	-0.418982	0	0	
14	417	0.389267	0	0	
14	429	0.462855	0	0	
14	437	0.42587	0	0	
14	463	0.393061	0	0	
14	466	0.486869	0	0	
14	477	-0.398816	0	0	
14	486	0.517967	0	0	
15	42	0.438499	0	0	
15	62	0.393145	0	0	
15	80	0.438499	0	0	
15	120	0.401357	0	0	
15	140	0.406891	0	0	
15	166	0.406891	0	0	
15	191	0.464515	0	0	
15	242	0.406891	0	0	
15	258	0.421286	0	0	
15	284	0.390408	0	0	
15	311	0.40515	0	0	
15	348	0.408094	0	0	
15	404	0.479322	0	0	
15	443	0.420763	0	0	
16	34	0.408503	0	0	
16	111	0.530277	0	0	
16	263	0.513486	0	0	
16	300	0.441212	0	0	
16	337	0.389416	0	0	
16	424	0.822101	0	0	
16	441	0.408114	0	0	
17	22	0.399359	0	0	
17	39	0.441687	0	0	
17	42	-0.391396	0	0	
17	57	0.44324	0	0	
17	60	0.4594	0	0	
17	75	-0.396417	0	0	
17	80	-0.391396	0	0	
17	97	0.402286	0	0	
17	142	0.39181	0	0	
17	150	0.434128	0	0	
17	162	0.400211	0	0	
17	174	0.445943	0	0	
17	240	-0.400128	0	0	
17	262	0.449344	0	0	
17	270	0.401489	0	0	
17	271	0.516205	0	0	
17	308	0.403198	0	0	
17	322	0.411181	0	0	
17	326	0.408634	0	0	
17	345	-0.389108	0	0	
17	347	0.40239	0	0	
17	356	0.406432	0	0	
17	362	0.42718	0	0	
17	397	-0.405078	0	0	
17	407	0.499964	0	0	
17	418	0.43946	0	0	
17	422	-0.411419	0	0	
17	471	-0.406439	0	0	
18	121	0.455064	0	0	
18	170	0.417017	0	0	
18	216	0.422701	0	0	
18	304	0.414506	0	0	
18	319	0.417881	0	0	
18	404	0.394805	0	0	
18	444	0.420976	0	0	
18	475	0.430987	0	0	
20	31	0.425133	0	0	
20	33	-0.469487	0	0	
20	53	-0.393306	0	0	
20	89	-0.43906	0	0	
20	93	-0.42915	0	0	
20	115	0.448261	0	0	
20	129	-0.456276	0	0	
20	149	-0.425646	0	0	
20	154	0.391177	0	0	
20	158	-0.416049	0	0	
20	161	-0.395762	0	0	
20	190	-0.440093	0	0	
20	217	-0.40585	0	0	
20	221	-0.443961	0	0	
20	231	0.403991	0	0	
20	251	-0.454099	0	0	
20	266	-0.394113	0	0	
20	274	-0.431012	0	0	
20	280	-0.462826	0	0	
20	288	-0.453376	0	0	
20	289	0.426531	0	0	
20	292	-0.476675	0	0	
20	294	-0.389904	0	0	
20	295	-0.420735	0	0	
20	297	0.446155	0	0	
20	321	0.389351	0	0	
20	322	0.436468	0	0	
20	324	-0.407395	0	0	
20	326	-0.411224	0	0	
20	334	-0.505024	0	0	
20	339	-0.448864	0	0	
20	363	-0.39649	0	0	
20	376	-0.388485	0	0	
20	384	-0.566871	0	0	
20	385	-0.416329	0	0	
20	394	0.448722	0	0	
20	412	0.429838	0	0	
20	425	-0.392751	0	0	
20	429	-0.403732	0	0	
20	436	-0.443849	0	0	
20	454	-0.414935	0	0	
20	455	-0.438384	0	0	
20	471	-0.405056	0	0	
20	477	0.417467	0	0	
20	480	0.394587	0	0	
20	486	-0.457265	0	0	
21	42	0.469499	0	0	
21	80	0.469499	0	0	
21	112	0.405041	0	0	
21	138	0.395051	0	0	
21	140	0.542553	0	0	
21	242	0.442218	0	0	
21	311	0.431259	0	0	
21	350	0.406762	0	0	
21	381	0.397473	0	0	
21	419	0.390414	0	0	
21	421	0.444159	0	0	
21	422	0.389926	0	0	
21	447	0.389704	0	0	
22	39	0.520195	0	0	
22	50	0.517635	0	0	
22	57	0.680496	0	0	
22	60	0.543474	0	0	
22	62	0.416567	0	0	
22	97	0.506673	0	0	
22	109	0.470501	0	0	
22	125	0.426055	0	0	
22	134	0.488913	0	0	
22	142	0.479365	0	0	
22	158	-0.441949	0	0	
22	160	-0.429882	0	0	
22	174	0.502303	0	0	
22	200	0.453516	0	0	
22	214	0.407076	0	0	
22	226	-0.65575	0	0	
22	241	-0.43629	0	0	
22	253	-0.408409	0	0	
22	261	0.540409	0	0	
22	262	0.560884	0	0	
22	270	0.549134	0	0	
22	271	0.484722	0	0	
22	276	0.400213	0	0	
22	293	-0.516879	0	0	
22	308	0.536471	0	0	
22	310	-0.471737	0	0	
22	314	0.489941	0	0	
22	323	0.421207	0	0	
22	327	0.392329	0	0	
22	346	0.392399	0	0	
22	347	0.534269	0	0	
22	356	0.453005	0	0	
22	377	0.441524	0	0	
22	397	-0.574598	0	0	
22	404	0.389647	0	0	
22	407	0.62598	0	0	
22	417	0.543777	0	0	
22	448	0.592229	0	0	
22	462	0.459478	0	0	
22	486	0.400073	0	0	
23	262	0.397506	0	0	
23	310	-0.392545	0	0	
23	327	0.460167	0	0	
23	375	0.405771	0	0	
23	391	0.412816	0	0	
23	396	0.44477	0	0	
23	397	-0.391819	0	0	
23	417	0.400099	0	0	
23	463	0.391015	0	0	
24	25	0.417841	0	0	
24	36	0.420371	0	0	
24	39	0.529003	0	0	
24	57	0.428345	0	0	
24	60	0.426058	0	0	
24	72	0.407103	0	0	
24	88	0.508297	0	0	
24	97	0.436579	0	0	
24	135	0.482218	0	0	
24	142	0.419577	0	0	
24	150	0.458815	0	0	
24	158	-0.400524	0	0	
24	162	0.452583	0	0	
24	174	0.401421	0	0	
24	196	0.402241	0	0	
24	234	0.480912	0	0	
24	262	0.44375	0	0	
24	270	0.491482	0	0	
24	276	0.398319	0	0	
24	293	-0.425677	0	0	
24	299	0.487292	0	0	
24	309	0.519712	0	0	
24	327	0.409269	0	0	
24	342	0.515546	0	0	
24	347	0.421423	0	0	
24	377	0.390365	0	0	
24	397	-0.495227	0	0	
24	418	0.440064	0	0	
24	427	0.39717	0	0	
24	466	0.41542	0	0	
24	473	0.423463	0	0	
25	30	0.403037	0	0	
25	37	-0.610655	0	0	
25	42	0.590897	0	0	
25	62	0.480443	0	0	
25	66	0.428738	0	0	
25	75	0.461083	0	0	
25	80	0.590897	0	0	
25	81	0.395681	0	0	
25	86	0.440904	0	0	
25	91	0.43833	0	0	
25	97	0.416283	0	0	
25	99	0.398159	0	0	
25	120	0.505211	0	0	
25	121	0.529717	0	0	
25	128	0.533541	0	0	
25	130	0.424509	0	0	
25	138	0.465598	0	0	
25	140	0.546707	0	0	
25	144	-0.45706	0	0	
25	155	0.429122	0	0	
25	160	-0.418905	0	0	
25	185	0.425991	0	0	
25	191	0.432679	0	0	
25	193	0.46683	0	0	
25	205	-0.585278	0	0	
25	216	0.414944	0	0	
25	233	0.424833	0	0	
25	240	0.457119	0	0	
25	242	0.546707	0	0	
25	258	0.498054	0	0	
25	262	0.408238	0	0	
25	276	0.474271	0	0	
25	309	0.472468	0	0	
25	311	0.574682	0	0	
25	318	0.462625	0	0	
25	319	0.555582	0	0	
25	327	0.435739	0	0	
25	345	0.407174	0	0	
25	347	0.448711	0	0	
25	348	0.533843	0	0	
25	350	0.488528	0	0	
25	375	0.460434	0	0	
25	377	0.393674	0	0	
25	381	0.443586	0	0	
25	395	0.459258	0	0	
25	397	-0.500031	0	0	
25	398	0.442532	0	0	
25	404	0.442037	0	0	
25	419	0.421057	0	0	
25	421	0.510129	0	0	
25	422	0.500199	0	0	
25	427	0.444912	0	0	
25	438	-0.402958	0	0	
25	443	0.450181	0	0	
25	444	0.438461	0	0	
25	453	0.488808	0	0	
26	108	0.400506	0	0	
26	135	0.474718	0	0	
26	219	0.434136	0	0	
27	53	0.459783	0	0	
27	89	0.464	0	0	
27	93	0.404195	0	0	
27	164	0.477866	0	0	
27	176	0.434845	0	0	
27	221	0.405078	0	0	
27	239	0.453056	0	0	
27	244	0.479853	0	0	
27	266	0.472116	0	0	
27	274	0.483051	0	0	
27	288	0.423578	0	0	
27	295	0.399263	0	0	
27	339	0.389311	0	0	
27	425	0.439086	0	0	
27	436	0.425737	0	0	
27	466	0.448845	0	0	
27	468	0.412609	0	0	
27	472	0.442539	0	0	
27	486	0.396127	0	0	
28	100	0.390695	0	0	
28	246	0.433895	0	0	
28	251	0.408192	0	0	
28	321	-0.462116	0	0	
29	53	0.480738	0	0	
29	64	0.399267	0	0	
29	231	-0.399652	0	0	
29	274	0.403251	0	0	
29	326	0.472837	0	0	
29	429	0.402517	0	0	
29	436	0.39041	0	0	
29	485	0.389891	0	0	
29	486	0.452424	0	0	
30	243	-0.402271	0	0	
30	327	0.392278	0	0	
30	386	0.395884	0	0	
30	477	-0.397515	0	0	
31	33	-0.45124	0	0	
31	69	0.576392	0	0	
31	115	0.590481	0	0	
31	119	0.538392	0	0	
31	129	-0.501874	0	0	
31	148	0.389196	0	0	
31	149	-0.474062	0	0	
31	154	0.596155	0	0	
31	160	0.450819	0	0	
31	188	0.493288	0	0	
31	192	0.41922	0	0	
31	202	0.561457	0	0	
31	209	-0.431877	0	0	
31	228	0.413494	0	0	
31	231	0.494851	0	0	
31	243	0.541912	0	0	
31	279	0.53125	0	0	
31	292	-0.41502	0	0	
31	293	0.393897	0	0	
31	297	0.602967	0	0	
31	310	0.430823	0	0	
31	326	-0.452591	0	0	
31	334	-0.427856	0	0	
31	340	0.591185	0	0	
31	359	0.602867	0	0	
31	363	-0.478336	0	0	
31	385	-0.390479	0	0	
31	388	-0.45124	0	0	
31	391	-0.399878	0	0	
31	400	0.42084	0	0	
31	412	0.546684	0	0	
31	455	-0.439377	0	0	
31	458	0.462874	0	0	
31	476	0.434825	0	0	
31	477	0.470672	0	0	
31	480	0.39056	0	0	
31	486	-0.392393	0	0	
32	59	0.391505	0	0	
32	466	0.418489	0	0	
33	43	0.41672	0	0	
33	53	0.422457	0	0	
33	60	0.390351	0	0	
33	65	0.579962	0	0	
33	69	-0.571783	0	0	
33	83	0.397643	0	0	
33	89	0.449011	0	0	
33	94	0.607139	0	0	
33	115	-0.563663	0	0	
33	119	-0.455586	0	0	
33	129	0.657151	0	0	
33	149	0.725427	0	0	
33	154	-0.602315	0	0	
33	160	-0.432315	0	0	
33	173	0.467794	0	0	
33	180	0.454215	0	0	
33	183	0.510357	0	0	
33	188	-0.535876	0	0	
33	202	-0.429725	0	0	
33	209	0.466444	0	0	
33	210	0.403492	0	0	
33	214	0.442322	0	0	
33	217	0.463822	0	0	
33	231	-0.55748	0	0	
33	243	-0.4789	0	0	
33	250	0.518581	0	0	
33	262	0.439575	0	0	
33	266	0.396952	0	0	
33	279	-0.454878	0	0	
33	280	0.402777	0	0	
33	285	0.398612	0	0	
33	292	0.871844	0	0	
33	294	0.440707	0	0	
33	297	-0.624538	0	0	
33	310	-0.410541	0	0	
33	326	0.629788	0	0	
33	327	0.461269	0	0	
33	334	0.580365	0	0	
33	335	0.413488	0	0	
33	339	0.463017	0	0	
33	340	-0.425715	0	0	
33	347	0.420691	0	0	
33	357	0.412203	0	0	
33	358	-0.40787	0	0	
33	359	-0.454577	0	0	
33	363	0.78426	0	0	
33	364	0.545311	0	0	
33	377	0.459563	0	0	
33	385	0.822005	0	0	
33	388	0.537994	0	0	
33	391	0.465601	0	0	
33	397	-0.416792	0	0	
33	402	-0.434536	0	0	
33	405	0.579035	0	0	
33	408	-0.392468	0	0	
33	412	-0.6162	0	0	
33	417	0.39896	0	0	
33	425	0.388219	0	0	
33	429	0.404489	0	0	
33	437	0.435321	0	0	
33	455	0.460867	0	0	
33	458	-0.42269	0	0	
33	460	-0.539251	0	0	
33	468	0.527886	0	0	
33	476	-0.409362	0	0	
33	477	-0.486485	0	0	
33	480	-0.437287	0	0	
33	486	0.527093	0	0	
34	300	0.47953	0	0	
34	314	0.425706	0	0	
34	424	0.502907	0	0	
35	276	0.393654	0	0	
36	55	0.393169	0	0	
36	59	0.490372	0	0	
36	81	0.479075	0	0	
36	88	0.625524	0	0	
36	105	0.415878	0	0	
36	108	0.527922	0	0	
36	135	0.5434	0	0	
36	150	0.495588	0	0	
36	162	0.445368	0	0	
36	163	0.432939	0	0	
36	174	0.406848	0	0	
36	196	0.476638	0	0	
36	197	0.39998	0	0	
36	207	0.423329	0	0	
36	213	0.41912	0	0	
36	219	0.400004	0	0	
36	290	0.404931	0	0	
36	296	0.389929	0	0	
36	299	0.484151	0	0	
36	304	0.458358	0	0	
36	309	0.5982	0	0	
36	315	0.426891	0	0	
36	332	0.422402	0	0	
36	342	0.439056	0	0	
36	351	0.408306	0	0	
36	366	0.465545	0	0	
36	467	0.464171	0	0	
36	473	0.415441	0	0	
37	42	-0.822174	0	0	
37	56	-0.436445	0	0	
37	62	-0.51766	0	0	
37	66	-0.429696	0	0	
37	68	-0.421877	0	0	
37	70	-0.417721	0	0	
37	75	-0.595521	0	0	
37	80	-0.822174	0	0	
37	86	-0.573745	0	0	
37	97	-0.395349	0	0	
37	99	-0.440928	0	0	
37	114	0.432726	0	0	
37	120	-0.56143	0	0	
37	121	-0.422856	0	0	
37	128	-0.501514	0	0	
37	130	-0.44068	0	0	
37	132	0.443106	0	0	
37	133	-0.4326	0	0	
37	138	-0.702719	0	0	
37	140	-0.775139	0	0	
37	144	0.460889	0	0	
37	155	-0.399707	0	0	
37	165	0.466573	0	0	
37	166	-0.409978	0	0	
37	170	-0.393484	0	0	
37	185	-0.598323	0	0	
37	191	-0.430183	0	0	
37	193	-0.501863	0	0	
37	205	0.800072	0	0	
37	210	0.393605	0	0	
37	217	0.408667	0	0	
37	240	-0.707537	0	0	
37	242	-0.775139	0	0	
37	255	0.514565	0	0	
37	258	-0.473548	0	0	
37	285	0.403021	0	0	
37	303	-0.512132	0	0	
37	307	-0.408364	0	0	
37	311	-0.799608	0	0	
37	318	-0.705592	0	0	
37	319	-0.575466	0	0	
37	326	0.511393	0	0	
37	335	0.423501	0	0	
37	339	0.449652	0	0	
37	345	-0.566753	0	0	
37	348	-0.742931	0	0	
37	350	-0.670688	0	0	
37	374	-0.474817	0	0	
37	375	-0.41818	0	0	
37	381	-0.625913	0	0	
37	392	-0.455893	0	0	
37	395	-0.65599	0	0	
37	397	0.448582	0	0	
37	404	-0.425978	0	0	
37	419	-0.446955	0	0	
37	420	-0.39521	0	0	
37	421	-0.709843	0	0	
37	422	-0.694678	0	0	
37	438	0.473208	0	0	
37	442	-0.562304	0	0	
37	443	-0.548393	0	0	
37	453	-0.497032	0	0	
37	457	-0.499842	0	0	
37	469	-0.43691	0	0	
37	486	0.405273	0	0	
38	216	0.402748	0	0	
38	319	0.420405	0	0	
38	404	0.491599	0	0	
39	50	0.516833	0	0	
39	53	0.419367	0	0	
39	57	0.593913	0	0	
39	60	0.56632	0	0	
39	72	0.413328	0	0	
39	88	0.458047	0	0	
39	90	0.388229	0	0	
39	97	0.524615	0	0	
39	105	0.391687	0	0	
39	108	0.410065	0	0	
39	109	0.461097	0	0	
39	134	0.446775	0	0	
39	135	0.489237	0	0	
39	142	0.47943	0	0	
39	147	0.442838	0	0	
39	150	0.504109	0	0	
39	158	-0.425213	0	0	
39	160	-0.429076	0	0	
39	162	0.487592	0	0	
39	174	0.561476	0	0	
39	182	0.402969	0	0	
39	197	0.420766	0	0	
39	200	0.552242	0	0	
39	210	0.42055	0	0	
39	214	0.412844	0	0	
39	219	0.470986	0	0	
39	220	0.425334	0	0	
39	224	0.452493	0	0	
39	251	-0.408024	0	0	
39	258	0.46773	0	0	
39	261	0.493876	0	0	
39	262	0.54922	0	0	
39	270	0.580439	0	0	
39	271	0.489438	0	0	
39	276	0.395214	0	0	
39	285	0.409711	0	0	
39	293	-0.524602	0	0	
39	298	-0.395537	0	0	
39	299	0.470987	0	0	
39	306	0.424854	0	0	
39	308	0.538993	0	0	
39	309	0.441189	0	0	
39	310	-0.398907	0	0	
39	314	0.406516	0	0	
39	322	0.432905	0	0	
39	326	0.432281	0	0	
39	327	0.431209	0	0	
39	342	0.409666	0	0	
39	346	0.413013	0	0	
39	347	0.536428	0	0	
39	356	0.474048	0	0	
39	362	0.576249	0	0	
39	366	0.393712	0	0	
39	373	0.409809	0	0	
39	377	0.432844	0	0	
39	397	-0.606603	0	0	
39	407	0.557662	0	0	
39	417	0.482996	0	0	
39	418	0.431506	0	0	
39	427	0.446782	0	0	
39	448	0.488973	0	0	
39	453	0.398608	0	0	
39	462	0.437324	0	0	
39	463	0.414139	0	0	
39	466	0.487385	0	0	
39	486	0.417641	0	0	
40	47	-0.395223	0	0	
40	76	0.423876	0	0	
40	122	-0.407155	0	0	
40	262	0.413492	0	0	
40	361	0.433194	0	0	
40	428	-0.391476	0	0	
40	431	0.468152	0	0	
41	42	0.413346	0	0	
41	80	0.413346	0	0	
41	242	0.438131	0	0	
41	318	0.44081	0	0	
41	348	0.411395	0	0	
42	52	0.390005	0	0	
42	53	-0.429875	0	0	
42	56	0.421563	0	0	
42	62	0.601901	0	0	
42	66	0.486613	0	0	
42	68	0.48189	0	0	
