"","Kingdom","Phylum","Class","Order","Lineage","Clade","Tribe"
"660143","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"631018","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__","g__","s__"
"659717","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","unclassified","unclassified","unclassified"
"548759","k__Bacteria","p__Spirochaetes","c__Spirochaetes","o__Spirochaetales","f__Spirochaetaceae","g__Spirochaeta","s__aurantia"
"614008","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Methylococcales","f__Methylococcaceae","unclassified","unclassified"
"654478","k__Bacteria","p__Chlamydiae","c__Chlamydiia","unclassified","unclassified","unclassified","unclassified"
"494777","k__Bacteria","p__Bacteroidetes","c__Flavobacteriia","o__Flavobacteriales","bacV","unclassified","unclassified"
"648470","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__MIZ46","f__","g__","s__"
"516241","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"639064","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Legionellales","f__Coxiellaceae","g__","s__"
"638253","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Methylococcales","f__Methylococcaceae","unclassified","unclassified"
"654897","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Oxalobacteraceae","g__Janthinobacterium","s__"
"659867","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Peptococcaceae","g__Desulfosporosinus","s__meridiei"
"660166","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","unclassified","unclassified","unclassified"
"620855","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"651769","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Legionellales","f__Coxiellaceae","g__","s__"
"651596","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__mitochondria","g__","s__"
"636859","k__Bacteria","p__Lentisphaerae","c__[Lentisphaeria]","o__Victivallales","f__Victivallaceae","g__","s__"
"635381","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Methylophilales","f__Methylophilaceae","unclassified","unclassified"
"636843","k__Bacteria","p__Verrucomicrobia","c__[Pedosphaerae]","o__[Pedosphaerales]","f__","g__","s__"
"658842","k__Bacteria","p__Acidobacteria","c__Holophagae","o__Holophagales","f__Holophagaceae","g__","s__"
"622852","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__[Mogibacteriaceae]","unclassified","unclassified"
"654760","k__Bacteria","p__Bacteroidetes","c__[Saprospirae]","o__[Saprospirales]","f__Chitinophagaceae","g__","s__"
"650247","k__Bacteria","p__Verrucomicrobia","c__Opitutae","o__Opitutales","f__Opitutaceae","g__","s__"
"650869","k__Bacteria","p__OP3","c__koll11","o__GIF10","f__kpj58rc","g__","s__"
"650787","k__Bacteria","p__TM6","c__SBRH58","o__","f__","g__","s__"
"652192","k__Bacteria","p__Planctomycetes","c__Planctomycetia","o__Gemmatales","f__Isosphaeraceae","g__","s__"
"656696","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Thiotrichales","f__Piscirickettsiaceae","g__","s__"
"621967","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"649804","k__Bacteria","p__WS3","c__PRR-12","o__PBS-III-9","f__","g__","s__"
"631124","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","unclassified","unclassified","unclassified"
"650530","k__Bacteria","p__Verrucomicrobia","c__[Spartobacteria]","o__[Chthoniobacterales]","f__[Chthoniobacteraceae]","unclassified","unclassified"
"615508","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Syntrophobacterales","f__Syntrophorhabdaceae","g__","s__"
"653300","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodobacterales","alfVI","unclassified","unclassified"
"660006","k__Bacteria","p__Acidobacteria","c__Acidobacteriia","o__Acidobacteriales","f__Acidobacteriaceae","g__","s__"
"618877","k__Bacteria","p__Verrucomicrobia","c__Opitutae","o__[Cerasicoccales]","f__[Cerasicoccaceae]","g__","s__"
"617755","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Myxococcales","f__0319-6G20","g__","s__"
"659474","k__Bacteria","p__Bacteroidetes","c__[Saprospirae]","o__[Saprospirales]","bacI","bacI-A","unclassified"
"655762","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"649579","k__Archaea","p__Euryarchaeota","c__Thermoplasmata","o__E2","f__[Methanomassiliicoccaceae]","g__","s__"
"635815","k__Bacteria","p__Elusimicrobia","c__Elusimicrobia","o__MVP-88","f__","g__","s__"
"642103","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"624657","k__Bacteria","p__Firmicutes","unclassified","unclassified","unclassified","unclassified","unclassified"
"639826","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Rhodocyclales","f__Rhodocyclaceae","unclassified","unclassified"
"635615","k__Bacteria","p__Chlamydiae","c__Chlamydiia","o__Chlamydiales","unclassified","unclassified","unclassified"
"382645","k__Bacteria","p__Verrucomicrobia","c__Verrucomicrobiae","o__Verrucomicrobiales","f__Verrucomicrobiaceae","g__Prosthecobacter","s__debontii"
"660051","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","betI","betI-A","unclassified"
"622948","k__Bacteria","p__Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified"
"653384","k__Bacteria","p__Verrucomicrobia","c__[Spartobacteria]","o__[Chthoniobacterales]","f__[Chthoniobacteraceae]","g__","s__"
"627947","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Syntrophobacterales","f__Syntrophorhabdaceae","g__","s__"
"659998","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","alfVIII","unclassified","unclassified"
"611043","k__Bacteria","p__AC1","c__HDBW-WB69","o__","f__","g__","s__"
"656653","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Methylophilales","f__","g__","s__"
"656977","k__Bacteria","p__Cyanobacteria","c__Chloroplast","o__Chlorophyta","f__","g__","s__"
"651735","k__Bacteria","p__Bacteroidetes","c__[Saprospirae]","o__[Saprospirales]","f__Chitinophagaceae","unclassified","unclassified"
"477473","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__","s__"
"652454","k__Bacteria","p__Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified"
"626711","k__Bacteria","p__Cyanobacteria","c__4C0d-2","o__YS2","f__","g__","s__"
"657790","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__NKB15","f__","g__","s__"
"591959","unknown","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"639727","k__Bacteria","p__Verrucomicrobia","c__[Pedosphaerae]","o__[Pedosphaerales]","unclassified","unclassified","unclassified"
"593529","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__NKB15","f__","g__","s__"
"639417","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Xanthomonadales","f__Xanthomonadaceae","unclassified","unclassified"
"624967","k__Bacteria","p__Actinobacteria","c__Acidimicrobiia","o__Acidimicrobiales","f__C111","g__","s__"
"657185","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Neisseriales","f__Neisseriaceae","g__Aquitalea","s__"
"550308","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"637240","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"651079","k__Bacteria","p__OD1","c__","o__","f__","g__","s__"
"658744","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Bdellovibrionales","f__Bdellovibrionaceae","g__Bdellovibrio","s__"
"627944","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Legionellales","f__Legionellaceae","unclassified","unclassified"
"629308","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Rhodospirillaceae","g__Magnetospirillum","s__"
"658150","k__Bacteria","p__Chlorobi","c__Ignavibacteria","o__Ignavibacteriales","f__Ignavibacteriaceae","g__","s__"
"660159","k__Bacteria","p__Verrucomicrobia","c__Opitutae","o__Opitutales","f__Opitutaceae","g__","s__"
"637052","k__Bacteria","p__Verrucomicrobia","c__[Spartobacteria]","o__[Chthoniobacterales]","f__[Chthoniobacteraceae]","g__heteroC45_4W","s__"
"659602","k__Bacteria","p__Cyanobacteria","c__Chloroplast","o__Chlorophyta","f__Trebouxiophyceae","g__","s__"
"645996","k__Archaea","p__[Parvarchaeota]","c__[Parvarchaea]","o__YLA114","f__","g__","s__"
"541850","k__Bacteria","p__Cyanobacteria","c__Synechococcophycideae","o__Synechococcales","f__Synechococcaceae","g__Synechococcus","s__"
"630329","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Acetobacteraceae","unclassified","unclassified"
"637208","k__Bacteria","p__Bacteroidetes","c__Sphingobacteriia","o__Sphingobacteriales","f__","g__","s__"
"584059","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"657977","k__Bacteria","p__Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified"
"649987","k__Bacteria","p__OP3","c__BD4-9","o__","f__","g__","s__"
"656383","k__Bacteria","p__Chloroflexi","c__Chloroflexi","o__[Roseiflexales]","f__","g__","s__"
"631535","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__"
"659248","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","unclassified"
"613701","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Acetobacteraceae","unclassified","unclassified"
"643892","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__","f__","g__","s__"
"656385","k__Bacteria","p__Actinobacteria","c__Acidimicrobiia","o__Acidimicrobiales","acIV","acIV-D","Iamia"
"649833","unknown","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"649148","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Legionellales","f__Coxiellaceae","g__","s__"
"649624","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Syntrophobacterales","f__Syntrophaceae","g__","s__"
"655096","k__Bacteria","p__SR1","c__","o__","f__","g__","s__"
"654967","k__Bacteria","p__Cyanobacteria","c__4C0d-2","o__SM1D11","f__","g__","s__"
"641688","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Methylocystaceae","unclassified","unclassified"
"642256","k__Bacteria","p__OD1","c__ZB2","o__","f__","g__","s__"
"649865","k__Bacteria","p__OP3","c__BD4-9","o__","f__","g__","s__"
"658508","k__Bacteria","p__Bacteroidetes","c__[Saprospirae]","o__[Saprospirales]","f__Chitinophagaceae","g__","s__"
"650574","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Desulfovibrionales","f__Desulfovibrionaceae","g__Desulfovibrio","unclassified"
"630334","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Perlucidibaca","s__"
"649170","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Rhodocyclales","f__Rhodocyclaceae","unclassified","unclassified"
"654871","k__Bacteria","p__Cyanobacteria","c__Chloroplast","o__Chlorophyta","f__Trebouxiophyceae","g__","s__"
"618814","k__Bacteria","p__TM6","c__SJA-4","o__","f__","g__","s__"
"593410","k__Archaea","p__Crenarchaeota","c__MCG","o__pGrfC26","f__","g__","s__"
"626798","k__Bacteria","p__Chloroflexi","c__Dehalococcoidetes","o__Dehalococcoidales","f__","g__","s__"
"651073","k__Bacteria","p__OD1","c__ZB2","o__","f__","g__","s__"
"650044","k__Archaea","p__Euryarchaeota","c__Methanomicrobia","o__Methanomicrobiales","f__Methanoregulaceae","g__","s__"
"645531","k__Bacteria","p__Spirochaetes","c__[Leptospirae]","o__[Leptospirales]","f__Sediment-4","g__","s__"
"657610","k__Bacteria","p__Acidobacteria","c__DA052","o__Ellin6513","f__","g__","s__"
"659987","k__Bacteria","p__Verrucomicrobia","unclassified","unclassified","unclassified","unclassified","unclassified"
"621475","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"635860","k__Bacteria","p__Planctomycetes","c__Planctomycetia","o__Gemmatales","f__Gemmataceae","g__","s__"
"524551","k__Bacteria","p__Bacteroidetes","c__[Saprospirae]","o__[Saprospirales]","bacI","bacI-A","bacI-A1"
"456903","k__Bacteria","p__Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified"
"644979","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Rhodocyclales","f__Rhodocyclaceae","unclassified","unclassified"
"582830","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"636387","k__Bacteria","p__Actinobacteria","c__Acidimicrobiia","o__Acidimicrobiales","f__C111","g__","s__"
"656785","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"655689","k__Archaea","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"641119","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Veillonellaceae","g__","s__"
"429281","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"646857","k__Archaea","p__[Parvarchaeota]","c__[Parvarchaea]","o__WCHD3-30","f__","g__","s__"
"551977","k__Bacteria","p__Bacteroidetes","c__Flavobacteriia","o__Flavobacteriales","f__Flavobacteriaceae","g__Flavobacterium","s__"
"611673","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","unclassified","unclassified","unclassified"
"604823","k__Bacteria","p__Armatimonadetes","c__SJA-176","o__RB046","f__","g__","s__"
"657002","k__Bacteria","p__Chlamydiae","c__Chlamydiia","o__Chlamydiales","f__","g__","s__"
"645095","k__Bacteria","p__TM7","c__SC3","o__","f__","g__","s__"
"605313","k__Bacteria","p__ZB3","c__","o__","f__","g__","s__"
"656728","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__mitochondria","g__","s__"
"643661","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","acI","acI-A","unclassified"
"645660","k__Bacteria","p__Bacteroidetes","c__Sphingobacteriia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__","s__"
"624031","k__Bacteria","p__Spirochaetes","c__Spirochaetes","o__Spirochaetales","f__Spirochaetaceae","g__Spirochaeta","s__aurantia"
"621400","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","unclassified","unclassified","unclassified"
"640925","k__Bacteria","p__Bacteroidetes","unclassified","unclassified","unclassified","unclassified","unclassified"
"641913","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Syntrophobacterales","f__Syntrophaceae","g__Syntrophus","s__"
"643898","k__Bacteria","p__Chlamydiae","c__Chlamydiia","o__Chlamydiales","f__Rhabdochlamydiaceae","g__CandidatusRhabdochlamydia","s__"
"652938","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","betI","betI-A","unclassified"
"658389","k__Bacteria","p__Bacteroidetes","c__Flavobacteriia","o__Flavobacteriales","f__Flavobacteriaceae","unclassified","unclassified"
"649648","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__WCHB1-81","f__At425_EubF1","g__","s__"
"654399","k__Bacteria","p__OD1","c__ZB2","o__","f__","g__","s__"
"593722","k__Archaea","p__[Parvarchaeota]","c__[Parvarchaea]","o__WCHD3-30","f__","g__","s__"
"625782","k__Bacteria","p__Bacteroidetes","c__Sphingobacteriia","o__Sphingobacteriales","f__","g__","s__"
"643260","k__Bacteria","p__Planctomycetes","c__Phycisphaerae","o__CPla-3","f__","g__","s__"
"614255","k__Bacteria","p__Verrucomicrobia","c__Verruco-5","o__WCHB1-41","f__","g__","s__"
"656091","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__","s__"
"649589","k__Bacteria","p__Spirochaetes","c__Spirochaetes","o__Spirochaetales","f__Spirochaetaceae","g__Treponema","s__"
"610117","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Syntrophobacterales","f__Syntrophobacteraceae","g__Syntrophobacter","s__"
"645510","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"647063","k__Bacteria","p__Cyanobacteria","c__4C0d-2","o__YS2","f__","g__","s__"
"658865","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacteriales","gamII","gamII-A","gamII-A2"
"624033","k__Archaea","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"659298","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Bdellovibrionales","f__Bacteriovoracaceae","g__","s__"
"629246","k__Bacteria","p__Chlamydiae","c__Chlamydiia","o__Chlamydiales","f__","g__","s__"
"649512","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
