635512,k__Bacteria(100),p__Proteobacteria(100),c__Betaproteobacteria(100),o__Burkholderiales(67),betI(67),betI-A(67),unclassified(65)
659909,k__Bacteria(100),p__Proteobacteria(100),c__Gammaproteobacteria(100),o__Methylococcales(100),gamI(100),unclassified(100),unclassified(100)
659908,k__Bacteria(100),p__Actinobacteria(100),c__Actinobacteria(100),o__Actinomycetales(100),acI(100),acI-B(100),acI-B2(100)
621180,k__Bacteria(100),p__Actinobacteria(100),c__Actinobacteria(100),o__Actinomycetales(100),acI(100),acI-A(86),acI-A7(65)
659585,k__Bacteria(100),p__Proteobacteria(100),c__Betaproteobacteria(100),o__Burkholderiales(99),betVII(98),betVII-A(98),unclassified(98)
632503,k__Bacteria(100),p__Proteobacteria(100),c__Alphaproteobacteria(100),o__Caulobacterales(100),alfII(100),alfII-A(100),Brev(100)
640580,k__Bacteria(100),p__Bacteroidetes(100),unclassified(98),unclassified(98),unclassified(98),unclassified(98),unclassified(98)
632508,k__Bacteria(100),p__Proteobacteria(100),c__Betaproteobacteria(100),o__Burkholderiales(100),unclassified(100),unclassified(100),unclassified(100)
656806,k__Bacteria(100),p__Bacteroidetes(100),c__[Saprospirae](100),o__[Saprospirales](100),bacI(100),bacI-A(100),bacI-A2(87)
633445,k__Bacteria(100),p__Proteobacteria(100),c__Alphaproteobacteria(100),o__Rhizobiales(100),alfI-A(86),unclassified(86),unclassified(86)
655018,k__Bacteria(100),p__Proteobacteria(100),c__Betaproteobacteria(100),o__Burkholderiales(99),betVII(99),betVII-B(94),betVII-B1(94)
645946,k__Bacteria(100),p__Actinobacteria(100),c__Actinobacteria(100),o__Actinomycetales(100),acI(100),acI-A(77),acI-A7(70)
659278,k__Bacteria(100),p__Actinobacteria(100),c__Acidimicrobiia(100),o__Acidimicrobiales(100),acV(100),acV-A(99),acV-A1(99)
653143,k__Bacteria(100),p__Proteobacteria(100),c__Alphaproteobacteria(100),o__Rhodospirillales(100),alfVIII(100),unclassified(100),unclassified(100)
628505,k__Bacteria(100),p__Proteobacteria(100),c__Gammaproteobacteria(100),o__Pseudomonadales(100),gamIII(100),gamIII-A(100),Acin(100)
656292,k__Bacteria(100),p__Bacteroidetes(100),c__[Saprospirae](100),o__[Saprospirales](100),bacI(100),unclassified(100),unclassified(100)
656293,k__Bacteria(100),p__Proteobacteria(100),c__Alphaproteobacteria(100),o__Rickettsiales(100),alfV(100),alfV-A(100),LD12(100)
656291,k__Bacteria(100),p__Actinobacteria(100),c__Actinobacteria(100),o__Actinomycetales(100),acI(100),acI-A(100),acI-A6(100)
656455,k__Bacteria(100),p__Actinobacteria(100),c__Actinobacteria(100),o__Actinomycetales(100),acI(100),acI-A(100),acI-A4(100)
656457,k__Bacteria(100),p__Actinobacteria(100),c__Actinobacteria(100),o__Actinomycetales(100),acI(100),acI-B(100),acI-B1(100)
641226,k__Bacteria(100),p__Proteobacteria(100),c__Alphaproteobacteria(100),o__Sphingomonadales(100),alfIII(99),unclassified(99),unclassified(99)
658755,k__Bacteria(100),p__Proteobacteria(100),c__Alphaproteobacteria(99),unclassified(80),unclassified(80),unclassified(80),unclassified(80)
657986,k__Bacteria(100),p__Proteobacteria(100),c__Gammaproteobacteria(100),o__Xanthomonadales(100),gamV(100),gamV-A(100),Steno(100)
657265,k__Bacteria(100),p__Bacteroidetes(100),c__[Saprospirae](100),o__[Saprospirales](100),bacI(100),unclassified(100),unclassified(100)
654798,k__Bacteria(100),p__Actinobacteria(100),c__Actinobacteria(100),o__Actinomycetales(100),acIII(88),acIII-A(88),Luna2(82)
649701,k__Bacteria(100),p__Actinobacteria(100),c__Actinobacteria(100),o__Actinomycetales(100),acI(100),acI-A(97),acI-A7(79)
649707,k__Bacteria(100),p__Actinobacteria(100),c__Actinobacteria(100),o__Actinomycetales(100),acI(100),acI-A(100),acI-A1(100)
659998,k__Bacteria(100),p__Proteobacteria(100),c__Alphaproteobacteria(100),o__Rhodospirillales(100),alfVIII(100),unclassified(100),unclassified(100)
646202,k__Bacteria(100),p__Actinobacteria(100),c__Actinobacteria(100),o__Actinomycetales(100),acIII(63),acIII-A(63),unclassified
625538,k__Bacteria(100),p__Actinobacteria(100),c__Actinobacteria(100),o__Actinomycetales(100),Luna1(99),Luna1-A(99),Luna1-A3(92)
654708,k__Bacteria(100),p__Proteobacteria(100),c__Betaproteobacteria(100),o__Burkholderiales(98),betI(98),betI-B(86),Rhodo(86)
659911,k__Bacteria(100),p__Actinobacteria(100),c__Actinobacteria(100),o__Actinomycetales(100),acI(100),acI-B(100),acI-B4(100)
620641,k__Bacteria(100),p__Bacteroidetes(100),c__Flavobacteriia(100),o__Flavobacteriales(100),bacV(100),unclassified(100),unclassified(100)
654665,k__Bacteria(100),p__Proteobacteria(100),c__Betaproteobacteria(100),o__Burkholderiales(100),betI(100),betI-A(100),unclassified(100)
657162,k__Bacteria(100),p__Proteobacteria(100),c__Gammaproteobacteria(100),o__Enterobacteriales(100),gamII(100),gamII-A(100),gamII-A1(100)
656388,k__Bacteria(100),p__Proteobacteria(100),c__Betaproteobacteria(100),unclassified(93),unclassified(93),unclassified(93),unclassified(93)
618379,k__Bacteria(100),p__Proteobacteria(100),c__Alphaproteobacteria(100),unclassified(100),unclassified(100),unclassified(100),unclassified(100)
656630,k__Bacteria(100),p__Bacteroidetes(100),c__[Saprospirae](99),o__[Saprospirales](99),bacI(99),bacI-A(98),unclassified(94)
656389,k__Bacteria(100),p__Bacteroidetes(100),c__[Saprospirae](100),o__[Saprospirales](100),bacI(100),bacI-A(99),bacI-A2(81)
646115,k__Bacteria(100),p__Actinobacteria(100),c__Actinobacteria(100),o__Actinomycetales(100),acI(100),acI-B(96),acI-B4(96)
594805,k__Bacteria(100),p__Bacteroidetes(100),c__[Saprospirae](100),o__[Saprospirales](100),bacI(100),bacI-A(98),unclassified(98)
659843,k__Bacteria(100),p__Actinobacteria(100),c__Acidimicrobiia(100),o__Acidimicrobiales(100),acV(100),unclassified(76),unclassified(76)
656349,k__Bacteria(100),p__Proteobacteria(100),c__Betaproteobacteria(99),unclassified(93),unclassified(93),unclassified(93),unclassified(93)
652844,k__Bacteria(100),p__Actinobacteria(100),c__Actinobacteria(100),o__Actinomycetales(100),acI(100),acI-A(99),acI-A4(99)
649144,k__Bacteria(100),p__Verrucomicrobia(100),c__[Spartobacteria](100),o__[Chthoniobacterales](100),verI-A(100),Xip-A1(100),unclassified(100)
652842,k__Bacteria(100),p__Proteobacteria(100),c__Alphaproteobacteria(100),o__Rhizobiales(100),alfVII(100),unclassified(100),unclassified(100)
630542,k__Bacteria(100),p__Verrucomicrobia(100),c__[Spartobacteria](100),o__[Chthoniobacterales](100),verI-B(100),Xip-B1(100),unclassified(100)
469605,k__Bacteria(100),p__Bacteroidetes(100),c__[Saprospirae](100),o__[Saprospirales](100),bacI(100),bacI-B(100),bacI-B1(100)
659939,k__Bacteria(100),p__Actinobacteria(100),c__Actinobacteria(100),o__Actinomycetales(100),acI(100),unclassified,unclassified
659932,k__Bacteria(100),p__Actinobacteria(100),c__Actinobacteria(100),o__Actinomycetales(100),acI(100),acI-B(99),acI-B2(98)
659930,k__Bacteria(100),p__Proteobacteria(100),c__Betaproteobacteria(100),o__Burkholderiales(100),betI(100),betI-A(100),Lhab-A2(94)
659931,k__Bacteria(100),p__Verrucomicrobia(100),c__Opitutae(100),o__Opitutales(100),f__Opitutaceae(100),unclassified(100),unclassified(100)
648004,k__Bacteria(100),p__Proteobacteria(100),c__Gammaproteobacteria(100),o__Enterobacteriales(100),gamII(100),gamII-A(100),gamII-A1(100)
659934,k__Bacteria(100),p__Proteobacteria(100),c__Betaproteobacteria(100),o__Burkholderiales(100),betI(100),betI-B(93),Rhodo(93)
621406,k__Bacteria(100),p__Proteobacteria(100),c__Betaproteobacteria(100),unclassified,unclassified,unclassified,unclassified
612253,k__Bacteria(100),p__Actinobacteria(100),c__Acidimicrobiia(100),o__Acidimicrobiales(100),acV(100),acV-A(100),acV-A2(100)
660299,k__Bacteria(100),p__Proteobacteria(100),c__Betaproteobacteria(99),o__undefined(94),betV(94),unclassified(94),unclassified(94)
656700,k__Bacteria(100),p__Bacteroidetes(100),c__[Saprospirae](100),o__[Saprospirales](100),bacI(100),bacI-B(100),bacI-B1(100)
628065,k__Bacteria(100),p__Verrucomicrobia(100),unclassified(100),unclassified(100),unclassified(100),unclassified(100),unclassified(100)
659155,k__Bacteria(100),p__Verrucomicrobia(100),c__[Spartobacteria](100),o__[Chthoniobacterales](100),verI-A(100),Xip-A1(100),unclassified(100)
659156,k__Bacteria(100),p__Bacteroidetes(100),c__Flavobacteriia(100),o__Flavobacteriales(100),bacV(100),unclassified(100),unclassified(100)
607930,k__Bacteria(100),p__Proteobacteria(100),c__Gammaproteobacteria(100),o__Methylococcales(100),gamI(100),unclassified(100),unclassified(100)
658388,k__Bacteria(100),p__Proteobacteria(100),c__Gammaproteobacteria(100),o__Pseudomonadales(100),gamIII(100),gamIII-A(100),Acin(100)
642775,k__Bacteria(100),p__Proteobacteria(100),c__Alphaproteobacteria(100),o__Sphingomonadales(100),alfIV(100),alfIV-A(100),unclassified
584634,k__Bacteria(100),p__Actinobacteria(100),c__Actinobacteria(100),o__Actinomycetales(100),acI(100),acI-B(100),acI-B2(100)
575116,k__Bacteria(100),p__Proteobacteria(100),c__Betaproteobacteria(100),o__Burkholderiales(100),betIII(99),betIII-A(99),betIII-A1(99)
659936,k__Bacteria(100),p__Bacteroidetes(100),c__[Saprospirae](100),o__[Saprospirales](100),bacI(100),bacI-A(100),bacI-A2(75)
625316,k__Bacteria(100),p__Bacteroidetes(100),c__Flavobacteriia(100),o__Flavobacteriales(100),bacII(100),bacII-A(100),unclassified(88)
660094,k__Bacteria(100),p__Proteobacteria(100),c__Alphaproteobacteria(100),o__Rhizobiales(100),alfI(100),alfI-B(100),alfI-B1(100)
645884,k__Bacteria(100),p__Proteobacteria(100),c__Betaproteobacteria(100),o__Burkholderiales(100),betI(100),betI-A(97),Lhab-A3(77)
648310,k__Bacteria(100),p__Actinobacteria(100),c__Actinobacteria(100),o__Actinomycetales(100),acI(100),acI-B(100),acI-B2(100)
652811,k__Bacteria(100),p__Actinobacteria(100),c__Actinobacteria(100),o__Actinomycetales(100),acI(100),acI-A(100),Phila(100)
657864,k__Bacteria(100),p__Proteobacteria(100),c__Gammaproteobacteria(100),o__Legionellales(100),unclassified(100),unclassified(100),unclassified(100)
659841,k__Bacteria(100),p__Bacteroidetes(100),c__Sphingobacteriia(100),o__Sphingobacteriales(100),bacVI(100),bacVI-A(100),Muci(100)
376035,k__Bacteria(100),p__Actinobacteria(100),c__Actinobacteria(100),o__Actinomycetales(100),acI(100),acI-A(96),unclassified
654903,k__Bacteria(100),p__Bacteroidetes(100),c__[Saprospirae](100),o__[Saprospirales](100),bacI(100),unclassified(99),unclassified(99)
640998,k__Bacteria(100),p__Proteobacteria(100),c__Betaproteobacteria(100),o__Burkholderiales(81),betI(81),betI-A(81),unclassified(79)
657343,k__Bacteria(100),p__Proteobacteria(100),c__Alphaproteobacteria(100),o__Sphingomonadales(100),alfIV(100),alfIV-A(100),Novo-A1(99)
659879,k__Bacteria(100),p__Proteobacteria(100),c__Alphaproteobacteria(100),o__Sphingomonadales(100),alfIII(99),alfIII-A(99),Sphingo(99)
327647,k__Bacteria(100),p__Proteobacteria(100),c__Alphaproteobacteria(100),o__Rhizobiales(100),alfI(97),alfI-B(97),alfI-B2(79)
645709,k__Bacteria(100),p__Proteobacteria(100),c__Alphaproteobacteria(100),o__Sphingomonadales(100),alfIII(100),alfIII-A(100),Sphingo(100)
658551,k__Bacteria(100),p__Proteobacteria(100),c__Alphaproteobacteria(100),o__Rhizobiales(100),alfI(96),alfI-B(96),unclassified(84)
465776,k__Bacteria(100),p__Proteobacteria(100),c__Alphaproteobacteria(100),o__Rhodobacterales(100),alfVI(100),unclassified(100),unclassified(100)
659831,k__Bacteria(100),p__Proteobacteria(100),c__Gammaproteobacteria(100),unclassified(97),unclassified(97),unclassified(97),unclassified(97)
659830,k__Bacteria(100),p__Actinobacteria(100),c__Acidimicrobiia(100),o__Acidimicrobiales(100),acIV(100),unclassified(100),unclassified(100)
660148,k__Bacteria(100),p__Bacteroidetes(100),c__Flavobacteriia(100),o__Flavobacteriales(100),unclassified(100),unclassified(100),unclassified(100)
623694,k__Bacteria(100),p__Proteobacteria(100),c__Betaproteobacteria(100),o__Burkholderiales(100),betVII(100),betVII-A(100),betVII-A1(100)
539230,k__Bacteria(100),p__Proteobacteria(100),c__Betaproteobacteria(100),unclassified(100),unclassified(100),unclassified(100),unclassified(100)
640476,k__Bacteria(100),p__Bacteroidetes(100),c__[Saprospirae](100),o__[Saprospirales](100),bacI(100),unclassified(88),unclassified(88)
632141,k__Bacteria(100),p__Proteobacteria(100),c__Gammaproteobacteria(100),o__Xanthomonadales(100),gamV(100),gamV-A(100),Steno(100)
651549,k__Bacteria(100),p__Verrucomicrobia(100),unclassified(100),unclassified(100),unclassified(100),unclassified(100),unclassified(100)
652964,k__Bacteria(100),p__Actinobacteria(100),c__Actinobacteria(100),o__Actinomycetales(100),acIII(95),acIII-A(95),Luna2(88)
659978,k__Bacteria(100),p__Proteobacteria(100),c__Betaproteobacteria(100),o__Burkholderiales(100),betIII(100),betIII-A(100),betIII-A1(100)
650101,k__Bacteria(100),p__Proteobacteria(100),c__Betaproteobacteria(100),o__Burkholderiales(100),betI(100),betI-B(66),Rhodo(66)
621331,k__Bacteria(100),p__Actinobacteria(100),c__Actinobacteria(100),o__Actinomycetales(100),acIII(90),acIII-A(90),Luna2(89)
656560,k__Bacteria(100),p__Verrucomicrobia(100),c__[Spartobacteria](100),o__[Chthoniobacterales](100),verI-A(100),Xip-A1(100),unclassified(100)
656564,k__Bacteria(100),p__Verrucomicrobia(100),c__[Methylacidiphilae](100),o__Methylacidiphilales(100),LD19(100),unclassified(100),unclassified(100)
654996,k__Bacteria(100),p__Actinobacteria(100),c__Actinobacteria(100),o__Actinomycetales(100),Luna3(99),unclassified(99),unclassified(99)
653130,k__Bacteria(100),p__Bacteroidetes(100),c__Sphingobacteriia(100),o__Sphingobacteriales(100),bacVI(100),bacVI-B(100),Pedo(100)
656842,k__Bacteria(100),p__Proteobacteria(100),c__Alphaproteobacteria(100),o__Rhizobiales(100),alfI(99),alfI-B(99),alfI-B2(99)
632540,k__Bacteria(100),p__Bacteroidetes(100),c__Sphingobacteriia(100),o__Sphingobacteriales(100),bacVI(100),unclassified(100),unclassified(100)
656844,k__Bacteria(100),p__Actinobacteria(100),c__Actinobacteria(100),o__Actinomycetales(100),acI(100),acI-B(100),acI-B2(100)
633811,k__Bacteria(100),p__Bacteroidetes(100),c__[Saprospirae](100),o__[Saprospirales](100),bacI(100),bacI-A(100),unclassified(100)
434061,k__Bacteria(100),p__Bacteroidetes(100),c__[Saprospirae](100),o__[Saprospirales](100),bacI(100),bacI-B(97),bacI-B1(97)
660122,k__Bacteria(100),p__Proteobacteria(100),c__Betaproteobacteria(100),o__Burkholderiales(100),betIII(100),betIII-A(100),betIII-A1(91)
656309,k__Bacteria(100),p__Actinobacteria(100),c__Actinobacteria(100),o__Actinomycetales(100),acTH2(100),Myco(100),unclassified(100)
656300,k__Bacteria(100),p__Bacteroidetes(100),c__[Saprospirae](100),o__[Saprospirales](100),bacI(100),bacI-A(100),unclassified(88)
636284,k__Bacteria(100),p__Bacteroidetes(100),c__[Saprospirae](100),o__[Saprospirales](100),bacI(100),unclassified(99),unclassified(99)
659524,k__Bacteria(100),p__Proteobacteria(100),c__Alphaproteobacteria(100),o__Sphingomonadales(100),alfIV(100),alfIV-A(96),Novo-A2(96)
659527,k__Bacteria(100),p__Proteobacteria(100),c__Alphaproteobacteria(100),o__Rhizobiales(100),alfI(100),alfI-B(100),alfI-B2(90)
653002,k__Bacteria(100),p__Proteobacteria(100),c__Alphaproteobacteria(100),o__Rhodospirillales(100),alfVIII(100),unclassified(100),unclassified(100)
595832,k__Bacteria(100),p__Bacteroidetes(100),c__Flavobacteriia(100),o__Flavobacteriales(100),bacII(100),bacII-A(100),unclassified(96)
654059,k__Bacteria(100),p__Bacteroidetes(100),c__Sphingobacteriia(100),o__Sphingobacteriales(100),bacVI(100),bacVI-A(99),Muci(99)
653008,k__Bacteria(100),p__Bacteroidetes(100),c__Flavobacteriia(100),o__Flavobacteriales(100),bacV(100),unclassified(100),unclassified(100)
657013,k__Bacteria(100),p__Bacteroidetes(100),c__Flavobacteriia(100),o__Flavobacteriales(100),bacII(100),bacII-A(100),unclassified(99)
658421,k__Bacteria(100),p__Verrucomicrobia(100),unclassified(100),unclassified(100),unclassified(100),unclassified(100),unclassified(100)
656745,k__Bacteria(100),p__Verrucomicrobia(100),unclassified(100),unclassified(100),unclassified(100),unclassified(100),unclassified(100)
608555,k__Bacteria(100),p__Verrucomicrobia(100),unclassified(100),unclassified(100),unclassified(100),unclassified(100),unclassified(100)
606241,k__Bacteria(100),p__Bacteroidetes(100),c__Flavobacteriia(100),o__Flavobacteriales(100),bacV(100),unclassified(100),unclassified(100)
571257,k__Bacteria(100),p__Proteobacteria(100),c__Betaproteobacteria(100),unclassified(99),unclassified(99),unclassified(99),unclassified(99)
563429,k__Bacteria(100),p__Proteobacteria(100),c__Betaproteobacteria(100),o__Burkholderiales(99),betVII(99),betVII-B(99),betVII-B1(99)
660197,k__Bacteria(100),p__Proteobacteria(100),c__Betaproteobacteria(94),unclassified(78),unclassified(78),unclassified(78),unclassified(78)
660059,k__Bacteria(100),p__Proteobacteria(100),c__Betaproteobacteria(100),o__Burkholderiales(100),betI(100),betI-A(99),Lhab-A4(94)
583146,k__Bacteria(100),p__Proteobacteria(100),c__Gammaproteobacteria(100),o__Methylococcales(100),gamI(100),unclassified(100),unclassified(100)
566067,k__Bacteria(100),p__Proteobacteria(100),c__Betaproteobacteria(100),o__Burkholderiales(100),betII(100),Pnec(100),PnecC(98)
659987,k__Bacteria(100),p__Verrucomicrobia(100),unclassified(100),unclassified(100),unclassified(100),unclassified(100),unclassified(100)
660053,k__Bacteria(100),p__Bacteroidetes(100),c__Flavobacteriia(100),o__Flavobacteriales(100),bacII(100),bacII-A(100),unclassified
639791,k__Bacteria(100),p__Proteobacteria(100),c__Gammaproteobacteria(100),o__Pseudomonadales(100),gamIV(100),gamIV-A(100),Pseudo-A1(100)
653313,k__Bacteria(100),p__Bacteroidetes(100),c__Cytophagia(100),o__Cytophagales(100),bacIII(100),bacIII-A(100),unclassified(100)
606329,k__Bacteria(100),p__Bacteroidetes(100),c__Flavobacteriia(100),o__Flavobacteriales(100),bacII(100),bacII-A(100),Flavo-A1(65)
657901,k__Bacteria(100),p__Proteobacteria(100),c__Betaproteobacteria(100),o__Burkholderiales(100),betVII(100),betVII-B(96),betVII-B1(96)
659964,k__Bacteria(100),p__Proteobacteria(100),c__Gammaproteobacteria(100),o__Pseudomonadales(100),gamIII(100),gamIII-A(100),Acin(100)
659961,k__Bacteria(100),p__Proteobacteria(100),c__Alphaproteobacteria(100),o__Rhizobiales(100),alfI(100),alfI-B(100),alfI-B2(97)
659960,k__Bacteria(100),p__Proteobacteria(100),c__Alphaproteobacteria(100),o__Rhizobiales(100),alfI(100),alfI-A(100),alfI-A1(100)
659963,k__Bacteria(100),p__Actinobacteria(100),c__Actinobacteria(100),o__Actinomycetales(100),acI(100),acI-B(91),acI-B4(91)
657908,k__Bacteria(100),p__Proteobacteria(100),c__Betaproteobacteria(100),o__Burkholderiales(100),betVII(100),betVII-A(100),Janb(96)
659969,k__Bacteria(100),p__Proteobacteria(100),c__Betaproteobacteria(100),o__Burkholderiales(100),betI(98),betI-A(98),Lhab-A4(85)
659454,k__Bacteria(100),p__Bacteroidetes(100),c__[Saprospirae](100),o__[Saprospirales](100),bacI(100),bacI-A(70),bacI-A3(69)
658510,k__Bacteria(100),p__Proteobacteria(100),c__Alphaproteobacteria(100),o__Sphingomonadales(100),alfIV(100),alfIV-B(100),unclassified(100)
658692,k__Bacteria(100),p__Proteobacteria(100),c__Betaproteobacteria(100),o__Methylophilales(100),betIV(100),unclassified(99),unclassified(99)
656691,k__Bacteria(100),p__Bacteroidetes(100),c__Cytophagia(100),o__Cytophagales(100),bacIII(100),bacIII-A(100),Flecto(98)
580999,k__Bacteria(100),p__Bacteroidetes(100),c__Flavobacteriia(100),o__Flavobacteriales(100),bacV(100),unclassified(100),unclassified(100)
620504,k__Bacteria(100),p__Bacteroidetes(100),c__Flavobacteriia(100),o__Flavobacteriales(100),bacII(100),bacII-A(100),Flavo-A3(97)
652928,k__Bacteria(100),p__Actinobacteria(100),c__Actinobacteria(100),o__Actinomycetales(100),Luna1(97),Luna1-A(97),unclassified(77)
656289,k__Bacteria(100),p__Proteobacteria(100),c__Betaproteobacteria(99),unclassified(88),unclassified(88),unclassified(88),unclassified(88)
657834,k__Bacteria(100),p__Proteobacteria(100),c__Alphaproteobacteria(100),o__Sphingomonadales(100),alfIII(100),alfIII-A(100),Sphingo(100)
551642,k__Bacteria(100),p__Proteobacteria(100),c__Alphaproteobacteria(100),o__Caulobacterales(100),alfII(100),alfII-A(100),Brev(100)
656281,k__Bacteria(100),p__Proteobacteria(100),c__Betaproteobacteria(100),o__Burkholderiales(100),betI(100),unclassified,unclassified
656529,k__Bacteria(100),p__Actinobacteria(100),c__Actinobacteria(100),o__Actinomycetales(100),acIII(99),acIII-A(99),Luna2(99)
656282,k__Bacteria(100),p__Bacteroidetes(100),c__[Saprospirae](100),o__[Saprospirales](100),bacI(100),unclassified(100),unclassified(100)
656887,k__Bacteria(100),p__Proteobacteria(100),c__Betaproteobacteria(100),o__Burkholderiales(100),betI(100),betI-A(87),Lhab-A2(87)
657273,k__Bacteria(100),p__Proteobacteria(100),c__Alphaproteobacteria(100),o__Rhizobiales(100),alfI(100),alfI-B(100),alfI-B1(99)
656882,k__Bacteria(100),p__Verrucomicrobia(100),c__[Spartobacteria](100),o__[Chthoniobacterales](100),verI-A(100),Xip-A1(100),unclassified(100)
657270,k__Bacteria(100),p__Proteobacteria(100),c__Alphaproteobacteria(100),o__Sphingomonadales(100),alfIV(100),alfIV-A(100),Novo-A2(100)
643737,k__Bacteria(100),p__Proteobacteria(100),c__Betaproteobacteria(100),o__Burkholderiales(99),betI(97),betI-A(95),Lhab-A1(82)
656442,k__Bacteria(100),p__Proteobacteria(100),c__Alphaproteobacteria(100),o__Rhizobiales(100),alfI-B(98),unclassified(98),unclassified(98)
620474,k__Bacteria(100),p__Proteobacteria(100),c__Alphaproteobacteria(100),o__Sphingomonadales(100),alfIV(100),alfIV-A(87),Novo-A2(87)
