"","ntaxa","mntd.obs","mntd.rand.mean","mntd.rand.sd","mntd.obs.rank","mntd.obs.z","mntd.obs.p","runs"
"SSH26JUN08",303,0.00898423175650898,0.012217204369753,0.00153053665207526,13.5,-2.11231309544948,0.0135,999
"SSH27AUG07.R1",298,0.00615212527964206,0.0122872686258219,0.00152949782092611,1,-4.01121417908597,0.001,999
"SSH27AUG07.R2",282,0.00650118203309693,0.0127440285044698,0.00163661922708572,1,-3.81447704392996,0.001,999
"SSH27JUN07",151,0.00919793966151582,0.0195732892568801,0.00284411181510963,1,-3.64801044046308,0.001,999
"SSH27SEP08",288,0.00694444444444444,0.0126343550340464,0.00160709484552837,1,-3.54049457966575,0.001,999
"SSH28JUL08",280,0.00714285714285714,0.012845583678917,0.00165927166876088,1,-3.43688537773839,0.001,999
"SSH29JUL07.R1",273,0.0105820105820106,0.0130372537779945,0.00169200394217414,70.5,-1.45108597845763,0.0705,999
"SSH29JUL07.R2",239,0.00860065086006508,0.014312778608455,0.00192650054988139,1.5,-2.96502783180707,0.0015,999
"SSH30APR08",420,0.00753968253968254,0.00977670792485607,0.00114443570074185,20,-1.95469730953293,0.02,999
"SSH30JUN08",193,0.00921128382268279,0.0165208386279198,0.00230322465659306,1,-3.17361781635724,0.001,999
"SSH30SEP07.R1",340,0.00686274509803922,0.011218244388179,0.00132222265190764,1,-3.29407402290069,0.001,999
"SSH30SEP07.R2",270,0.00699588477366255,0.0131718137890977,0.00164622937129925,1,-3.7515604587719,0.001,999
"SSH31AUG08",347,0.00560358629522895,0.0111804087148307,0.00138850020632924,1,-4.0164361475647,0.001,999
"SSH31JUL07.R1",285,0.00974658869395711,0.0126799313933817,0.00164798230337429,40,-1.77996007203382,0.04,999
"SSH31JUL07.R2",250,0.00733333333333333,0.0138111444778111,0.0018076355623045,1,-3.58358248729045,0.001,999
"SSH31JUL08",277,0.00601684717208183,0.0129180524286822,0.00169602735984971,1,-4.06904123127582,0.001,999
"TBE01AUG08.R1",177,0.00847457627118644,0.017486412966639,0.00252523479381305,1,-3.56871238964866,0.001,999
"TBE01AUG08.R2",169,0.00821827744904668,0.0180884368918557,0.00262540597474927,1,-3.75947931014807,0.001,999
"TBE01JUN05",215,0.00956072351421189,0.015424727052634,0.00208272905805865,1,-2.81553835134374,0.001,999
"TBE01OCT07.R1",134,0.00580431177446103,0.0212604810448923,0.00319070128921786,1,-4.84412919587972,0.001,999
"TBE01OCT07.R2",110,0.00353535353535354,0.0242227075560409,0.0037404839582741,1,-5.53066240931902,0.001,999
"TBE02AUG07.R1",207,0.00778314546430488,0.015685304198455,0.00207181119517998,1,-3.81413072413854,0.001,999
"TBE02AUG07.R2",201,0.00829187396351575,0.0161419019904371,0.00221659552137219,1,-3.54147969317459,0.001,999
"TBE02AUG09",160,0.0118055555555556,0.0189262178845512,0.00277563929591815,5.5,-2.5654134308688,0.0055,999
"TBE02Feb08.R1",138,0.00805152979066022,0.0206853391233423,0.00316830013324673,1,-3.98756708687682,0.001,999
"TBE02Feb08.R2",116,0.00670498084291188,0.0232224561726477,0.00358504076058393,1,-4.6073326449559,0.001,999
"TBE02JUL07.R1",109,0.0142711518858308,0.0242235099523581,0.00375757592907632,1,-2.64861130004464,0.001,999
"TBE02JUL07.R2",96,0.0121527777777778,0.0263678029881734,0.00411298117574315,1,-3.45613670547061,0.001,999
"TBE03AUG05",161,0.00897170462387854,0.0187751588717772,0.00255734285328001,1,-3.83345324046986,0.001,999
"TBE03JUN09",131,0.00763358778625954,0.0215155783433985,0.00317481112186023,1,-4.37254060928357,0.001,999
"TBE04JUL08",130,0.0094017094017094,0.0215638715638716,0.00319490940480039,1,-3.80673146596531,0.001,999
"TBE04NOV05",150,0.01,0.0196748600452304,0.00283943063135464,1,-3.40732396783883,0.001,999
"TBE04OCT05",148,0.00900900900900901,0.019815611407203,0.00289519824706382,1,-3.73259496449113,0.001,999
"TBE04OCT08.R1",182,0.00671550671550672,0.0171141837808504,0.002419911802609,1,-4.2971306037404,0.001,999
"TBE04OCT08.R2",159,0.00733752620545073,0.0187497070795464,0.00274761378812201,1,-4.15348799144579,0.001,999
"TBE05AUG08.R1",158,0.00808720112517581,0.0188419784059728,0.00277271310772679,1,-3.87879194959853,0.001,999
"TBE05AUG08.R2",157,0.00601556970983723,0.0188670623914785,0.00273823477429768,1,-4.69334945354988,0.001,999
"TBE05JAN08",112,0.0064484126984127,0.0239535170090726,0.00357934101072091,1,-4.89059417871285,0.001,999
"TBE05JUL07.R1",140,0.00833333333333333,0.0206011567122678,0.00301486016273626,1,-4.06911853842014,0.001,999
"TBE05JUL07.R2",113,0.0103244837758112,0.023877860161046,0.00359498042992511,1,-3.77008349542451,0.001,999
"TBE05NOV07.R1",185,0.00900900900900901,0.0170386602819035,0.00235769380343868,1,-3.40572268594986,0.001,999
"TBE05NOV07.R1.1",176,0.00946969696969697,0.0176211565100454,0.00247265529367068,1,-3.2966421001803,0.001,999
"TBE05SEP05",178,0.0102996254681648,0.0173516212842056,0.00244351123647177,3,-2.88600916205454,0.003,999
"TBE06NOV07.R1",208,0.00961538461538461,0.0157056094556095,0.00214397856555803,2.5,-2.84061834295424,0.0025,999
"TBE06NOV07.R2",195,0.00854700854700855,0.0163907497240831,0.00221298811257345,1,-3.54441179891976,0.001,999
"TBE07JUL09",181,0.0122774708410068,0.0172668064012447,0.00246711347269519,13,-2.02233728422202,0.013,999
"TBE07NOV07.R1",204,0.00844226579520697,0.015906974512639,0.00215170196285022,1,-3.4692112784728,0.001,999
"TBE07NOV07.R2",179,0.0102420856610801,0.0174208969987989,0.00242242625514687,1.5,-2.96347982625527,0.0015,999
"TBE08AUG08.R1",189,0.00764256319811875,0.0166854096895249,0.00225660976477457,1,-4.00727083280593,0.001,999
"TBE08AUG08.R2",193,0.0077720207253886,0.0164617697720749,0.00226271569844062,1,-3.84040692901673,0.001,999
"TBE08JUN05",151,0.0114054451802796,0.0197242864645366,0.0028141375391858,1,-2.95608909245561,0.001,999
"TBE08JUN09",171,0.00747238466536712,0.0179198041446255,0.00255497854182444,1,-4.08904392277131,0.001,999
"TBE08NOV07.R1",156,0.00925925925925926,0.0191313107979775,0.00274225007310225,1,-3.59998223194509,0.001,999
"TBE08NOV07.R2",132,0.00841750841750842,0.0213580583950954,0.00323431292776719,1,-4.00101977347026,0.001,999
"TBE09AUG07.R1",191,0.00698080279232112,0.0165203015697489,0.00221122538375124,1,-4.31412322214051,0.001,999
"TBE09AUG07.R2",193,0.0077720207253886,0.0164384303704972,0.00227765387471104,1,-3.8049721870967,0.001,999
"TBE09NOV07.R1",124,0.00761648745519713,0.0224731900359141,0.00333488616010926,1,-4.45493545129893,0.001,999
"TBE09NOV07.R2",104,0.00694444444444444,0.0251865112976224,0.0037892503704123,1,-4.81416245166009,0.001,999
"TBE09OCT05",182,0.00793650793650794,0.0172333505666839,0.00253953366020845,1,-3.66084638918031,0.001,999
"TBE09SEP08.R1",256,0.00802951388888889,0.0136251703091981,0.00187769638833191,2.5,-2.98006453816542,0.0025,999
"TBE09SEP08.R2",247,0.00832208726945569,0.0139626806293473,0.00187183193618735,1,-3.01340801534815,0.001,999
"TBE10JUL07.R1",153,0.0112563543936093,0.0194377383919868,0.00277447755606551,2.5,-2.94880165114022,0.0025,999
"TBE10JUL07.R2",135,0.00987654320987654,0.0210597428704425,0.00310781089691142,1,-3.59841703099758,0.001,999
"TBE10NOV07.R1",115,0.01256038647343,0.0234853210698621,0.00353766629600098,1.5,-3.08817556047665,0.0015,999
"TBE10NOV07.R2",98,0.00623582766439909,0.0262541453017643,0.00403227216134431,1,-4.96452541801925,0.001,999
"TBE10OCT08.R1",192,0.00868055555555556,0.0166361384532681,0.00235394594173345,1,-3.37967952307946,0.001,999
"TBE10OCT08.R2",155,0.00645161290322581,0.019182264701978,0.00274320163163349,1,-4.64080060756287,0.001,999
"TBE10SEP07.R1",162,0.00685871056241427,0.0186750536544775,0.00266884462245113,1,-4.42751256205048,0.001,999
"TBE10SEP07.R2",154,0.00396825396825397,0.0192941859608526,0.00272186881456204,1,-5.63066519246066,0.001,999
"TBE11AUG05",161,0.0072463768115942,0.0187696322962023,0.00263701919129877,1,-4.36980342146573,0.001,999
"TBE11NOV07.R1",109,0.00764525993883792,0.0245076881162508,0.00389438933021121,1,-4.32992871221183,0.001,999
"TBE11NOV07.R2",84,0.00992063492063492,0.0290958948366356,0.00473877513054779,1,-4.04645913506008,0.001,999
"TBE12AUG08",158,0.00879043600562588,0.0188891423068638,0.00279050138318354,1,-3.61895764040685,0.001,999
"TBE12AUG09",205,0.00704607046070461,0.0159387029305728,0.00215357088956519,1,-4.12924994155344,0.001,999
"TBE12JUL07.R1",186,0.00985663082437276,0.0168962271710181,0.0023886827910477,1,-2.94706202641402,0.001,999
"TBE12JUL07.R2",175,0.00761904761904762,0.017642404309071,0.00244136321140663,1,-4.10563927693832,0.001,999
"TBE13JUL05",138,0.00845410628019324,0.0206962195690054,0.0030152346720203,1,-4.06008640137107,0.001,999
"TBE13JUL09",184,0.00754830917874396,0.0170454270695817,0.00242767471929598,1,-3.91202240372295,0.001,999
"TBE13JUN08.R1",166,0.0070281124497992,0.0183158392663078,0.00268820975644544,1,-4.19897546664443,0.001,999
"TBE13JUN08.R2",154,0.00577200577200577,0.0192772137216582,0.00284141671390277,1,-4.75298391945566,0.001,999
"TBE13SEP05",134,0.0128524046434494,0.0212870416021328,0.00320115682616234,4,-2.63487152199136,0.004,999
"TBE14NOV07.R1",101,0.00935093509350935,0.0257562292765813,0.00389206100404663,1,-4.21506604496053,0.001,999
"TBE14NOV07.R2",96,0.00810185185185185,0.0266950978756534,0.00408533724173302,1,-4.55121448331503,0.001,999
"TBE15AUG08.R1",209,0.00691121743753323,0.0155713927643752,0.00221292521379121,1,-3.91345142297207,0.001,999
"TBE15AUG08.R2",180,0.00864197530864197,0.0173114472497189,0.00245966724742735,1,-3.52465234886735,0.001,999
"TBE15JUL08.R1",205,0.00975609756097561,0.0158877034215788,0.00218189375056406,1.5,-2.81022201883937,0.0015,999
"TBE15JUL08.R2",203,0.00793650793650794,0.0159861558328991,0.00221165595146372,1,-3.63964742846363,0.001,999
"TBE15JUN05",198,0.00701459034792368,0.0163126089052015,0.00216344050765255,1,-4.29779257825152,0.001,999
"TBE15JUN09",161,0.0072463768115942,0.0186870790735525,0.00272421790128449,1,-4.19962817826133,0.001,999
"TBE15NOV07.R1",118,0.013653483992467,0.0231922129285594,0.00340421507655903,1,-2.80203474856063,0.001,999
"TBE15NOV07.R2",102,0.00925925925925926,0.0254633718686006,0.00400090910029216,1,-4.05010766382023,0.001,999
"TBE16JUL07.R1",168,0.00661375661375661,0.0181169926540297,0.00262529923042222,1,-4.38168567871139,0.001,999
"TBE16JUL07.R2",164,0.00609756097560976,0.0184595164269961,0.00258093156479376,1,-4.78972616709973,0.001,999
"TBE16NOV07.R1",100,0.0105555555555556,0.0258030252474697,0.0040407867289789,1,-3.77339135039358,0.001,999
"TBE16NOV07.R2",84,0.00529100529100529,0.0290078438226586,0.00462206773310937,1,-5.13121829906601,0.001,999
"TBE16OCT07.R1",229,0.00727802037845706,0.0147255455358318,0.00192341224256782,1,-3.87203792954549,0.001,999
"TBE16OCT07.R2",209,0.00637958532695375,0.015657869459039,0.00218041337094083,1,-4.25528675238394,0.001,999
"TBE17NOV07.R1",97,0.011454753722795,0.0263069484146231,0.00402068118376796,1,-3.69394985899118,0.001,999
"TBE17NOV07.R2",86,0.00581395348837209,0.0285317617358961,0.00465281502184733,1,-4.88259433071213,0.001,999
"TBE17OCT05",215,0.00930232558139535,0.0154650774805814,0.00208913106533346,2,-2.9499115691922,0.002,999
"TBE17SEP07.R1",218,0.00815494393476045,0.0151925625931742,0.00203551593919543,1,-3.45741269960062,0.001,999
"TBE17SEP07.R2",196,0.00878684807256236,0.0163298218853774,0.00220878939523833,1,-3.41498099777013,0.001,999
"TBE18AUG05",143,0.00777000777000777,0.0203536870203537,0.00299913587782733,1,-4.19576830225576,0.001,999
"TBE18AUG09",211,0.00631911532385466,0.0155893123244361,0.0021615258653448,1,-4.2887282309262,0.001,999
"TBE18JUL07.R1",168,0.00760582010582011,0.0181563838971246,0.00250075973720408,1,-4.21894340121629,0.001,999
"TBE18JUL07.R2",160,0.00659722222222222,0.0188136052719386,0.00272543343750387,1,-4.48236338543822,0.001,999
"TBE18NOV07.R1",113,0.00737463126843658,0.02378337039104,0.00364645517677122,1,-4.49991521276087,0.001,999
"TBE18NOV07.R2",105,0.00793650793650794,0.0249201582534916,0.00389813710422496,1,-4.35686325618872,0.001,999
"TBE19AUG08.R1",228,0.0114522417153996,0.0146967142581178,0.00198283974799553,48.5,-1.63627572323887,0.0485,999
"TBE19AUG08.R2",228,0.00755360623781676,0.0147284223794945,0.00202207232135557,1,-3.54824902447992,0.001,999
"TBE19JUN07.R1",123,0.0121951219512195,0.0224103959424646,0.00330799247821052,1,-3.0880584096041,0.001,999
"TBE19JUN07.R2",104,0.0106837606837607,0.025161379328046,0.00387899395662362,1,-3.73231276103534,0.001,999
"TBE19JUN08",137,0.0072992700729927,0.0208411980512548,0.00310386652121225,1,-4.36292214427223,0.001,999
"TBE19NOV05",96,0.0104166666666667,0.0264066149482816,0.00425584811917523,1,-3.75717079976852,0.001,999
"TBE20AUG07.R1",190,0.0064327485380117,0.0167957431115326,0.00232832162314142,1,-4.45084324713651,0.001,999
"TBE20AUG07.R2",161,0.00793650793650794,0.0187378544866468,0.00274228399887653,1,-3.93881397935588,0.001,999
"TBE20JUL05",143,0.0116550116550117,0.0203435758991315,0.00293010530921612,1,-2.96527371108181,0.001,999
"TBE20SEP05",138,0.00764895330112721,0.0207538456330727,0.00313990709984876,1,-4.17365607172795,0.001,999
"TBE20SEP08.R1",227,0.00758688203622124,0.0148440168019218,0.00192869609556815,1,-3.76271553739151,0.001,999
"TBE20SEP08.R2",219,0.00684931506849315,0.015125221619387,0.00201623733061652,1,-4.10462916504144,0.001,999
"TBE21AUG08.R1",169,0.00657462195923734,0.0180769197863215,0.00254425347379162,1,-4.52089304213178,0.001,999
"TBE21AUG08.R2",143,0.00971250971250971,0.0201075201075201,0.00295376574294321,1,-3.5192399464463,0.001,999
"TBE21JUL09",147,0.0128495842781557,0.0199976998918798,0.00283141317729814,3,-2.52457524427612,0.003,999
"TBE21JUN07.R1",93,0.01194743130227,0.0269600544391464,0.00407154765650186,1,-3.68720309902372,0.001,999
"TBE21JUN07.R2",80,0.0131944444444444,0.0297478033589145,0.00489639142152743,2,-3.38072623068729,0.002,999
"TBE22JUN05",134,0.00912106135986733,0.0212555009404097,0.00310181627816226,1,-3.91204329733278,0.001,999
"TBE22MAY08.R1",147,0.00869236583522298,0.0200128321821443,0.00291011344715019,1,-3.89004296654044,0.001,999
"TBE22MAY08.R2",134,0.00746268656716418,0.0212218852351522,0.00302222234680844,1,-4.5526758421723,0.001,999
"TBE22OCT07.R1",241,0.00829875518672199,0.01423461266707,0.00185374947142921,2,-3.2020818194875,0.002,999
"TBE22OCT07.R2",190,0.00730994152046784,0.0166719350929877,0.00234378530897101,1,-3.99439041480726,0.001,999
"TBE23AUG07.R1",211,0.00552922590837283,0.0155832504437033,0.00211914075527109,1,-4.74438732317445,0.001,999
"TBE23AUG07.R2",193,0.0077720207253886,0.0166075689967457,0.00229903006920546,1,-3.84316342343913,0.001,999
"TBE23JUN09",159,0.00803633822501747,0.0188483382054311,0.00279079952110445,1,-3.87415860532141,0.001,999
"TBE24AUG05",227,0.0105237395986295,0.0148374022578624,0.00201819182284112,15.5,-2.13738982113222,0.0155,999
"TBE24AUG09",230,0.00748792270531401,0.0146344412044895,0.00191727604773608,1.5,-3.72743325491085,0.0015,999
"TBE24JUN08",157,0.00672328379334749,0.0190462932855006,0.00285900071151007,1,-4.31025058599737,0.001,999
"TBE24SEP07.R1",220,0.00858585858585859,0.015107784552229,0.00201099348231263,1,-3.24313630239628,0.001,999
"TBE24SEP07.R2",224,0.00620039682539683,0.0149308534725201,0.00193936436928346,1,-4.50171034664775,0.001,999
"TBE25AUG08.R1",217,0.00793650793650794,0.015251554678078,0.00207423476682021,1,-3.52662430433753,0.001,999
"TBE25AUG08.R2",164,0.00914634146341463,0.0184445963578755,0.00264872592579123,1,-3.51046320191971,0.001,999
"TBE25JUL07.R1",159,0.0076869322152341,0.0189137425335888,0.00263363719414433,1,-4.26285379904132,0.001,999
"TBE25JUL07.R2",163,0.00613496932515337,0.0186113175206563,0.00260604810894388,1,-4.78745889328922,0.001,999
"TBE25SEP05",230,0.00676328502415459,0.0146334740537639,0.00201339618335195,1,-3.90891226211965,0.001,999
"TBE26MAY08.R1",160,0.00729166666666667,0.0186909131353576,0.0026630544768032,1,-4.28051568902745,0.001,999
"TBE26MAY08.R2",150,0.00740740740740741,0.0196989582174767,0.00292312517501259,1,-4.20493481262443,0.001,999
"TBE27AUG07.R1",221,0.00628456510809452,0.0149963940813614,0.00208992217939451,1,-4.16849443446305,0.001,999
"TBE27AUG07.R2",223,0.00622820129546587,0.0149763615134816,0.00210678670850701,1,-4.1523710884882,0.001,999
"TBE27JUL05",198,0.00729517396184063,0.0162266643748125,0.0021832007693733,1,-4.09100735867537,0.001,999
"TBE27JUL07.R1",144,0.00848765432098765,0.0201188843164152,0.00288723820098511,1,-4.02849684915467,0.001,999
"TBE27JUL07.R2",128,0.00868055555555556,0.0216761900789679,0.00315960959586081,1,-4.11305072007535,0.001,999
"TBE27JUL09",177,0.00941619585687382,0.0176761821457364,0.00248080945760965,1,-3.32955288586389,0.001,999
"TBE27JUN07.R1",88,0.0107323232323232,0.0279736807514585,0.00449462931203285,1,-3.8359909843905,0.001,999
"TBE27JUN07.R2",84,0.0112433862433862,0.0287748065525843,0.00462715300685023,1,-3.78881361460143,0.001,999
"TBE28SEP08.R1",197,0.00648618161308517,0.0163302049934876,0.00227338099104121,1,-4.33012478735199,0.001,999
"TBE28SEP08.R2",159,0.00593990216631726,0.0188186089653595,0.00273819141584937,1,-4.70336249120383,0.001,999
"TBE29OCT07.R1",197,0.0104342921601805,0.0162697948935964,0.00225236296129215,3,-2.59083586158251,0.003,999
"TBE29OCT07.R2",183,0.01183970856102,0.0170653349159724,0.00235772667107396,13,-2.21638344217911,0.013,999
"TBE29JUL08.R1",182,0.00793650793650794,0.017112961557406,0.00243971030965047,1,-3.76128820893196,0.001,999
"TBE29JUL08.R2",151,0.00404709345106696,0.0194941077943285,0.00289634857077084,1,-5.33327186483996,0.001,999
"TBE29JUN05",183,0.00758955676988464,0.0171425219998383,0.00234423604481592,1,-4.07508674353816,0.001,999
"TBE29JUN07.R1",103,0.0151024811218986,0.0250995331901481,0.00391050797618309,7.5,-2.5564586823851,0.0075,999
"TBE29JUN07.R2",94,0.0147754137115839,0.0267389138547531,0.00420971620443506,7,-2.84187806545374,0.007,999
"TBE29JUN09",152,0.00804093567251462,0.0194412248505816,0.00285153826587907,1,-3.9979436062565,0.001,999
"TBE29MAY08.R1",170,0.00849673202614379,0.0180474592239298,0.0025890491894787,1,-3.68889368212778,0.001,999
"TBE29MAY08.R2",142,0.00743348982785602,0.0204053819077293,0.00302101543244089,1,-4.29388474503502,0.001,999
"TBE29MAY09",158,0.0123066104078762,0.0190316899177659,0.00265152750488078,4.5,-2.53630388427444,0.0045,999
"TBE30APR08.R1",108,0.0108024691358025,0.0244792117220101,0.00381269522575082,1,-3.5871586309431,0.001,999
"TBE30APR08.R2",96,0.0121527777777778,0.02644890260631,0.0041050015958848,1,-3.48261127178705,0.001,999
"TBE30AUG05",213,0.0101721439749609,0.0154831409395833,0.00207520745242743,4,-2.55926074205737,0.004,999
"TBE31AUG08",213,0.00678142931664058,0.0153400662007861,0.00211832439740297,1,-4.04028622558388,0.001,999
"TBE31JUL07.R1",169,0.00821827744904668,0.0182121635113088,0.00258399399511042,1,-3.86761195311333,0.001,999
"TBE31JUL07.R2",184,0.00754830917874396,0.017119172312409,0.00241205882757632,1,-3.9679227654999,0.001,999
"TBH01AUG08.R1",220,0.0103535353535354,0.0151090484423818,0.00204321927231731,9,-2.32746095990616,0.009,999
"TBH01AUG08.R2",209,0.0114300903774588,0.0156754308801092,0.00217495456297571,29,-1.95192146765682,0.029,999
"TBH01JUL08.R1",203,0.0090311986863711,0.0159519125036366,0.00229005365564734,1,-3.02207496326509,0.001,999
"TBH01JUL08.R2",178,0.00717852684144819,0.0175275150306361,0.00257013768456172,1,-4.02662793178441,0.001,999
"TBH01JUN05",184,0.00694444444444444,0.0172621292790375,0.00245741921036779,1,-4.19858556939043,0.001,999
"TBH01OCT07.R1",266,0.00668337510442774,0.0132590819725323,0.00166583343120672,1,-3.94739758784953,0.001,999
"TBH01OCT07.R2",242,0.00711662075298439,0.0141806177159713,0.00185369787429394,1,-3.81075959623544,0.001,999
"TBH02AUG07.R1",255,0.00849673202614379,0.0136528685548293,0.00176399450720633,3,-2.92298899323186,0.003,999
"TBH02AUG07.R2",213,0.00965049556598852,0.0154630373722705,0.00206798267279153,2,-2.81073041991972,0.002,999
"TBH02AUG09",182,0.00854700854700855,0.0171383226938782,0.00240299852779633,1,-3.57524736178194,0.001,999
"TBH02Feb08.R1",144,0.00848765432098765,0.0202254723859662,0.00290854420368354,1,-4.03563337635135,0.001,999
"TBH02Feb08.R2",148,0.00713213213213213,0.0198471745018292,0.00285162460238103,1,-4.45887665546171,0.001,999
"TBH02JUL07.R1",271,0.00676506765067651,0.0130374326766291,0.0016882272255147,1,-3.71535592552731,0.001,999
"TBH02JUL07.R2",269,0.0103263114415531,0.0132003130763973,0.001689389127497,41,-1.70120760697826,0.041,999
"TBH03AUG05",239,0.00488145048814505,0.0143197590896336,0.00193374722936918,1,-4.88083884912272,0.001,999
"TBH03JUN09",157,0.00778485491861288,0.0190275200890912,0.00269819761348492,1,-4.16673156713589,0.001,999
"TBH04JUL08.R1",176,0.00820707070707071,0.0175731286842398,0.00251852852358911,1,-3.71886118796927,0.001,999
"TBH04JUL08.R2",139,0.00919264588329336,0.0207761718553085,0.00294144030993721,1,-3.93804556661646,0.001,999
"TBH04MAY08.R1",192,0.00925925925925926,0.0166781364698031,0.00232339304479286,1,-3.19312189866923,0.001,999
"TBH04MAY08.R2",156,0.00747863247863248,0.0191644636089081,0.00285242130923514,1,-4.09681104696594,0.001,999
"TBH04NOV05",266,0.00772765246449457,0.0132804065552604,0.00175235907460629,1,-3.16873075343497,0.001,999
"TBH04OCT05",234,0.00949667616334283,0.0145142768599559,0.00200738770953197,4.5,-2.49956730968674,0.0045,999
"TBH04OCT08.R1",240,0.00787037037037037,0.0142962406851296,0.00183484672540662,1,-3.50212921100271,0.001,999
"TBH04OCT08.R2",196,0.00963718820861678,0.0163692604168795,0.00226215206431056,2,-2.97595918261774,0.002,999
"TBH05AUG08.R1",232,0.00838122605363985,0.0145660507250546,0.0019140042509929,1,-3.23135367552413,0.001,999
"TBH05AUG08.R2",219,0.00963977676306443,0.015307037123374,0.00212236878764402,2,-2.67025240537986,0.002,999
"TBH05JAN08.R1",159,0.00733752620545073,0.0189480185986126,0.00277743450948812,1,-4.18029384797328,0.001,999
"TBH05JAN08.R2",141,0.00669818754925138,0.0205299862510264,0.00291145003922122,1,-4.7508281150086,0.001,999
"TBH05JUL07.R1",212,0.00628930817610063,0.0154774795760121,0.00202715434265444,1,-4.53254653904648,0.001,999
"TBH05JUL07.R2",211,0.00974196945760927,0.0155347553978412,0.00210536568838172,1,-2.75143932106378,0.001,999
"TBH05NOV07.R1",353,0.00771167768334907,0.0109987229911687,0.00125972921183674,7.5,-2.60932689099666,0.0075,999
"TBH05NOV07.R2",363,0.00658096112641567,0.0107637481374855,0.00129692596322443,1,-3.22515481197597,0.001,999
"TBH06AUG07.R1",222,0.00725725725725726,0.0149796944091238,0.00197627727320538,1,-3.90756765589949,0.001,999
"TBH06AUG07.R2",162,0.0106310013717421,0.0186613225022004,0.0025199756733572,1.5,-3.18666613148691,0.0015,999
"TBH06JUL05",266,0.00522138680033417,0.01332284665618,0.00173815412180599,1,-4.66095598440269,0.001,999
"TBH06JUN08.R1",188,0.0100472813238771,0.0167919101134231,0.00239858731749673,3.5,-2.81191713987092,0.0035,999
"TBH06JUN08.R2",157,0.00707714083510262,0.0189517188809475,0.00280946699655191,1,-4.2266301972647,0.001,999
"TBH06NOV07.R1",341,0.00863473444118605,0.0113089629218661,0.00138438306267883,25,-1.93171135415755,0.025,999
"TBH06NOV07.R2",292,0.00780060882800609,0.0125328905770306,0.00161716972792612,1,-2.92627401274278,0.001,999
"TBH07JUL09",183,0.00728597449908925,0.017080833109977,0.00237937807060552,1,-4.11656253030654,0.001,999
"TBH07NOV07.R1",184,0.00754830917874396,0.0171101052743565,0.0023405799508895,1,-4.0852251562604,0.001,999
"TBH07NOV07.R2",150,0.00814814814814815,0.019733807881956,0.00287174878159029,1,-4.03435697721166,0.001,999
"TBH08AUG08",187,0.0083184789067142,0.0170232621213013,0.00236274886592741,1,-3.6841762322338,0.001,999
"TBH08JUL08.R1",174,0.010536398467433,0.0177460346681292,0.00241188741280671,1,-2.9892092650819,0.001,999
"TBH08JUL08.R2",169,0.0115055884286654,0.0181447061788942,0.00263354247008962,4,-2.52098374172144,0.004,999
"TBH08JUN05",221,0.00854700854700855,0.0151144105392471,0.00207389098100467,2,-3.16670550785515,0.002,999
"TBH08JUN09",185,0.00600600600600601,0.0170675179684189,0.00238283455599323,1,-4.64216532977135,0.001,999
"TBH08NOV07.R1",157,0.00990799716914367,0.0191334292537406,0.00273009373890668,1,-3.37916312290856,0.001,999
"TBH08NOV07.R2",162,0.00754458161865569,0.0185669208302953,0.00268814180499987,1,-4.1003563097521,0.001,999
"TBH09AUG07.R1",235,0.00969267139479905,0.014393826450564,0.00188705834837479,9.5,-2.49126109948525,0.0095,999
"TBH09AUG07.R2",208,0.00667735042735043,0.0156711198377865,0.00215268299581203,1,-4.1779348970253,0.001,999
"TBH09NOV07.R1",129,0.0107665805340224,0.0216745600035867,0.00323379258812397,1,-3.37312278765918,0.001,999
"TBH09NOV07.R2",124,0.0103046594982079,0.0224494207469118,0.00344521532956545,1,-3.52510948865299,0.001,999
"TBH09OCT05",251,0.00929614873837981,0.0138119527229753,0.00180906634060606,5,-2.49620695672367,0.005,999
"TBH09SEP08.R1",240,0.0099537037037037,0.0142904478552627,0.00191747076443757,10.5,-2.26170027308396,0.0105,999
"TBH09SEP08.R2",181,0.0104358502148557,0.0172483717603423,0.00246491289011413,2.5,-2.76379809315335,0.0025,999
"TBH10JUL07.R1",267,0.00686641697877653,0.0132235856330738,0.00172155810242601,1,-3.69268318352937,0.001,999
"TBH10JUL07.R2",227,0.00562897699461576,0.0148290728320097,0.00198704465611449,1,-4.63003979758763,0.001,999
"TBH10NOV07.R1",110,0.0121212121212121,0.0242965187409632,0.00362076946014361,1,-3.36262961610048,0.001,999
"TBH10NOV07.R2",93,0.00955794504181601,0.0268900920035926,0.00429264896916273,1,-4.03763435731322,0.001,999
"TBH10OCT08.R1",244,0.0125227686703097,0.0141179430796917,0.00189884521375071,205.5,-0.840076061929858,0.2055,999
"TBH10OCT08.R2",252,0.0123456790123457,0.013934348810892,0.00182227591847915,201,-0.871805297121101,0.201,999
"TBH10SEP07.R1",271,0.00697006970069701,0.0130737543611672,0.00168508698448235,1,-3.62217779656357,0.001,999
"TBH10SEP07.R2",250,0.00733333333333333,0.0138078078078078,0.00174364296568816,1,-3.71318819384518,0.001,999
"TBH11AUG05",249,0.0071396697902722,0.013937855749547,0.0018914355698005,1,-3.59419377948559,0.001,999
"TBH11JUL08.R1",177,0.0106716886377903,0.0174751022208649,0.00250809281283543,3,-2.7125844579026,0.003,999
