"","s.1","s.2","s.3","index","stat","p.value"
"k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales",0,0,1,3,0.274079418574471,1e-04
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales",1,1,0,4,0.190850903741871,1e-04
"k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales",0,0,1,3,0.292864480310033,1e-04
"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales",0,0,1,3,0.149939369714358,1e-04
"k__Bacteria;p__Spirochaetes;c__[Leptospirae];o__[Leptospirales]",0,1,0,2,0.214871002444437,1e-04
"k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales",0,1,0,2,0.180880183105741,1e-04
"k__Bacteria;p__Chlorobi;c__Chlorobia;o__Chlorobiales",0,1,0,2,0.338074704986004,1e-04
"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales",0,0,1,3,0.441559268457625,1e-04
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales",0,0,1,3,0.105465635197323,0.0012
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Ellin329",0,1,0,2,0.333547649367726,1e-04
"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales",0,1,0,2,0.337220547082228,1e-04
"k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Opitutales",1,1,0,4,0.371344613715326,1e-04
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales",0,1,0,2,0.429987785691688,1e-04
"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales",0,1,1,6,0.207528656607474,1e-04
"k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__[Cerasicoccales]",0,1,0,2,0.294138834198111,1e-04
"k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales",0,1,1,6,0.316052684016198,1e-04
"k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales",0,1,0,2,0.362914198239273,1e-04
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales",0,1,0,2,0.190382515689598,1e-04
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales",0,0,1,3,0.40254851598987,1e-04
"k__Bacteria;p__Actinobacteria;c__Acidimicrobia;o__Acidimicrobiales",1,1,0,4,0.432960122007291,1e-04
"k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Synechococcales",0,0,1,3,0.336935525249586,1e-04
"k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae];o__Methylacidiphilales",0,0,1,3,0.430793972905358,1e-04
"k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales",0,0,1,3,0.427984069613995,1e-04
"k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia];o__[Fimbriimonadales]",1,0,0,1,0.24683657054549,1e-04
"k__Bacteria;p__OP8;c__OP8_1;o__HMMVPog-54",0,0,1,3,0.496588550863848,1e-04
"k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales",0,0,1,3,0.625306394424259,1e-04
"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales",0,0,1,3,0.471393393095932,1e-04
"k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales",0,1,0,2,0.291494368036151,1e-04
"k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales",1,0,0,1,0.210027595420919,1e-04
"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales",0,0,1,3,0.523679631678223,1e-04
"k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales",0,1,0,2,0.272816665489931,1e-04
"k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__envOPS12",0,1,1,6,0.220367799315185,1e-04
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__undefined",0,0,1,3,0.184154588961402,1e-04
"k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__GCA004",0,0,1,3,0.497989701400714,1e-04
"k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales",0,0,1,3,0.0869591768563807,4e-04
"k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__WCHB1-50",0,0,1,3,0.352453077555498,1e-04
"k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes;o__Dehalococcoidales",0,0,1,3,0.421389616205689,1e-04
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Procabacteriales",1,0,0,1,0.316125397175062,1e-04
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinobacteria",1,0,1,5,0.0674803899521071,0.0367
"k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria]",1,0,0,1,0.558980276369424,1e-04
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria",0,1,1,6,0.162754124606091,1e-04
"k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae]",0,1,0,2,0.279301592360137,1e-04
"k__Bacteria;p__Planctomycetes;c__Planctomycetia",0,0,1,3,0.701188863838043,1e-04
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria",1,1,0,4,0.364720704850771,1e-04
"k__Bacteria;p__OP3;c__BD4-9",0,0,1,3,0.553052211651905,1e-04
"k__Bacteria;p__Bacteroidetes;c__Cytophagia",0,1,1,6,0.28290692931511,1e-04
"k__Bacteria;p__Actinobacteria;c__Actinobacteria",1,0,0,1,0.521552164321291,1e-04
"k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae]",0,1,1,6,0.381536694205715,1e-04
"k__Bacteria;p__Bacteroidetes;c__[Saprospirae]",1,1,0,4,0.444136934882714,1e-04
"k__Bacteria;p__OP3;c__PBS-25",0,0,1,3,0.393641681781485,1e-04
"k__Bacteria;p__Firmicutes;c__Clostridia",0,1,1,6,0.312463674732581,1e-04
"k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae",0,1,0,2,0.270097487806834,1e-04
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria",1,0,0,1,0.215890458088163,1e-04
"k__Bacteria;p__Acidobacteria;c__Holophagae",0,1,0,2,0.546628874662848,1e-04
"k__Bacteria;p__TM6;c__SBRH58",0,0,1,3,0.36358650173791,1e-04
"k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria]",0,0,1,3,0.403727799432302,1e-04
"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria",0,1,1,6,0.431258090986926,1e-04
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia",0,1,1,6,0.272606623435546,1e-04
"k__Bacteria;p__Verrucomicrobia;c__Verruco-5",0,0,1,3,0.534808031983626,1e-04
"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia",0,1,0,2,0.145529346727818,1e-04
"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia",0,0,1,3,0.541076694154193,1e-04
"k__Bacteria;p__Elusimicrobia;c__Elusimicrobia",0,0,1,3,0.273958805162092,1e-04
"k__Bacteria;p__Planctomycetes;c__Phycisphaerae",0,0,1,3,0.485767441105199,1e-04
"k__Bacteria;p__Cyanobacteria;c__4C0d-2",0,1,0,2,0.155922111398424,1e-04
"k__Bacteria;p__Chlamydiae;c__Chlamydiia",0,0,1,3,0.292864480310033,1e-04
"k__Bacteria;p__Spirochaetes;c__[Leptospirae]",0,1,0,2,0.214871002444437,1e-04
"k__Bacteria;p__Acidobacteria;c__Solibacteres",0,1,0,2,0.180880183105741,1e-04
"k__Bacteria;p__Chlorobi;c__Chlorobia",0,1,0,2,0.338074704986004,1e-04
"k__Bacteria;p__Actinobacteria;c__Thermoleophilia",0,0,1,3,0.524154081003493,1e-04
"k__Bacteria;p__Verrucomicrobia;c__Opitutae",1,1,0,4,0.368524824204109,1e-04
"k__Bacteria;p__Chloroflexi;c__Anaerolineae",0,0,1,3,0.517537883265998,1e-04
"k__Bacteria;p__Acidobacteria;c__Acidobacteriia",0,1,0,2,0.362914198239273,1e-04
"k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes",0,0,1,3,0.428182681036168,1e-04
"k__Bacteria;p__Firmicutes;c__Bacilli",0,0,1,3,0.0572986056136817,0.0766
"k__Bacteria;p__Actinobacteria;c__Acidimicrobia",1,1,0,4,0.432960122007291,1e-04
"k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae",0,0,1,3,0.336935525249586,1e-04
"k__Bacteria;p__Actinobacteria;c__OPB41",0,0,1,3,0.31540090769099,1e-04
"k__Bacteria;p__TM6;c__SJA-4",0,0,1,3,0.436148014452688,1e-04
"k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia]",1,0,0,1,0.24683657054549,1e-04
"k__Bacteria;p__OP8;c__OP8_1",0,0,1,3,0.496088800679677,1e-04
"k__Bacteria;p__Chlorobi;c__Ignavibacteria",0,1,0,2,0.291494368036151,1e-04
"k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria",0,1,0,2,0.279586489865913,1e-04
"k__Bacteria;p__Fusobacteria;c__Fusobacteriia",1,0,0,1,0.210027595420919,1e-04
"k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae",1,0,0,1,0.221125574842358,1e-04
"k__Bacteria;p__Chlorobi;c__SJA-28",0,0,1,3,0.500567100560821,1e-04
"k__Bacteria;p__Cyanobacteria;c__Chloroplast",1,0,0,1,0.381228843629985,1e-04
"k__Bacteria;p__[Thermi];c__Deinococci",0,0,1,3,0.0869591768563807,4e-04
"k__Bacteria;p__Armatimonadetes;c__Armatimonadia",0,1,1,6,0.130010505075349,1e-04
"k__Bacteria;p__Verrucomicrobia",1,0,0,1,0.41053208312577,1e-04
"k__Bacteria;p__Proteobacteria",0,1,0,2,0.332319005437892,1e-04
"k__Bacteria;p__Planctomycetes",0,0,1,3,0.721035204054644,1e-04
"k__Bacteria;p__OP3",0,0,1,3,0.561104266068297,1e-04
"k__Bacteria;p__Bacteroidetes",0,1,1,6,0.0620512077860415,0.0954
"k__Bacteria;p__SR1",0,0,1,3,0.344577448349538,1e-04
"k__Bacteria;p__Actinobacteria",1,0,0,1,0.511335111079713,1e-04
"k__Bacteria;p__Firmicutes",0,1,1,6,0.359757834571496,1e-04
"k__Bacteria;p__Acidobacteria",0,1,0,2,0.557071702302541,1e-04
"k__Bacteria;p__TM6",0,0,1,3,0.543949893098989,1e-04
"k__Bacteria;p__Lentisphaerae",0,0,1,3,0.403727799432302,1e-04
"k__Bacteria;p__Spirochaetes",0,1,1,6,0.152556725326785,1e-04
"k__Bacteria;p__Elusimicrobia",0,1,1,6,0.275836835801249,1e-04
"k__Bacteria;p__Cyanobacteria",0,0,1,3,0.227030485478953,1e-04
"k__Bacteria;p__Chlamydiae",0,0,1,3,0.292864480310033,1e-04
"k__Bacteria;p__Chlorobi",0,1,0,2,0.310752886530895,1e-04
"k__Bacteria;p__Chloroflexi",0,0,1,3,0.61155749073322,1e-04
"k__Bacteria;p__Armatimonadetes",1,0,0,1,0.170354606159909,1e-04
"k__Bacteria;p__OP8",0,0,1,3,0.483999640765551,1e-04
"k__Bacteria;p__WS1",0,0,1,3,0.418951800337047,1e-04
"k__Bacteria;p__Fusobacteria",1,0,0,1,0.210027595420919,1e-04
"k__Bacteria;p__[Thermi]",0,0,1,3,0.0869591768563807,4e-04
