"","sample","UnifracW","Date"
"1","TBH01AUG08.R1",0.376036,2008-08-01
"2","TBH01AUG08.R2",0.370390176470588,2008-08-01
"3","TBH01JUL08.R1",0.373276117647059,2008-07-01
"4","TBH01JUL08.R2",0.361113529411765,2008-07-01
"5","TBH02Feb08.R1",0.316692470588235,2008-02-02
"6","TBH02Feb08.R2",0.318921588235294,2008-02-02
"7","TBH04JUL08.R1",0.337664764705882,2008-07-04
"8","TBH04JUL08.R2",0.328080411764706,2008-07-04
"9","TBH04MAY08.R1",0.315718117647059,2008-05-04
"10","TBH04MAY08.R2",0.313713352941176,2008-05-04
"11","TBH04OCT08.R1",0.446866470588235,2008-10-04
"12","TBH04OCT08.R2",0.427829882352941,2008-10-04
"13","TBH05AUG08.R1",0.383718647058824,2008-08-05
"14","TBH05AUG08.R2",0.376263941176471,2008-08-05
"15","TBH05JAN08.R1",0.332164647058824,2008-01-05
"16","TBH05JAN08.R2",0.315891529411765,2008-01-05
"17","TBH06JUN08.R1",0.356894117647059,2008-06-06
"18","TBH06JUN08.R2",0.348567941176471,2008-06-06
"19","TBH08AUG08",0.363932411764706,2008-08-08
"20","TBH08JUL08.R1",0.348603,2008-07-08
"21","TBH08JUL08.R2",0.331124411764706,2008-07-08
"22","TBH09SEP08.R1",0.382409058823529,2008-09-09
"23","TBH09SEP08.R2",0.383447411764706,2008-09-09
"24","TBH10OCT08.R1",0.424812588235294,2008-10-10
"25","TBH10OCT08.R2",0.413651,2008-10-10
"26","TBH11JUL08.R1",0.373254058823529,2008-07-11
"27","TBH11JUL08.R2",0.358341705882353,2008-07-11
"28","TBH12AUG08.R1",0.385750647058824,2008-08-12
"29","TBH12AUG08.R2",0.387044882352941,2008-08-12
"30","TBH13JUN08.R1",0.350786176470588,2008-06-13
"31","TBH13JUN08.R2",0.341754411764706,2008-06-13
"32","TBH19AUG08.R1",0.390541235294118,2008-08-19
"33","TBH19AUG08.R2",0.371696705882353,2008-08-19
"34","TBH19JUN08.R1",0.356408941176471,2008-06-19
"35","TBH19JUN08.R2",0.365279235294118,2008-06-19
"36","TBH20SEP08.R1",0.422151,2008-09-20
"37","TBH20SEP08.R2",0.405405588235294,2008-09-20
"38","TBH22JUL08.R1",0.379349470588235,2008-07-22
"39","TBH22JUL08.R2",0.377814176470588,2008-07-22
"40","TBH22MAY08.R1",0.348013823529412,2008-05-22
"41","TBH22MAY08.R2",0.345637823529412,2008-05-22
"42","TBH24JUN08.R1",0.374691529411765,2008-06-24
"43","TBH24JUN08.R2",0.368264058823529,2008-06-24
"44","TBH25JUL08.R1",0.368882294117647,2008-07-25
"45","TBH25JUL08.R2",0.371749764705882,2008-07-25
"46","TBH26MAY08.R1",0.348130588235294,2008-05-26
"47","TBH26MAY08.R2",0.344094941176471,2008-05-26
"48","TBH29JUL08.R1",0.379065529411765,2008-07-29
"49","TBH29JUL08.R2",0.367835176470588,2008-07-29
"50","TBH31AUG08",0.367657294117647,2008-08-31
