"","sample","UnifracW","Date"
"1","MAH01AUG07.R1",0.548792147058824,2007-08-01
"2","MAH01AUG07.R2",0.531174558823529,2007-08-01
"3","MAH01JUN07.R1",0.546461882352941,2007-06-01
"4","MAH01JUN07.R2",0.552102941176471,2007-06-01
"5","MAH01OCT07.R1",0.515343882352941,2007-10-01
"6","MAH01OCT07.R2",0.512347529411765,2007-10-01
"7","MAH04JUL07.R1",0.561754117647059,2007-07-04
"8","MAH04JUL07.R2",0.5535385,2007-07-04
"9","MAH05NOV07.R1",0.514056411764706,2007-11-05
"10","MAH05NOV07.R2",0.506499352941177,2007-11-05
"11","MAH08AUG07.R1",0.542680088235294,2007-08-08
"12","MAH08AUG07.R2",0.538945676470588,2007-08-08
"13","MAH09JUL07.R1",0.561022970588235,2007-07-09
"14","MAH09JUL07.R2",0.559062441176471,2007-07-09
"15","MAH10AUG07.R1",0.534344647058824,2007-08-10
"16","MAH10AUG07.R2",0.537679647058824,2007-08-10
"17","MAH11SEP07.R1",0.334369294117647,2007-09-11
"18","MAH11SEP07.R2",0.337188764705882,2007-09-11
"19","MAH12JUL07.R1",0.528092617647059,2007-07-12
"20","MAH12JUL07.R2",0.535860058823529,2007-07-12
"21","MAH15OCT07.R1",0.517697823529412,2007-10-15
"22","MAH15OCT07.R2",0.518741088235294,2007-10-15
"23","MAH16JUL07.R1",0.551655264705882,2007-07-16
"24","MAH16JUL07.R2",0.544997676470588,2007-07-16
"25","MAH18SEP07.R1",0.494364852941176,2007-09-18
"26","MAH18SEP07.R2",0.485092970588235,2007-09-18
"27","MAH20JUL07.R1",0.519549,2007-07-20
"28","MAH20JUL07.R2",0.515482147058824,2007-07-20
"29","MAH20JUN07.R1",0.514185352941176,2007-06-20
"30","MAH20JUN07.R2",0.515946970588235,2007-06-20
"31","MAH22AUG07.R1",0.508250441176471,2007-08-22
"32","MAH22AUG07.R2",0.507674647058824,2007-08-22
"33","MAH23JUL07.R1",0.520366529411765,2007-07-23
"34","MAH23JUL07.R2",0.522973147058823,2007-07-23
"35","MAH23OCT07.R1",0.164195323529412,2007-10-23
"36","MAH23OCT07.R2",0.160747941176471,2007-10-23
"37","MAH24AUG07.R1",0.482870764705882,2007-08-24
"38","MAH24AUG07.R2",0.493812264705882,2007-08-24
"39","MAH24SEP07.R1",0.549531235294118,2007-09-24
"40","MAH24SEP07.R2",0.552702058823529,2007-09-24
"41","MAH26JUL07.R1",0.495893941176471,2007-07-26
"42","MAH26JUL07.R2",0.497199970588235,2007-07-26
"43","MAH26JUN07.R1",0.529888323529412,2007-06-26
"44","MAH26JUN07.R2",0.520423117647059,2007-06-26
"45","MAH27AUG07.R1",0.464083352941176,2007-08-27
"46","MAH27AUG07.R2",0.463007647058824,2007-08-27
"47","MAH28JUN07.R1",0.558103294117647,2007-06-28
"48","MAH28JUN07.R2",0.553485617647059,2007-06-28
"49","MAH30JUL07.R1",0.344172882352941,2007-07-30
"50","MAH30JUL07.R2",0.336767558823529,2007-07-30
