"","sample","UnifracW","Date"
"1","TBH02AUG09",0.4000455625,2009-08-02
"2","TBH03JUN09",0.413942875,2009-06-03
"3","TBH07JUL09",0.375792,2009-07-07
"4","TBH08JUN09",0.4231529375,2009-06-08
"5","TBH12AUG09",0.4634485,2009-08-12
"6","TBH13JUL09",0.3769305625,2009-07-13
"7","TBH15JUN09",0.412596875,2009-06-15
"8","TBH18AUG09",0.4049230625,2009-08-18
"9","TBH21JUL09",0.378332625,2009-07-21
"10","TBH23JUN09",0.395653125,2009-06-23
"11","TBH24AUG09",0.441992875,2009-08-24
"12","TBH27JUL09",0.4100118125,2009-07-27
"13","TBH29JUN09",0.3783630625,2009-06-29
"14","TBH29MAY09",0.4333773125,2009-05-29
