"","sample","UnifracW","Date"
"1","SSH03JUL08",0.402287882352941,2008-07-03
"2","SSH04AUG08",0.420902941176471,2008-08-04
"3","SSH04OCT08",0.411243176470588,2008-10-04
"4","SSH07AUG08",0.378270176470588,2008-08-07
"5","SSH07JUL08",0.403569058823529,2008-07-07
"6","SSH09JUN08",0.408739764705882,2008-06-09
"7","SSH09SEP08",0.402989411764706,2008-09-09
"8","SSH10JUL08",0.422310647058824,2008-07-10
"9","SSH10OCT08",0.397894764705882,2008-10-10
"10","SSH11AUG08",0.416581588235294,2008-08-11
"11","SSH14AUG08.R1",0.398891823529412,2008-08-14
"12","SSH14JUL08.R2",0.425807764705882,2008-07-14
"13","SSH17JUN08",0.389522529411765,2008-06-17
"14","SSH18AUG08",0.421244705882353,2008-08-18
"15","SSH18JUL08",0.429524235294118,2008-07-18
"16","SSH21AUG08",0.445268117647059,2008-08-21
"17","SSH21JUL08",0.394159647058824,2008-07-21
"18","SSH21SEP08",0.432132294117647,2008-09-21
"19","SSH23JUN08",0.394229352941176,2008-06-23
"20","SSH24JUL08",0.301035941176471,2008-07-24
"21","SSH26JUN08",0.407962235294118,2008-06-26
"22","SSH27SEP08",0.426021235294118,2008-09-27
"23","SSH28JUL08",0.383619705882353,2008-07-28
"24","SSH30APR08",0.470675235294118,2008-04-30
"25","SSH30JUN08",0.332839705882353,2008-06-30
"26","SSH31AUG08",0.381506117647059,2008-08-31
"27","SSH31JUL08",0.386048411764706,2008-07-31
