index1	index2	LSA	lag	p.valueBound
Otu0003	Otu1346	0.904959	0	0
Otu0003	Otu3571	0.752137	0	0
Otu0004	Otu0369	0.796743	0	0
Otu0006	Otu0009	0.792416	0	0
Otu0006	Otu0117	0.789382	0	0
Otu0006	Otu0127	0.751484	0	0
Otu0006	Otu0167	0.778829	0	0
Otu0006	Otu0205	0.801365	0	0
Otu0006	Otu0582	0.759992	0	0
Otu0006	Otu0715	0.765818	0	0
Otu0006	Otu0962	0.815439	0	0
Otu0006	Otu1848	0.764166	0	0
Otu0006	Otu1897	0.751535	0	0
Otu0006	Otu2949	0.791872	0	0
Otu0006	Otu4990	0.76967	0	0
Otu0006	Otu5313	0.772522	0	0
Otu0009	Otu0127	0.802976	0	0
Otu0009	Otu0167	0.835038	0	0
Otu0009	Otu0568	0.778344	0	0
Otu0009	Otu0651	0.752993	0	0
Otu0009	Otu0715	0.825311	0	0
Otu0009	Otu0962	0.754455	0	0
Otu0009	Otu1281	0.811477	0	0
Otu0009	Otu1428	0.787001	0	0
Otu0009	Otu1848	0.756999	0	0
Otu0009	Otu1897	0.806867	0	0
Otu0009	Otu2575	0.77577	0	0
Otu0009	Otu2949	0.775332	0	0
Otu0009	Otu3255	0.820343	0	0
Otu0009	Otu4990	0.88936	0	0
Otu0017	Otu0051	0.753597	0	0
Otu0017	Otu0717	0.759932	0	0
Otu0017	Otu2790	0.802575	0	0
Otu0018	Otu0082	0.756318	0	0
Otu0018	Otu0086	0.772187	0	0
Otu0018	Otu0194	0.755532	0	0
Otu0018	Otu0451	0.786421	0	0
Otu0018	Otu0453	0.775992	0	0
Otu0018	Otu1213	0.899669	0	0
Otu0018	Otu1234	0.815911	0	0
Otu0018	Otu1367	0.806427	0	0
Otu0018	Otu1708	0.771751	0	0
Otu0018	Otu2872	0.753519	0	0
Otu0018	Otu5217	0.767605	0	0
Otu0018	Otu5389	0.786395	0	0
Otu0018	Otu5711	0.771252	0	0
Otu0018	Otu6000	0.767363	0	0
Otu0020	Otu0573	0.768752	0	0
Otu0028	Otu0067	0.873446	0	0
Otu0028	Otu0217	0.787551	0	0
