index1	index2	LSA	lag	p.valueBound
Otu0004	Otu0436	0.990099	0	0
Otu0004	Otu0593	0.990099	0	0
Otu0004	Otu0758	0.990099	0	0
Otu0004	Otu0890	0.990099	0	0
Otu0004	Otu1031	0.990099	0	0
Otu0004	Otu1210	0.990099	0	0
Otu0004	Otu1665	0.990099	0	0
Otu0010	Otu0227	0.990099	0	0
Otu0010	Otu0974	0.990099	0	0
Otu0012	Otu0258	0.990099	0	0
Otu0012	Otu0617	0.990099	0	0
Otu0012	Otu1073	0.990099	0	0
Otu0012	Otu1295	0.990099	0	0
Otu0016	Otu0215	0.972175	0	0
Otu0016	Otu0228	0.974867	0	0
Otu0016	Otu0235	0.972175	0	0
Otu0016	Otu0252	0.964057	0	0
Otu0016	Otu0308	0.972175	0	0
Otu0016	Otu0442	0.972175	0	0
Otu0016	Otu0518	0.972175	0	0
Otu0016	Otu0552	0.972175	0	0
Otu0016	Otu0575	0.972175	0	0
Otu0016	Otu0586	0.972175	0	0
Otu0016	Otu0601	0.972175	0	0
Otu0016	Otu0623	0.972175	0	0
Otu0016	Otu0628	0.972175	0	0
Otu0016	Otu0637	0.972175	0	0
Otu0016	Otu0696	0.972175	0	0
Otu0016	Otu0707	0.972175	0	0
Otu0016	Otu0710	0.972175	0	0
Otu0016	Otu0721	0.972175	0	0
Otu0016	Otu0778	0.972175	0	0
Otu0016	Otu0782	0.972175	0	0
Otu0016	Otu0792	0.972175	0	0
Otu0016	Otu0801	0.972175	0	0
Otu0016	Otu0803	0.972175	0	0
Otu0016	Otu0809	0.972175	0	0
Otu0016	Otu0828	0.972175	0	0
Otu0016	Otu0835	0.972175	0	0
Otu0016	Otu0849	0.972175	0	0
Otu0016	Otu0867	0.972175	0	0
Otu0016	Otu0872	0.972175	0	0
Otu0016	Otu0892	0.972175	0	0
Otu0016	Otu0899	0.972175	0	0
Otu0016	Otu0930	0.972175	0	0
Otu0016	Otu0931	0.972175	0	0
Otu0016	Otu0976	0.972175	0	0
Otu0016	Otu0989	0.958171	0	0
Otu0016	Otu1016	0.972175	0	0
Otu0016	Otu1089	0.972175	0	0
Otu0016	Otu1107	0.972175	0	0
Otu0016	Otu1206	0.972175	0	0
Otu0016	Otu1230	0.972175	0	0
Otu0016	Otu1240	0.972175	0	0
Otu0016	Otu1256	0.958171	0	0
Otu0016	Otu1336	0.972175	0	0
Otu0016	Otu1359	0.972175	0	0
Otu0016	Otu1363	0.972175	0	0
Otu0016	Otu1416	0.972175	0	0
Otu0016	Otu1448	0.972175	0	0
Otu0016	Otu1489	0.972175	0	0
Otu0016	Otu1502	0.972175	0	0
Otu0016	Otu1525	0.972175	0	0
Otu0016	Otu1543	0.972175	0	0
Otu0016	Otu1546	0.972175	0	0
Otu0016	Otu1598	0.972175	0	0
Otu0016	Otu1620	0.972175	0	0
Otu0016	Otu1634	0.972175	0	0
Otu0016	Otu1666	0.961745	0	0
Otu0023	Otu0120	0.990099	0	0
Otu0023	Otu0772	0.990099	0	0
Otu0023	Otu1085	0.990099	0	0
Otu0023	Otu1174	0.990099	0	0
Otu0023	Otu1524	0.990099	0	0
Otu0023	Otu1577	0.990099	0	0
Otu0023	Otu1619	0.990099	0	0
Otu0033	Otu0135	0.990099	0	0
Otu0033	Otu0239	0.990099	0	0
Otu0033	Otu0367	0.990099	0	0
Otu0033	Otu0705	0.990099	0	0
Otu0033	Otu0749	0.990099	0	0
Otu0033	Otu0768	0.990099	0	0
Otu0033	Otu0980	0.990099	0	0
Otu0033	Otu1386	0.990099	0	0
Otu0033	Otu1411	0.990099	0	0
Otu0033	Otu1493	0.990099	0	0
Otu0043	Otu0357	0.952798	0	0
Otu0043	Otu0419	0.952798	0	0
Otu0043	Otu0505	0.952798	0	0
Otu0043	Otu0635	0.952798	0	0
Otu0043	Otu0715	0.952798	0	0
Otu0043	Otu0740	0.952798	0	0
Otu0043	Otu0742	0.952798	0	0
Otu0043	Otu0755	0.952798	0	0
Otu0043	Otu0769	0.952798	0	0
Otu0043	Otu0789	0.952798	0	0
Otu0043	Otu0837	0.952798	0	0
Otu0043	Otu0854	0.952798	0	0
Otu0043	Otu0879	0.952798	0	0
Otu0043	Otu0933	0.952798	0	0
Otu0043	Otu0938	0.952798	0	0
Otu0043	Otu0945	0.952798	0	0
Otu0043	Otu0946	0.952798	0	0
Otu0043	Otu0988	0.952798	0	0
Otu0043	Otu1013	0.952798	0	0
Otu0043	Otu1023	0.952798	0	0
Otu0043	Otu1075	0.952798	0	0
Otu0043	Otu1109	0.952798	0	0
Otu0043	Otu1120	0.952798	0	0
Otu0043	Otu1153	0.952798	0	0
Otu0043	Otu1237	0.952798	0	0
Otu0043	Otu1268	0.952798	0	0
Otu0043	Otu1274	0.952798	0	0
Otu0043	Otu1298	0.952798	0	0
Otu0043	Otu1299	0.952798	0	0
Otu0043	Otu1323	0.952798	0	0
Otu0043	Otu1353	0.952798	0	0
Otu0043	Otu1360	0.952798	0	0
Otu0043	Otu1385	0.952798	0	0
Otu0043	Otu1392	0.952798	0	0
Otu0043	Otu1431	0.952798	0	0
Otu0043	Otu1655	0.952798	0	0
Otu0056	Otu0260	0.990099	0	0
Otu0056	Otu0646	0.990099	0	0
Otu0056	Otu0901	0.990099	0	0
Otu0056	Otu0955	0.990099	0	0
Otu0056	Otu1066	0.990099	0	0
Otu0056	Otu1440	0.990099	0	0
Otu0056	Otu1527	0.990099	0	0
Otu0056	Otu1645	0.990099	0	0
Otu0057	Otu0290	0.990099	0	0
Otu0057	Otu1033	0.990099	0	0
Otu0071	Otu0082	0.990099	0	0
Otu0071	Otu0192	0.990099	0	0
Otu0071	Otu0256	0.961135	0	0
Otu0071	Otu0282	0.990099	0	0
Otu0071	Otu0430	0.990099	0	0
Otu0071	Otu0465	0.990099	0	0
Otu0071	Otu0558	0.990099	0	0
Otu0071	Otu0764	0.990099	0	0
Otu0071	Otu0829	0.990099	0	0
Otu0071	Otu0956	0.990099	0	0
Otu0071	Otu1035	0.990099	0	0
Otu0071	Otu1132	0.990099	0	0
Otu0071	Otu1228	0.990099	0	0
Otu0071	Otu1326	0.990099	0	0
Otu0072	Otu1205	0.990099	0	0
Otu0072	Otu1226	0.990099	0	0
Otu0072	Otu1276	0.990099	0	0
Otu0074	Otu0320	0.990099	0	0
Otu0074	Otu0454	0.990099	0	0
Otu0074	Otu0500	0.990099	0	0
Otu0074	Otu0978	0.990099	0	0
Otu0074	Otu1012	0.990099	0	0
Otu0074	Otu1195	0.990099	0	0
Otu0074	Otu1273	0.990099	0	0
Otu0074	Otu1300	0.990099	0	0
Otu0074	Otu1348	0.990099	0	0
Otu0074	Otu1443	0.990099	0	0
Otu0074	Otu1503	0.990099	0	0
Otu0074	Otu1521	0.990099	0	0
Otu0074	Otu1583	0.990099	0	0
Otu0074	Otu1636	0.990099	0	0
Otu0082	Otu0192	0.990099	0	0
Otu0082	Otu0256	0.961135	0	0
Otu0082	Otu0282	0.990099	0	0
Otu0082	Otu0430	0.990099	0	0
Otu0082	Otu0465	0.990099	0	0
Otu0082	Otu0558	0.990099	0	0
Otu0082	Otu0764	0.990099	0	0
Otu0082	Otu0829	0.990099	0	0
Otu0082	Otu0956	0.990099	0	0
Otu0082	Otu1035	0.990099	0	0
Otu0082	Otu1132	0.990099	0	0
Otu0082	Otu1228	0.990099	0	0
Otu0082	Otu1326	0.990099	0	0
Otu0094	Otu0437	0.990099	0	0
Otu0094	Otu0536	0.990099	0	0
Otu0101	Otu0736	0.970496	0	0
Otu0111	Otu0268	0.990099	0	0
Otu0111	Otu0314	0.990099	0	0
Otu0111	Otu0682	0.990099	0	0
Otu0111	Otu0914	0.990099	0	0
Otu0111	Otu0925	0.990099	0	0
Otu0111	Otu1038	0.990099	0	0
Otu0111	Otu1095	0.990099	0	0
Otu0111	Otu1125	0.990099	0	0
Otu0111	Otu1129	0.990099	0	0
Otu0111	Otu1252	0.990099	0	0
Otu0111	Otu1309	0.990099	0	0
Otu0111	Otu1407	0.990099	0	0
Otu0112	Otu0594	0.976632	0	0
Otu0112	Otu0684	0.990099	0	0
Otu0112	Otu1097	0.990099	0	0
Otu0112	Otu1251	0.990099	0	0
Otu0112	Otu1332	0.951803	0	0
Otu0112	Otu1500	0.990099	0	0
Otu0120	Otu0772	0.990099	0	0
Otu0120	Otu1085	0.990099	0	0
Otu0120	Otu1174	0.990099	0	0
Otu0120	Otu1524	0.990099	0	0
Otu0120	Otu1577	0.990099	0	0
Otu0120	Otu1619	0.990099	0	0
Otu0127	Otu0588	0.990099	0	0
Otu0127	Otu0666	0.990099	0	0
Otu0127	Otu0885	0.954286	0	0
Otu0127	Otu1072	0.990099	0	0
Otu0127	Otu1162	0.990099	0	0
Otu0127	Otu1181	0.990099	0	0
Otu0127	Otu1215	0.990099	0	0
Otu0130	Otu0133	0.977949	0	0
Otu0130	Otu0373	0.962822	0	0
Otu0130	Otu0608	0.977949	0	0
Otu0130	Otu0906	0.977949	0	0
Otu0130	Otu0948	0.977949	0	0
Otu0130	Otu1054	0.977949	0	0
Otu0130	Otu1302	0.977949	0	0
Otu0130	Otu1409	0.977949	0	0
Otu0130	Otu1635	0.977949	0	0
Otu0133	Otu0608	0.990099	0	0
Otu0133	Otu0906	0.990099	0	0
Otu0133	Otu0948	0.990099	0	0
Otu0133	Otu1054	0.990099	0	0
Otu0133	Otu1302	0.990099	0	0
Otu0133	Otu1409	0.990099	0	0
Otu0133	Otu1556	0.960398	0	0
Otu0133	Otu1635	0.990099	0	0
Otu0135	Otu0239	0.990099	0	0
Otu0135	Otu0367	0.990099	0	0
Otu0135	Otu0705	0.990099	0	0
Otu0135	Otu0749	0.990099	0	0
Otu0135	Otu0768	0.990099	0	0
Otu0135	Otu0980	0.990099	0	0
Otu0135	Otu1386	0.990099	0	0
Otu0135	Otu1411	0.990099	0	0
Otu0135	Otu1493	0.990099	0	0
Otu0146	Otu0337	0.990099	0	0
Otu0146	Otu0394	0.990099	0	0
Otu0146	Otu0692	0.972627	0	0
Otu0146	Otu0996	0.959026	0	0
Otu0146	Otu1135	0.990099	0	0
Otu0146	Otu1553	0.990099	0	0
Otu0146	Otu1658	0.990099	0	0
Otu0146	Otu1677	0.990099	0	0
Otu0151	Otu0160	0.990099	0	0
Otu0151	Otu0253	0.990099	0	0
Otu0151	Otu0291	0.990099	0	0
Otu0151	Otu0345	0.990099	0	0
Otu0151	Otu0495	0.990099	0	0
Otu0151	Otu0779	0.990099	0	0
Otu0151	Otu0831	0.990099	0	0
Otu0151	Otu1022	0.990099	0	0
Otu0151	Otu1041	0.990099	0	0
Otu0151	Otu1086	0.990099	0	0
Otu0151	Otu1250	0.990099	0	0
Otu0151	Otu1258	0.990099	0	0
Otu0151	Otu1419	0.990099	0	0
Otu0151	Otu1462	0.990099	0	0
Otu0151	Otu1512	0.990099	0	0
Otu0151	Otu1570	0.990099	0	0
Otu0160	Otu0253	0.990099	0	0
Otu0160	Otu0291	0.990099	0	0
Otu0160	Otu0345	0.990099	0	0
Otu0160	Otu0495	0.990099	0	0
Otu0160	Otu0779	0.990099	0	0
Otu0160	Otu0831	0.990099	0	0
Otu0160	Otu1022	0.990099	0	0
Otu0160	Otu1041	0.990099	0	0
Otu0160	Otu1086	0.990099	0	0
Otu0160	Otu1250	0.990099	0	0
Otu0160	Otu1258	0.990099	0	0
Otu0160	Otu1419	0.990099	0	0
Otu0160	Otu1462	0.990099	0	0
Otu0160	Otu1512	0.990099	0	0
Otu0160	Otu1570	0.990099	0	0
Otu0166	Otu0297	0.990099	0	0
Otu0166	Otu0481	0.990099	0	0
Otu0166	Otu0734	0.990099	0	0
Otu0166	Otu1434	0.990099	0	0
Otu0171	Otu0307	0.990099	0	0
Otu0171	Otu0396	0.990099	0	0
Otu0171	Otu0531	0.990099	0	0
Otu0171	Otu0864	0.990099	0	0
Otu0171	Otu0866	0.990099	0	0
Otu0172	Otu0629	0.990099	0	0
Otu0172	Otu0951	0.990099	0	0
Otu0187	Otu0491	0.990099	0	0
Otu0187	Otu0534	0.990099	0	0
Otu0187	Otu0539	0.990099	0	0
Otu0187	Otu0671	0.990099	0	0
Otu0187	Otu0846	0.990099	0	0
Otu0187	Otu0932	0.990099	0	0
Otu0187	Otu0953	0.990099	0	0
Otu0187	Otu0969	0.990099	0	0
Otu0187	Otu1009	0.990099	0	0
Otu0187	Otu1042	0.990099	0	0
Otu0187	Otu1102	0.990099	0	0
Otu0187	Otu1106	0.990099	0	0
Otu0187	Otu1184	0.990099	0	0
Otu0187	Otu1193	0.990099	0	0
Otu0187	Otu1297	0.990099	0	0
Otu0187	Otu1314	0.990099	0	0
Otu0187	Otu1422	0.990099	0	0
Otu0187	Otu1513	0.990099	0	0
Otu0187	Otu1602	0.990099	0	0
Otu0192	Otu0256	0.961135	0	0
Otu0192	Otu0282	0.990099	0	0
Otu0192	Otu0430	0.990099	0	0
Otu0192	Otu0465	0.990099	0	0
Otu0192	Otu0558	0.990099	0	0
Otu0192	Otu0764	0.990099	0	0
Otu0192	Otu0829	0.990099	0	0
Otu0192	Otu0956	0.990099	0	0
Otu0192	Otu1035	0.990099	0	0
Otu0192	Otu1132	0.990099	0	0
Otu0192	Otu1228	0.990099	0	0
Otu0192	Otu1326	0.990099	0	0
Otu0194	Otu0487	0.990099	0	0
Otu0194	Otu0680	0.990099	0	0
Otu0194	Otu0688	0.990099	0	0
Otu0194	Otu1044	0.990099	0	0
Otu0194	Otu1099	0.990099	0	0
Otu0194	Otu1225	0.990099	0	0
Otu0194	Otu1660	0.990099	0	0
Otu0201	Otu0265	0.990099	0	0
Otu0201	Otu0275	0.990099	0	0
Otu0201	Otu0416	0.990099	0	0
Otu0201	Otu0504	0.972512	0	0
Otu0201	Otu1036	0.990099	0	0
Otu0201	Otu1454	0.990099	0	0
Otu0201	Otu1588	0.990099	0	0
Otu0209	Otu0336	0.990099	0	0
Otu0209	Otu1163	0.990099	0	0
Otu0209	Otu1517	0.990099	0	0
Otu0209	Otu1520	0.990099	0	0
Otu0214	Otu0463	0.962688	0	0
Otu0215	Otu0228	0.985314	0	0
Otu0215	Otu0235	0.990099	0	0
Otu0215	Otu0252	0.982583	0	0
Otu0215	Otu0308	0.990099	0	0
Otu0215	Otu0442	0.990099	0	0
Otu0215	Otu0518	0.990099	0	0
Otu0215	Otu0552	0.990099	0	0
Otu0215	Otu0575	0.990099	0	0
Otu0215	Otu0586	0.990099	0	0
Otu0215	Otu0601	0.990099	0	0
Otu0215	Otu0623	0.990099	0	0
Otu0215	Otu0628	0.990099	0	0
Otu0215	Otu0637	0.990099	0	0
Otu0215	Otu0696	0.990099	0	0
Otu0215	Otu0707	0.990099	0	0
Otu0215	Otu0710	0.990099	0	0
Otu0215	Otu0721	0.990099	0	0
Otu0215	Otu0778	0.990099	0	0
Otu0215	Otu0782	0.990099	0	0
Otu0215	Otu0792	0.990099	0	0
Otu0215	Otu0801	0.990099	0	0
Otu0215	Otu0803	0.990099	0	0
Otu0215	Otu0809	0.990099	0	0
Otu0215	Otu0828	0.990099	0	0
Otu0215	Otu0835	0.990099	0	0
Otu0215	Otu0849	0.990099	0	0
Otu0215	Otu0867	0.990099	0	0
Otu0215	Otu0872	0.990099	0	0
Otu0215	Otu0892	0.990099	0	0
Otu0215	Otu0899	0.990099	0	0
Otu0215	Otu0930	0.990099	0	0
Otu0215	Otu0931	0.990099	0	0
Otu0215	Otu0976	0.990099	0	0
Otu0215	Otu0989	0.976585	0	0
Otu0215	Otu1016	0.990099	0	0
Otu0215	Otu1089	0.990099	0	0
Otu0215	Otu1107	0.990099	0	0
Otu0215	Otu1206	0.990099	0	0
Otu0215	Otu1214	0.960397	0	0
Otu0215	Otu1230	0.990099	0	0
Otu0215	Otu1240	0.990099	0	0
Otu0215	Otu1256	0.976585	0	0
