lakeid,year4,daynum,sampledate,depth,rep,sta,event,wtemp,o2,o2sat,deck,light,frlight,flagdepth,flagwtemp,flago2,flago2sat,flagdeck,flaglight,flagfrlight
"CB",2008,84,2008-03-24,1.00,1,1,"Chem",1.50,0.1,0.8,1532,0.86,0.001,,,,,,,
"CB",2008,84,2008-03-24,1.25,1,1,"Chem",,,,1535,0.62,0.000,,,,,,,
"CB",2008,84,2008-03-24,1.50,1,1,"Chem",,,,1533,0.47,0.000,,,,,,,
"CB",2008,84,2008-03-24,1.75,1,1,"Chem",,,,1536,0.37,0.000,,,,,,,
"CB",2008,84,2008-03-24,2.00,1,1,"Chem",3.50,0.1,0.8,1540,0.30,0.000,,,,,,,
"CB",2008,127,2008-05-06,0.00,1,1,"Quarterly",17.40,10.6,117.3,1002,791.93,0.790,,,,,,,
"CB",2008,127,2008-05-06,0.00,2,1,"Quarterly",,,,,,,,,,,,,
"CB",2008,127,2008-05-06,0.25,1,1,"Quarterly",,,,1112,360.50,0.324,,,,,,,
"CB",2008,127,2008-05-06,0.50,1,1,"Quarterly",,,,1189,188.79,0.159,,,,,,,
"CB",2008,127,2008-05-06,0.75,1,1,"Quarterly",,,,1571,114.82,0.073,,,,,,,
"CB",2008,127,2008-05-06,1.00,1,1,"Quarterly",8.80,6.5,59.4,1530,59.23,0.039,,,,,,,
"CB",2008,127,2008-05-06,1.25,1,1,"Quarterly",,,,1478,31.23,0.021,,,,,,,
"CB",2008,127,2008-05-06,1.50,1,1,"Quarterly",,,,1490,17.16,0.012,,,,,,,
"CB",2008,127,2008-05-06,1.75,1,1,"Quarterly",,,,1510,10.05,0.007,,,,,,,
"CB",2008,127,2008-05-06,2.00,1,1,"Quarterly",5.20,1.2,10.0,1488,5.34,0.004,,,,,,,
"CB",2008,127,2008-05-06,2.25,1,1,"Quarterly",,,,1454,2.56,0.002,,,,,,,
"CB",2008,141,2008-05-20,0.00,1,1,"Non-chem",14.00,9.6,98.8,1692,1466.50,0.867,,,,,,,
"CB",2008,141,2008-05-20,0.00,2,1,"Non-chem",,,,,,,,,,,,,
"CB",2008,141,2008-05-20,0.25,1,1,"Non-chem",,,,1661,583.62,0.351,,,,,,,
"CB",2008,141,2008-05-20,0.50,1,1,"Non-chem",,,,1675,340.25,0.203,,,,,,,
"CB",2008,141,2008-05-20,0.75,1,1,"Non-chem",,,,1674,176.81,0.106,,,,,,,
"CB",2008,141,2008-05-20,1.00,1,1,"Non-chem",12.20,7.2,71.2,1635,112.40,0.069,,,,,,,
"CB",2008,141,2008-05-20,1.25,1,1,"Non-chem",,,,1639,44.62,0.027,,,,,,,
"CB",2008,141,2008-05-20,1.50,1,1,"Non-chem",,,,1667,24.13,0.014,,,,,,,
"CB",2008,141,2008-05-20,1.75,1,1,"Non-chem",,,,1621,13.77,0.008,,,,,,,
"CB",2008,141,2008-05-20,2.00,1,1,"Non-chem",6.50,0.3,2.6,1597,7.16,0.004,,,,,,,
"CB",2008,157,2008-06-05,0.00,1,1,"Chem",18.20,9.9,111.4,32,54.25,1.695,,,,,,,
"CB",2008,157,2008-06-05,0.25,1,1,"Chem",,,,34,19.95,0.587,,,,,,,
"CB",2008,157,2008-06-05,0.50,1,1,"Chem",,,,34,9.64,0.284,,,,,,,
"CB",2008,157,2008-06-05,0.75,1,1,"Chem",,,,35,3.98,0.114,,,,,,,
"CB",2008,157,2008-06-05,1.00,1,1,"Chem",14.90,5.7,59.8,36,2.25,0.063,,,,,,,
"CB",2008,157,2008-06-05,1.25,1,1,"Chem",,,,37,1.03,0.028,,,,,,,
"CB",2008,157,2008-06-05,1.50,1,1,"Chem",,,,37,0.58,0.016,,,,,,,
"CB",2008,157,2008-06-05,2.00,1,1,"Chem",9.20,0.2,1.8,,,,,,,,,,
"CB",2008,157,2008-06-05,2.00,2,1,"Chem",,,,,,,,,,,,,
"CB",2008,172,2008-06-20,0.00,1,1,"Non-chem",22.90,8.8,108.7,2053,1178.60,0.574,,,,,,,
"CB",2008,172,2008-06-20,1.00,1,1,"Non-chem",19.50,8.2,94.7,2185,180.45,0.083,,,,,,,
"CB",2008,172,2008-06-20,1.25,1,1,"Non-chem",,,,2238,95.01,0.042,,,,,,,
"CB",2008,172,2008-06-20,1.50,1,1,"Non-chem",,,,666,13.97,0.021,,,,,,,
"CB",2008,172,2008-06-20,1.75,1,1,"Non-chem",,,,502,3.68,0.007,,,,,,,
"CB",2008,172,2008-06-20,2.00,1,1,"Non-chem",13.10,0.3,3.0,,,,,,,,,,
"CB",2008,172,2008-06-20,2.00,2,1,"Non-chem",,,,,,,,,,,,,
"CB",2008,184,2008-07-02,0.00,1,1,"Chem",22.90,7.1,87.7,1694,1093.50,0.646,,,,,,,
"CB",2008,184,2008-07-02,0.50,1,1,"Chem",,,,1681,235.52,0.140,,,,,,,
"CB",2008,184,2008-07-02,1.00,1,1,"Chem",21.90,4.9,59.4,1731,99.44,0.057,,,,,,,
"CB",2008,184,2008-07-02,1.25,1,1,"Chem",,,,1747,49.96,0.029,,,,,,,
"CB",2008,184,2008-07-02,1.50,1,1,"Chem",,,,1745,19.35,0.011,,,,,,,
"CB",2008,184,2008-07-02,1.75,1,1,"Chem",,,,1728,12.30,0.007,,,,,,,
"CB",2008,184,2008-07-02,2.00,1,1,"Chem",14.60,0.2,2.1,1707,4.42,0.003,,,,,,,
"CB",2008,184,2008-07-02,2.00,2,1,"Chem",,,,,,,,,,,,,
"CB",2008,199,2008-07-17,0.00,1,1,"Non-chem",23.70,7.2,90.3,1569,833.74,0.531,,,,,,,
"CB",2008,199,2008-07-17,0.25,1,1,"Non-chem",,,,1570,523.53,0.333,,,,,,,
"CB",2008,199,2008-07-17,0.50,1,1,"Non-chem",,,,1533,241.64,0.158,,,,,,,
"CB",2008,199,2008-07-17,0.75,1,1,"Non-chem",,,,1538,109.71,0.071,,,,,,,
"CB",2008,199,2008-07-17,1.00,1,1,"Non-chem",20.60,3.2,37.8,1511,55.65,0.037,,,,,,,
"CB",2008,199,2008-07-17,1.25,1,1,"Non-chem",,,,1510,22.39,0.015,,,,,,,
"CB",2008,199,2008-07-17,1.50,1,1,"Non-chem",,,,1528,11.14,0.007,,,,,,,
"CB",2008,199,2008-07-17,1.75,1,1,"Non-chem",,,,1502,7.09,0.005,,,,,,,
"CB",2008,199,2008-07-17,2.00,1,1,"Non-chem",18.10,0.1,1.1,1445,2.27,0.002,,,,,,,
"CB",2008,199,2008-07-17,2.00,2,1,"Non-chem",,,,,,,,,,,,,
"CB",2008,211,2008-07-29,0.00,1,1,"Chem",24.50,7.5,95.5,714,458.43,0.642,,,,,,,
"CB",2008,211,2008-07-29,0.00,2,1,"Chem",,,,,,,,,,,,,
"CB",2008,211,2008-07-29,0.25,1,1,"Chem",,,,1974,800.33,0.405,,,,,,,
"CB",2008,211,2008-07-29,0.50,1,1,"Chem",,,,1521,307.64,0.202,,,,,,,
"CB",2008,211,2008-07-29,0.75,1,1,"Chem",,,,1912,208.71,0.109,,,,,,,
"CB",2008,211,2008-07-29,1.00,1,1,"Chem",22.70,6.0,73.8,610,23.42,0.038,,,,,,,
"CB",2008,211,2008-07-29,1.25,1,1,"Chem",,,,607,10.42,0.017,,,,,,,
"CB",2008,211,2008-07-29,1.50,1,1,"Chem",,,,631,3.80,0.006,,,,,,,
"CB",2008,211,2008-07-29,1.75,1,1,"Chem",,,,1302,5.32,0.004,,,,,,,
"CB",2008,211,2008-07-29,2.00,1,1,"Chem",16.60,0.2,2.2,1764,1.93,0.001,,,,,,,
"CB",2008,228,2008-08-15,0.00,1,1,"Non-chem",23.40,6.5,81.0,1650,1599.90,0.970,,,,,,,
"CB",2008,228,2008-08-15,0.25,1,1,"Non-chem",,,,1627,819.42,0.504,,,,,,,
"CB",2008,228,2008-08-15,0.50,1,1,"Non-chem",,,,1629,473.76,0.291,,,,,,,
"CB",2008,228,2008-08-15,0.75,1,1,"Non-chem",,,,1635,301.07,0.184,,,,,,,
"CB",2008,228,2008-08-15,1.00,1,1,"Non-chem",21.40,5.3,63.6,1633,133.63,0.082,,,,,,,
"CB",2008,228,2008-08-15,1.00,2,1,"Non-chem",,,,,,,,,,,,,
"CB",2008,228,2008-08-15,1.25,1,1,"Non-chem",,,,1660,66.28,0.040,,,,,,,
"CB",2008,228,2008-08-15,1.50,1,1,"Non-chem",,,,1651,38.10,0.023,,,,,,,
"CB",2008,228,2008-08-15,1.75,1,1,"Non-chem",,,,1626,7.22,0.004,,,,,,,
"CB",2008,228,2008-08-15,2.00,1,1,"Non-chem",15.50,0.2,2.1,1622,0.75,0.000,,,,,,,
"CB",2008,228,2008-08-15,2.00,2,1,"Non-chem",,,,,,,,,,,,,
"CB",2008,240,2008-08-27,0.00,1,1,"Quarterly",19.70,6.2,71.9,1191,1073.90,0.902,,,,,,,
"CB",2008,240,2008-08-27,0.00,2,1,"Quarterly",,,,,,,,,,,,,
"CB",2008,240,2008-08-27,0.25,1,1,"Quarterly",,,,1249,471.51,0.378,,,,,,,
"CB",2008,240,2008-08-27,0.50,1,1,"Quarterly",,,,1252,180.54,0.144,,,,,,,
"CB",2008,240,2008-08-27,0.75,1,1,"Quarterly",,,,1214,90.86,0.075,,,,,,,
"CB",2008,240,2008-08-27,1.00,1,1,"Quarterly",19.60,6.1,70.6,1212,55.55,0.046,,,,,,,
"CB",2008,240,2008-08-27,1.25,1,1,"Quarterly",,,,1207,32.03,0.027,,,,,,,
"CB",2008,240,2008-08-27,1.50,1,1,"Quarterly",,,,1196,19.16,0.016,,,,,,,
"CB",2008,240,2008-08-27,1.75,1,1,"Quarterly",,,,1197,10.59,0.009,,,,,,,
"CB",2008,240,2008-08-27,2.00,1,1,"Quarterly",17.70,0.3,3.3,,,,,,,,,,
"CB",2008,253,2008-09-09,0.00,1,1,"Non-chem",19.50,6.5,75.1,1554,1402.90,0.903,,,,,,,
"CB",2008,253,2008-09-09,0.00,2,1,"Non-chem",,,,,,,,,,,,,
"CB",2008,253,2008-09-09,0.25,1,1,"Non-chem",,,,1502,557.65,0.371,,,,,,,
"CB",2008,253,2008-09-09,0.50,1,1,"Non-chem",,,,1461,266.64,0.183,,,,,,,
"CB",2008,253,2008-09-09,0.75,1,1,"Non-chem",,,,1435,128.47,0.090,,,,,,,
"CB",2008,253,2008-09-09,1.00,1,1,"Non-chem",17.00,6.0,65.9,1403,65.91,0.047,,,,,,,
"CB",2008,253,2008-09-09,1.25,1,1,"Non-chem",,,,1406,35.89,0.026,,,,,,,
"CB",2008,253,2008-09-09,1.50,1,1,"Non-chem",,,,1409,18.44,0.013,,,,,,,
"CB",2008,253,2008-09-09,1.75,1,1,"Non-chem",,,,1398,9.40,0.007,,,,,,,
"CB",2008,253,2008-09-09,2.00,1,1,"Non-chem",16.30,5.4,58.4,1393,4.55,0.003,,,,,,,
"CB",2008,269,2008-09-25,0.00,1,1,"Chem",18.80,9.0,102.5,968,774.75,0.800,,,,,,,
"CB",2008,269,2008-09-25,0.00,2,1,"Chem",,,,,,,,,,,,,
"CB",2008,269,2008-09-25,0.25,1,1,"Chem",,,,798,264.46,0.331,,,,,,,
"CB",2008,269,2008-09-25,0.50,1,1,"Chem",,,,1062,154.94,0.146,,,,,,,
"CB",2008,269,2008-09-25,0.75,1,1,"Chem",,,,959,66.93,0.070,,,,,,,
"CB",2008,269,2008-09-25,1.00,1,1,"Chem",17.70,6.1,67.9,935,36.25,0.039,,,,,,,
"CB",2008,269,2008-09-25,1.25,1,1,"Chem",,,,754,12.80,0.017,,,,,,,
"CB",2008,269,2008-09-25,1.50,1,1,"Chem",,,,919,8.03,0.009,,,,,,,
"CB",2008,269,2008-09-25,1.75,1,1,"Chem",,,,839,4.81,0.006,,,,,,,
"CB",2008,269,2008-09-25,2.00,1,1,"Chem",15.80,0.1,1.1,948,4.38,0.005,,,,,,,
"CB",2008,281,2008-10-07,0.00,1,1,"Non-chem",12.10,8.4,82.9,679,498.52,0.734,,,,,,,
"CB",2008,281,2008-10-07,0.00,2,1,"Non-chem",,,,,,,,,,,,,
"CB",2008,281,2008-10-07,0.25,1,1,"Non-chem",,,,689,189.30,0.275,,,,,,,
"CB",2008,281,2008-10-07,0.50,1,1,"Non-chem",,,,635,98.90,0.156,,,,,,,
"CB",2008,281,2008-10-07,0.75,1,1,"Non-chem",,,,626,37.54,0.060,,,,,,,
"CB",2008,281,2008-10-07,1.00,1,1,"Non-chem",11.80,8.2,80.4,657,21.61,0.033,,,,,,,
"CB",2008,281,2008-10-07,1.25,1,1,"Non-chem",,,,671,13.94,0.021,,,,,,,
"CB",2008,281,2008-10-07,1.50,1,1,"Non-chem",,,,654,7.24,0.011,,,,,,,
"CB",2008,281,2008-10-07,1.75,1,1,"Non-chem",,,,633,3.96,0.006,,,,,,,
"CB",2008,281,2008-10-07,2.00,1,1,"Non-chem",11.70,7.9,77.3,620,2.69,0.004,,,,,,,
"CB",2008,296,2008-10-22,0.00,1,1,"Chem",9.90,7.7,72.2,211,165.51,0.784,,,,,,,
"CB",2008,296,2008-10-22,0.00,2,1,"Chem",,,,,,,,,,,,,
"CB",2008,296,2008-10-22,0.25,1,1,"Chem",,,,214,56.88,0.266,,,,,,,
"CB",2008,296,2008-10-22,0.50,1,1,"Chem",,,,217,28.97,0.134,,,,,,,
"CB",2008,296,2008-10-22,0.75,1,1,"Chem",,,,225,16.16,0.072,,,,,,,
"CB",2008,296,2008-10-22,1.00,1,1,"Chem",9.10,8.3,76.4,230,8.02,0.035,,,,,,,
"CB",2008,296,2008-10-22,1.25,1,1,"Chem",,,,232,5.32,0.023,,,,,,,
"CB",2008,296,2008-10-22,1.50,1,1,"Chem",,,,234,3.04,0.013,,,,,,,
"CB",2008,296,2008-10-22,1.75,1,1,"Chem",,,,235,1.89,0.008,,,,,,,
"CB",2008,296,2008-10-22,2.00,1,1,"Chem",8.70,8.4,76.6,237,1.37,0.006,,,,,,,
"CB",2008,311,2008-11-06,0.00,1,1,"Quarterly",10.50,10.5,99.9,506,361.98,0.715,,,,,,,
"CB",2008,311,2008-11-06,0.00,2,1,"Quarterly",,,,,,,,,,,,,
"CB",2008,311,2008-11-06,0.25,1,1,"Quarterly",,,,490,156.55,0.319,,,,,,,
"CB",2008,311,2008-11-06,0.50,1,1,"Quarterly",,,,484,77.30,0.160,,,,,,,
"CB",2008,311,2008-11-06,0.75,1,1,"Quarterly",,,,472,40.55,0.086,,,,,,,
"CB",2008,311,2008-11-06,1.00,1,1,"Quarterly",7.00,10.4,90.9,486,21.84,0.045,,,,,,,
"CB",2008,311,2008-11-06,1.25,1,1,"Quarterly",,,,409,10.43,0.026,,,,,,,
"CB",2008,311,2008-11-06,1.50,1,1,"Quarterly",,,,431,6.99,0.016,,,,,,,
"CB",2008,311,2008-11-06,1.75,1,1,"Quarterly",,,,453,4.06,0.009,,,,,,,
"CB",2008,311,2008-11-06,2.00,1,1,"Quarterly",6.40,9.7,83.6,496,2.63,0.005,,,,,,,
"CB",2009,22,2009-01-22,0.00,1,1,"Chem",1.70,4.7,35.8,,,,,,,,,,
"CB",2009,22,2009-01-22,0.00,2,1,"Chem",,,,,,,,,,,,,
"CB",2009,22,2009-01-22,1.00,1,1,"Chem",2.80,1.3,10.2,,,,,,,,,,
"CB",2009,22,2009-01-22,2.00,1,1,"Chem",3.80,0.2,1.6,,,,,,,,,,
"CB",2009,48,2009-02-17,0.00,1,1,"Quarterly",1.00,3.4,25.4,769,9.93,0.013,,,,,,,
"CB",2009,48,2009-02-17,0.50,1,1,"Quarterly",,,,722,7.25,0.010,,,,,,,
"CB",2009,48,2009-02-17,0.75,1,1,"Quarterly",,,,721,2.61,0.004,,,,,,,
"CB",2009,48,2009-02-17,1.00,1,1,"Quarterly",2.30,0.3,2.3,708,1.44,0.002,,,,,,,
"CB",2009,48,2009-02-17,1.25,1,1,"Quarterly",,,,648,0.84,0.001,,,,,,,
"CB",2009,48,2009-02-17,1.50,1,1,"Quarterly",,,,627,0.59,0.001,,,,,,,
"CB",2009,48,2009-02-17,1.75,1,1,"Quarterly",,,,672,0.40,0.001,,,,,,,
"CB",2009,48,2009-02-17,2.00,1,1,"Quarterly",3.90,0.2,1.6,694,0.29,0.000,,,,,,,
"CB",2009,48,2009-02-17,2.00,2,1,"Quarterly",,,,,,,,,,,,,
"CB",2009,77,2009-03-18,0.00,1,1,"Chem",2.30,0.6,4.6,1371,371.84,0.271,,,,,,,
"CB",2009,77,2009-03-18,0.50,1,1,"Chem",,,,1380,178.41,0.129,,,,,,,
"CB",2009,77,2009-03-18,0.75,1,1,"Chem",,,,1381,56.36,0.041,,,,,,,
"CB",2009,77,2009-03-18,1.00,1,1,"Chem",2.70,0.3,2.3,1381,27.00,0.020,,,,,,,
"CB",2009,77,2009-03-18,1.00,2,1,"Chem",,,,,,,,,,,,,
"CB",2009,77,2009-03-18,1.25,1,1,"Chem",,,,1384,9.81,0.007,,,,,,,
"CB",2009,77,2009-03-18,1.50,1,1,"Chem",,,,1388,3.93,0.003,,,,,,,
"CB",2009,77,2009-03-18,1.75,1,1,"Chem",,,,1389,1.56,0.001,,,,,,,
"CB",2009,77,2009-03-18,2.00,1,1,"Chem",3.80,0.2,1.6,,,,,,,,,,
"CB",2009,77,2009-03-18,2.00,2,1,"Chem",,,,,,,,,,,,,
"CB",2009,117,2009-04-27,0.00,1,1,"Quarterly",10.10,10.3,97.1,568,377.59,0.664,,,,,,,
"CB",2009,117,2009-04-27,0.00,2,1,"Quarterly",,,,,,,,,,,,,
"CB",2009,117,2009-04-27,0.25,1,1,"Quarterly",,,,582,138.35,0.238,,,,,,,
"CB",2009,117,2009-04-27,0.50,1,1,"Quarterly",,,,574,58.32,0.102,,,,,,,
"CB",2009,117,2009-04-27,0.75,1,1,"Quarterly",,,,557,24.04,0.043,,,,,,,
"CB",2009,117,2009-04-27,1.00,1,1,"Quarterly",7.80,7.7,68.7,513,16.19,0.032,,,,,,,
"CB",2009,117,2009-04-27,1.25,1,1,"Quarterly",,,,498,8.08,0.016,,,,,,,
"CB",2009,117,2009-04-27,1.50,1,1,"Quarterly",,,,511,4.16,0.008,,,,,,,
"CB",2009,117,2009-04-27,1.75,1,1,"Quarterly",,,,526,2.25,0.004,,,,,,,
"CB",2009,117,2009-04-27,2.00,1,1,"Quarterly",5.30,2.0,16.8,,,,,,,,,,
"CB",2009,132,2009-05-12,0.00,1,1,"Non-chem",13.70,10.1,103.3,1665,1206.50,0.725,,,,,,,
"CB",2009,132,2009-05-12,0.25,1,1,"Non-chem",,,,1525,545.88,0.358,,,,,,,
"CB",2009,132,2009-05-12,0.50,1,1,"Non-chem",,,,1671,312.55,0.187,,,,,,,
"CB",2009,132,2009-05-12,0.75,1,1,"Non-chem",,,,1717,196.90,0.115,,,,,,,
"CB",2009,132,2009-05-12,1.00,1,1,"Non-chem",10.30,4.8,45.4,1534,104.26,0.068,,,,,,,
"CB",2009,132,2009-05-12,1.00,2,1,"Non-chem",,,,,,,,,,,,,
"CB",2009,132,2009-05-12,1.25,1,1,"Non-chem",,,,1677,45.24,0.027,,,,,,,
"CB",2009,132,2009-05-12,1.50,1,1,"Non-chem",,,,1525,22.86,0.015,,,,,,,
"CB",2009,132,2009-05-12,1.75,1,1,"Non-chem",,,,1506,11.97,0.008,,,,,,,
"CB",2009,132,2009-05-12,2.00,1,1,"Non-chem",6.40,0.5,4.3,1574,8.03,0.005,,,,,,,
"CB",2009,132,2009-05-12,2.25,1,1,"Non-chem",,,,,,,,,,,,,
"CB",2009,132,2009-05-12,2.50,1,1,"Non-chem",,,,,,,,,,,,,
"CB",2009,147,2009-05-27,0.00,1,1,"Chem",14.80,8.9,93.2,1035,677.38,0.654,,,,,"J","J","J"
"CB",2009,147,2009-05-27,0.25,1,1,"Chem",,,,996,276.73,0.278,,,,,"J","J","J"
"CB",2009,147,2009-05-27,0.50,1,1,"Chem",,,,908,113.69,0.125,,,,,"J","J","J"
"CB",2009,147,2009-05-27,0.75,1,1,"Chem",,,,1017,74.75,0.074,,,,,"J","J","J"
"CB",2009,147,2009-05-27,1.00,1,1,"Chem",14.60,8.2,85.5,935,41.32,0.044,,,,,"J","J","J"
"CB",2009,147,2009-05-27,1.25,1,1,"Chem",,,,863,23.65,0.027,,,,,"J","J","J"
"CB",2009,147,2009-05-27,1.50,1,1,"Chem",,,,799,3.38,0.004,,,,,"J","J","J"
"CB",2009,147,2009-05-27,1.75,1,1,"Chem",,,,1005,4.96,0.005,,,,,"J","J","J"
"CB",2009,147,2009-05-27,2.00,1,1,"Chem",8.20,0.1,0.9,1041,1.15,0.001,,,,,"J","J","J"
"CB",2009,147,2009-05-27,2.00,2,1,"Chem",,,,,,,,,,,"J","J","J"
"CB",2009,147,2009-05-27,2.25,1,1,"Chem",,,,,,,,,,,"J","J","J"
"CB",2009,147,2009-05-27,2.50,1,1,"Chem",,,,,,,,,,,"J","J","J"
"CB",2009,147,2009-05-27,2.60,1,1,"Chem",,,,,,,,,,,"J","J","J"
"CB",2009,160,2009-06-09,0.00,1,1,"Non-chem",13.80,8.1,83.0,189,100.11,0.529,,,,,,,
"CB",2009,160,2009-06-09,0.25,1,1,"Non-chem",,,,190,31.87,0.168,,,,,,,
"CB",2009,160,2009-06-09,0.50,1,1,"Non-chem",,,,187,15.66,0.084,,,,,,,
"CB",2009,160,2009-06-09,0.75,1,1,"Non-chem",,,,219,11.79,0.054,,,,,,,
"CB",2009,160,2009-06-09,1.00,1,1,"Non-chem",13.80,8.2,84.0,238,6.78,0.029,,,,,,,
"CB",2009,160,2009-06-09,1.25,1,1,"Non-chem",,,,273,4.57,0.017,,,,,,,
"CB",2009,160,2009-06-09,1.50,1,1,"Non-chem",,,,298,2.70,0.009,,,,,,,
"CB",2009,160,2009-06-09,1.75,1,1,"Non-chem",,,,339,1.27,0.004,,,,,,,
"CB",2009,160,2009-06-09,2.00,1,1,"Non-chem",10.00,0.3,2.8,,,,,,,,,,
"CB",2009,160,2009-06-09,2.00,2,1,"Non-chem",,,,,,,,,,,,,
"CB",2009,160,2009-06-09,2.25,1,1,"Non-chem",,,,,,,,,,,,,
"CB",2009,160,2009-06-09,2.50,1,1,"Non-chem",,,,,,,,,,,,,
"CB",2009,174,2009-06-23,0.00,1,1,"Chem",25.30,7.4,95.6,1495,1269.60,0.849,,,,,,,
"CB",2009,174,2009-06-23,0.00,2,1,"Chem",,,,,,,,,,,,,
"CB",2009,174,2009-06-23,0.25,1,1,"Chem",,,,1514,527.63,0.348,,,,,,,
"CB",2009,174,2009-06-23,0.50,1,1,"Chem",,,,1344,377.51,0.281,,,,,,,
"CB",2009,174,2009-06-23,0.75,1,1,"Chem",,,,1251,134.81,0.108,,,,,,,
"CB",2009,174,2009-06-23,1.00,1,1,"Chem",19.80,9.8,113.9,1250,65.34,0.052,,,,,,,
"CB",2009,174,2009-06-23,1.25,1,1,"Chem",,,,1244,35.78,0.029,,,,,,,
"CB",2009,174,2009-06-23,1.50,1,1,"Chem",,,,1227,17.97,0.015,,,,,,,
"CB",2009,174,2009-06-23,1.75,1,1,"Chem",,,,1227,7.70,0.006,,,,,,,
"CB",2009,174,2009-06-23,2.00,1,1,"Chem",11.10,0.1,1.0,1287,3.08,0.002,,,,,,,
"CB",2009,189,2009-07-08,0.00,1,1,"Non-chem",20.70,8.1,95.8,1363,1141.90,0.838,,,,,,,
"CB",2009,189,2009-07-08,0.25,1,1,"Non-chem",,,,1351,466.35,0.345,,,,,,,
"CB",2009,189,2009-07-08,0.50,1,1,"Non-chem",,,,1298,264.04,0.203,,,,,,,
"CB",2009,189,2009-07-08,0.75,1,1,"Non-chem",,,,,,,,,,,,,
"CB",2009,189,2009-07-08,1.00,1,1,"Non-chem",19.50,7.2,83.2,1285,66.80,0.052,,,,,,,
"CB",2009,189,2009-07-08,1.25,1,1,"Non-chem",,,,1391,40.92,0.029,,,,,,,
"CB",2009,189,2009-07-08,1.50,1,1,"Non-chem",,,,1374,18.46,0.013,,,,,,,
"CB",2009,189,2009-07-08,1.75,1,1,"Non-chem",,,,1418,8.06,0.006,,,,,,,
"CB",2009,189,2009-07-08,2.00,1,1,"Non-chem",12.20,0.4,4.0,1293,2.07,0.002,,,,,,,
"CB",2009,189,2009-07-08,2.00,2,1,"Non-chem",,,,,,,,,,,,,
"CB",2009,189,2009-07-08,2.20,1,1,"Non-chem",,,,,,,,,,,,,
"CB",2009,203,2009-07-22,0.00,1,1,"Chem",22.40,8.6,105.2,2004,1724.90,0.861,,,,,,,
"CB",2009,203,2009-07-22,0.00,2,1,"Chem",,,,,,,,,,,,,
"CB",2009,203,2009-07-22,0.25,1,1,"Chem",,,,1954,154.78,0.079,,,,,,,
"CB",2009,203,2009-07-22,0.50,1,1,"Chem",,,,1997,378.49,0.189,,,,,,,
"CB",2009,203,2009-07-22,0.75,1,1,"Chem",,,,2039,237.96,0.117,,,,,,,
"CB",2009,203,2009-07-22,1.00,1,1,"Chem",19.00,7.1,81.2,2054,122.74,0.060,,,,,,,
"CB",2009,203,2009-07-22,1.25,1,1,"Chem",,,,2050,61.69,0.030,,,,,,,
"CB",2009,203,2009-07-22,1.50,1,1,"Chem",,,,2057,32.80,0.016,,,,,,,
"CB",2009,203,2009-07-22,1.75,1,1,"Chem",,,,2026,14.92,0.007,,,,,,,
"CB",2009,203,2009-07-22,2.00,1,1,"Chem",13.80,0.5,5.1,1937,2.08,0.001,,,,,,,
"CB",2009,215,2009-08-03,0.00,1,1,"Non-chem",24.40,8.1,102.9,526,286.34,0.545,,,,,,,
"CB",2009,215,2009-08-03,0.25,1,1,"Non-chem",,,,585,176.99,0.303,,,,,,,
"CB",2009,215,2009-08-03,0.50,1,1,"Non-chem",,,,1681,364.67,0.217,,,,,,,
"CB",2009,215,2009-08-03,0.75,1,1,"Non-chem",,,,1464,165.24,0.114,,,,,,,
"CB",2009,215,2009-08-03,1.00,1,1,"Non-chem",19.10,8.0,91.7,1870,93.62,0.050,,,,,,,
"CB",2009,215,2009-08-03,1.00,2,1,"Non-chem",,,,,,,,,,,,,
"CB",2009,215,2009-08-03,1.25,1,1,"Non-chem",,,,1567,44.35,0.028,,,,,,,
"CB",2009,215,2009-08-03,1.50,1,1,"Non-chem",,,,806,10.54,0.013,,,,,,,
"CB",2009,215,2009-08-03,1.75,1,1,"Non-chem",,,,909,3.38,0.004,,,,,,,
"CB",2009,215,2009-08-03,2.00,1,1,"Non-chem",14.40,0.6,6.2,,,,,,,,,,
"CB",2009,215,2009-08-03,2.10,1,1,"Non-chem",,,,,,,,,,,,,
"CB",2009,230,2009-08-18,0.00,1,1,"Quarterly",23.30,8.0,99.5,645,403.85,0.624,,,,,,,
"CB",2009,230,2009-08-18,0.25,1,1,"Quarterly",,,,522,176.05,0.338,,,,,,,
"CB",2009,230,2009-08-18,0.50,1,1,"Quarterly",,,,533,83.46,0.158,,,,,,,
"CB",2009,230,2009-08-18,0.75,1,1,"Quarterly",,,,638,57.71,0.090,,,,,,,
"CB",2009,230,2009-08-18,1.00,1,1,"Quarterly",21.60,8.2,98.8,588,44.79,0.076,,,,,,,
"CB",2009,230,2009-08-18,1.25,1,1,"Quarterly",,,,1587,33.78,0.021,,,,,,,
"CB",2009,230,2009-08-18,1.50,1,1,"Quarterly",,,,1843,19.18,0.010,,,,,,,
"CB",2009,230,2009-08-18,1.75,1,1,"Quarterly",,,,709,2.21,0.003,,,,,,,
"CB",2009,230,2009-08-18,2.00,1,1,"Quarterly",16.20,0.4,4.3,,,,,,,,,,
"CB",2009,230,2009-08-18,2.00,2,1,"Quarterly",,,,,,,,,,,,,
"CB",2009,245,2009-09-02,0.00,1,1,"Non-chem",16.90,7.1,77.8,797,605.67,0.769,,,,,,,
"CB",2009,245,2009-09-02,0.00,2,1,"Non-chem",,,,,,,,,,,,,
