sampledate,year4,month,daynum,depth,wtemp,flag_wtemp
2005-01-31,2005,1,31,6.00,3.769,
2005-01-31,2005,1,31,7.00,3.877,
2005-02-01,2005,2,32,0.00,-0.671,
2005-02-01,2005,2,32,1.00,1.995,
2005-02-01,2005,2,32,1.50,2.775,
2005-02-01,2005,2,32,2.00,3.136,
2005-02-01,2005,2,32,2.50,3.167,
2005-02-01,2005,2,32,3.00,3.580,
2005-02-01,2005,2,32,4.00,3.688,
2005-02-01,2005,2,32,5.00,3.510,
2005-02-01,2005,2,32,6.00,3.769,
2005-02-01,2005,2,32,7.00,3.878,
2005-02-02,2005,2,33,0.00,-0.628,
2005-02-02,2005,2,33,1.00,1.963,
2005-02-02,2005,2,33,1.50,2.758,
2005-02-02,2005,2,33,2.00,3.121,
2005-02-02,2005,2,33,2.50,3.164,
2005-02-02,2005,2,33,3.00,3.580,
2005-02-02,2005,2,33,4.00,3.688,
2005-02-02,2005,2,33,5.00,3.515,
2005-02-02,2005,2,33,6.00,3.769,
2005-02-02,2005,2,33,7.00,3.879,
2005-02-03,2005,2,34,0.00,-0.486,
2005-02-03,2005,2,34,1.00,1.919,
2005-02-03,2005,2,34,1.50,2.727,
2005-02-03,2005,2,34,2.00,3.095,
2005-02-03,2005,2,34,2.50,3.158,
2005-02-03,2005,2,34,3.00,3.580,
2005-02-03,2005,2,34,4.00,3.690,
2005-02-03,2005,2,34,5.00,3.518,
2005-02-03,2005,2,34,6.00,3.768,
2005-02-03,2005,2,34,7.00,3.879,
2005-02-04,2005,2,35,0.00,-0.470,
2005-02-04,2005,2,35,1.00,1.853,
2005-02-04,2005,2,35,1.50,2.685,
2005-02-04,2005,2,35,2.00,3.081,
2005-02-04,2005,2,35,2.50,3.145,
2005-02-04,2005,2,35,3.00,3.580,
2005-02-04,2005,2,35,4.00,3.689,
2005-02-04,2005,2,35,5.00,3.512,
2005-02-04,2005,2,35,6.00,3.768,
2005-02-04,2005,2,35,7.00,3.879,
2005-02-05,2005,2,36,0.00,-0.463,
2005-02-05,2005,2,36,1.00,1.819,
2005-02-05,2005,2,36,1.50,2.657,
2005-02-05,2005,2,36,2.00,3.080,
2005-02-05,2005,2,36,2.50,3.135,
2005-02-05,2005,2,36,3.00,3.580,
2005-02-05,2005,2,36,4.00,3.689,
2005-02-05,2005,2,36,5.00,3.509,
2005-02-05,2005,2,36,6.00,3.768,
2005-02-05,2005,2,36,7.00,3.879,
2005-02-06,2005,2,37,0.00,-0.477,
2005-02-06,2005,2,37,1.00,1.739,
2005-02-06,2005,2,37,1.50,,"D"
2005-02-06,2005,2,37,2.00,3.073,
2005-02-06,2005,2,37,2.50,3.117,
2005-02-06,2005,2,37,3.00,3.580,
2005-02-06,2005,2,37,4.00,3.689,
2005-02-06,2005,2,37,5.00,3.504,
2005-02-06,2005,2,37,6.00,3.769,
2005-02-06,2005,2,37,7.00,3.877,
2005-02-07,2005,2,38,0.00,-0.476,
2005-02-07,2005,2,38,1.00,1.671,
2005-02-07,2005,2,38,1.50,2.570,
2005-02-07,2005,2,38,2.00,3.036,
2005-02-07,2005,2,38,2.50,3.106,
2005-02-07,2005,2,38,3.00,3.580,
2005-02-07,2005,2,38,4.00,3.688,
2005-02-07,2005,2,38,5.00,3.508,
2005-02-07,2005,2,38,6.00,3.770,
2005-02-07,2005,2,38,7.00,3.876,
2005-02-08,2005,2,39,0.00,-0.482,
2005-02-08,2005,2,39,1.00,1.653,
2005-02-08,2005,2,39,1.50,2.541,
2005-02-08,2005,2,39,2.00,3.023,
2005-02-08,2005,2,39,2.50,3.102,
2005-02-08,2005,2,39,3.00,3.580,
2005-02-08,2005,2,39,4.00,3.689,
2005-02-08,2005,2,39,5.00,3.515,
2005-02-08,2005,2,39,6.00,3.770,
2005-02-08,2005,2,39,7.00,3.877,
2005-02-09,2005,2,40,0.00,-0.874,
2005-02-09,2005,2,40,1.00,1.650,
2005-02-09,2005,2,40,1.50,2.530,
2005-02-09,2005,2,40,2.00,3.018,
2005-02-09,2005,2,40,2.50,3.101,
2005-02-09,2005,2,40,3.00,3.580,
2005-02-09,2005,2,40,4.00,3.689,
2005-02-09,2005,2,40,5.00,3.514,
2005-02-09,2005,2,40,6.00,3.770,
2005-02-09,2005,2,40,7.00,3.877,
2005-02-10,2005,2,41,0.00,-1.208,
2005-02-10,2005,2,41,1.00,1.640,
2005-02-10,2005,2,41,1.50,2.524,
2005-02-10,2005,2,41,2.00,3.010,
2005-02-10,2005,2,41,2.50,3.100,
2005-02-10,2005,2,41,3.00,3.580,
2005-02-10,2005,2,41,4.00,3.690,
2005-02-10,2005,2,41,5.00,3.512,
2005-02-10,2005,2,41,6.00,3.771,
2005-02-10,2005,2,41,7.00,3.878,
2005-02-11,2005,2,42,0.00,-0.884,
2005-02-11,2005,2,42,1.00,1.611,
2005-02-11,2005,2,42,1.50,2.499,
2005-02-11,2005,2,42,2.00,2.986,
2005-02-11,2005,2,42,2.50,3.099,
2005-02-11,2005,2,42,3.00,3.580,
2005-02-11,2005,2,42,4.00,3.689,
2005-02-11,2005,2,42,5.00,3.509,
2005-02-11,2005,2,42,6.00,3.770,
2005-02-11,2005,2,42,7.00,3.878,
2005-02-12,2005,2,43,0.00,-0.687,
2005-02-12,2005,2,43,1.00,1.590,
2005-02-12,2005,2,43,1.50,2.468,
2005-02-12,2005,2,43,2.00,2.963,
2005-02-12,2005,2,43,2.50,3.097,
2005-02-12,2005,2,43,3.00,3.580,
2005-02-12,2005,2,43,4.00,3.690,
2005-02-12,2005,2,43,5.00,3.513,
2005-02-12,2005,2,43,6.00,3.770,
2005-02-12,2005,2,43,7.00,3.877,
2005-02-13,2005,2,44,0.00,-0.642,
2005-02-13,2005,2,44,1.00,1.581,
2005-02-13,2005,2,44,1.50,2.458,
2005-02-13,2005,2,44,2.00,2.951,
2005-02-13,2005,2,44,2.50,3.089,
2005-02-13,2005,2,44,3.00,3.580,
2005-02-13,2005,2,44,4.00,3.690,
2005-02-13,2005,2,44,5.00,3.513,
2005-02-13,2005,2,44,6.00,3.770,
2005-02-13,2005,2,44,7.00,3.878,
2005-02-14,2005,2,45,0.00,-0.513,
2005-02-14,2005,2,45,1.00,1.578,
2005-02-14,2005,2,45,1.50,2.441,
2005-02-14,2005,2,45,2.00,2.948,
2005-02-14,2005,2,45,2.50,3.082,
2005-02-14,2005,2,45,3.00,3.579,
2005-02-14,2005,2,45,4.00,3.689,
2005-02-14,2005,2,45,5.00,3.507,
2005-02-14,2005,2,45,6.00,3.770,
2005-02-14,2005,2,45,7.00,3.879,
2005-02-15,2005,2,46,0.00,-0.619,
2005-02-15,2005,2,46,1.00,1.569,
2005-02-15,2005,2,46,1.50,2.417,
2005-02-15,2005,2,46,2.00,2.939,
2005-02-15,2005,2,46,2.50,3.066,
2005-02-15,2005,2,46,3.00,3.578,
2005-02-15,2005,2,46,4.00,3.689,
2005-02-15,2005,2,46,5.00,3.514,
2005-02-15,2005,2,46,6.00,3.770,
2005-02-15,2005,2,46,7.00,3.878,
2005-02-16,2005,2,47,0.00,-2.265,
2005-02-16,2005,2,47,1.00,1.545,
2005-02-16,2005,2,47,1.50,2.401,
2005-02-16,2005,2,47,2.00,2.917,
2005-02-16,2005,2,47,2.50,3.054,
2005-02-16,2005,2,47,3.00,3.578,
2005-02-16,2005,2,47,4.00,3.690,
2005-02-16,2005,2,47,5.00,3.511,
2005-02-16,2005,2,47,6.00,3.771,
2005-02-16,2005,2,47,7.00,3.878,
2005-02-17,2005,2,48,0.00,-2.428,
2005-02-17,2005,2,48,1.00,1.526,
2005-02-17,2005,2,48,1.50,2.397,
2005-02-17,2005,2,48,2.00,2.900,
2005-02-17,2005,2,48,2.50,3.051,
2005-02-17,2005,2,48,3.00,3.579,
2005-02-17,2005,2,48,4.00,3.689,
2005-02-17,2005,2,48,5.00,3.506,
2005-02-17,2005,2,48,6.00,3.772,
2005-02-17,2005,2,48,7.00,3.878,
2005-02-18,2005,2,49,0.00,-2.509,
2005-02-18,2005,2,49,1.00,1.521,
2005-02-18,2005,2,49,1.50,2.383,
2005-02-18,2005,2,49,2.00,2.891,
2005-02-18,2005,2,49,2.50,3.048,
2005-02-18,2005,2,49,3.00,3.577,
2005-02-18,2005,2,49,4.00,3.690,
2005-02-18,2005,2,49,5.00,3.523,
2005-02-18,2005,2,49,6.00,3.778,
2005-02-18,2005,2,49,7.00,3.879,
2005-02-19,2005,2,50,0.00,-2.009,
2005-02-19,2005,2,50,1.00,1.517,
2005-02-19,2005,2,50,1.50,2.361,
2005-02-19,2005,2,50,2.00,2.889,
2005-02-19,2005,2,50,2.50,3.041,
2005-02-19,2005,2,50,3.00,3.578,
2005-02-19,2005,2,50,4.00,3.690,
2005-02-19,2005,2,50,5.00,3.537,
2005-02-19,2005,2,50,6.00,3.780,
2005-02-19,2005,2,50,7.00,3.879,
2005-02-20,2005,2,51,0.00,-1.803,
2005-02-20,2005,2,51,1.00,1.501,
2005-02-20,2005,2,51,1.50,2.343,
2005-02-20,2005,2,51,2.00,2.886,
2005-02-20,2005,2,51,2.50,3.038,
2005-02-20,2005,2,51,3.00,3.576,
2005-02-20,2005,2,51,4.00,3.690,
2005-02-20,2005,2,51,5.00,3.541,
2005-02-20,2005,2,51,6.00,3.781,
2005-02-20,2005,2,51,7.00,3.879,
2005-02-21,2005,2,52,0.00,-0.897,
2005-02-21,2005,2,52,1.00,1.484,
2005-02-21,2005,2,52,1.50,2.340,
2005-02-21,2005,2,52,2.00,2.868,
2005-02-21,2005,2,52,2.50,3.033,
2005-02-21,2005,2,52,3.00,3.573,
2005-02-21,2005,2,52,4.00,3.690,
2005-02-21,2005,2,52,5.00,3.544,
2005-02-21,2005,2,52,6.00,3.781,
2005-02-21,2005,2,52,7.00,3.878,
2005-02-22,2005,2,53,0.00,-1.679,
2005-02-22,2005,2,53,1.00,1.466,
2005-02-22,2005,2,53,1.50,2.332,
2005-02-22,2005,2,53,2.00,2.848,
2005-02-22,2005,2,53,2.50,3.021,
2005-02-22,2005,2,53,3.00,3.569,
2005-02-22,2005,2,53,4.00,3.689,
2005-02-22,2005,2,53,5.00,3.543,
2005-02-22,2005,2,53,6.00,3.778,
2005-02-22,2005,2,53,7.00,3.879,
2005-02-23,2005,2,54,0.00,-1.782,
2005-02-23,2005,2,54,1.00,1.459,
2005-02-23,2005,2,54,1.50,2.313,
2005-02-23,2005,2,54,2.00,2.833,
2005-02-23,2005,2,54,2.50,3.013,
2005-02-23,2005,2,54,3.00,3.566,
2005-02-23,2005,2,54,4.00,3.690,
2005-02-23,2005,2,54,5.00,3.542,
2005-02-23,2005,2,54,6.00,3.775,
2005-02-23,2005,2,54,7.00,3.879,
2005-02-24,2005,2,55,0.00,-2.116,
2005-02-24,2005,2,55,1.00,1.451,
2005-02-24,2005,2,55,1.50,2.290,
2005-02-24,2005,2,55,2.00,2.830,
2005-02-24,2005,2,55,2.50,3.010,
2005-02-24,2005,2,55,3.00,3.562,
2005-02-24,2005,2,55,4.00,3.690,
2005-02-24,2005,2,55,5.00,3.537,
2005-02-24,2005,2,55,6.00,3.771,
2005-02-24,2005,2,55,7.00,3.879,
2005-02-25,2005,2,56,0.00,-1.594,
2005-02-25,2005,2,56,1.00,1.436,
2005-02-25,2005,2,56,1.50,2.281,
2005-02-25,2005,2,56,2.00,2.827,
2005-02-25,2005,2,56,2.50,2.996,
2005-02-25,2005,2,56,3.00,3.554,
2005-02-25,2005,2,56,4.00,3.690,
2005-02-25,2005,2,56,5.00,3.533,
2005-02-25,2005,2,56,6.00,3.770,
2005-02-25,2005,2,56,7.00,3.879,
2005-02-26,2005,2,57,0.00,-2.413,
2005-02-26,2005,2,57,1.00,1.408,
2005-02-26,2005,2,57,1.50,2.278,
2005-02-26,2005,2,57,2.00,2.816,
2005-02-26,2005,2,57,2.50,2.987,
2005-02-26,2005,2,57,3.00,3.546,
2005-02-26,2005,2,57,4.00,3.690,
2005-02-26,2005,2,57,5.00,3.543,
2005-02-26,2005,2,57,6.00,3.770,
2005-02-26,2005,2,57,7.00,3.879,
2005-02-27,2005,2,58,0.00,-1.675,
2005-02-27,2005,2,58,1.00,1.398,
2005-02-27,2005,2,58,1.50,2.274,
2005-02-27,2005,2,58,2.00,2.800,
2005-02-27,2005,2,58,2.50,2.983,
2005-02-27,2005,2,58,3.00,3.544,
2005-02-27,2005,2,58,4.00,3.690,
2005-02-27,2005,2,58,5.00,3.547,
2005-02-27,2005,2,58,6.00,3.770,
2005-02-27,2005,2,58,7.00,3.879,
2005-02-28,2005,2,59,0.00,-0.870,
2005-02-28,2005,2,59,1.00,1.394,
2005-02-28,2005,2,59,1.50,2.261,
2005-02-28,2005,2,59,2.00,2.778,
2005-02-28,2005,2,59,2.50,2.977,
2005-02-28,2005,2,59,3.00,3.536,
2005-02-28,2005,2,59,4.00,3.690,
2005-02-28,2005,2,59,5.00,3.550,
2005-02-28,2005,2,59,6.00,3.770,
2005-02-28,2005,2,59,7.00,3.880,
2005-03-01,2005,3,60,0.00,-0.966,
2005-03-01,2005,3,60,1.00,1.392,
2005-03-01,2005,3,60,1.50,2.237,
2005-03-01,2005,3,60,2.00,2.765,
2005-03-01,2005,3,60,2.50,2.972,
2005-03-01,2005,3,60,3.00,3.526,
2005-03-01,2005,3,60,4.00,3.690,
2005-03-01,2005,3,60,5.00,3.550,
2005-03-01,2005,3,60,6.00,3.771,
2005-03-01,2005,3,60,7.00,3.880,
2005-03-02,2005,3,61,0.00,-1.233,
2005-03-02,2005,3,61,1.00,1.390,
2005-03-02,2005,3,61,1.50,2.220,
2005-03-02,2005,3,61,2.00,2.761,
2005-03-02,2005,3,61,2.50,2.961,
2005-03-02,2005,3,61,3.00,3.523,
2005-03-02,2005,3,61,4.00,3.690,
2005-03-02,2005,3,61,5.00,3.550,
2005-03-02,2005,3,61,6.00,3.770,
2005-03-02,2005,3,61,7.00,3.879,
2005-03-03,2005,3,62,0.00,-1.541,
2005-03-03,2005,3,62,1.00,1.389,
2005-03-03,2005,3,62,1.50,2.211,
