sampledate,year4,month,daynum,depth,wtemp,flag_wtemp
2005-01-01,2005,1,1,0.00,-1.648,
2005-01-01,2005,1,1,1.00,2.835,
2005-01-01,2005,1,1,1.50,3.267,
2005-01-01,2005,1,1,2.00,3.332,
2005-01-01,2005,1,1,2.50,3.230,
2005-01-01,2005,1,1,3.00,3.636,
2005-01-01,2005,1,1,4.00,3.690,
2005-01-01,2005,1,1,5.00,3.476,
2005-01-01,2005,1,1,6.00,3.705,
2005-01-01,2005,1,1,7.00,3.820,
2005-01-02,2005,1,2,0.00,-1.222,
2005-01-02,2005,1,2,1.00,2.799,
2005-01-02,2005,1,2,1.50,3.238,
2005-01-02,2005,1,2,2.00,3.330,
2005-01-02,2005,1,2,2.50,3.230,
2005-01-02,2005,1,2,3.00,3.623,
2005-01-02,2005,1,2,4.00,3.690,
2005-01-02,2005,1,2,5.00,3.478,
2005-01-02,2005,1,2,6.00,3.706,
2005-01-02,2005,1,2,7.00,3.820,
2005-01-03,2005,1,3,0.00,-2.665,
2005-01-03,2005,1,3,1.00,2.766,
2005-01-03,2005,1,3,1.50,3.218,
2005-01-03,2005,1,3,2.00,3.328,
2005-01-03,2005,1,3,2.50,3.233,
2005-01-03,2005,1,3,3.00,3.631,
2005-01-03,2005,1,3,4.00,3.690,
2005-01-03,2005,1,3,5.00,3.479,
2005-01-03,2005,1,3,6.00,3.705,
2005-01-03,2005,1,3,7.00,3.820,
2005-01-04,2005,1,4,0.00,-2.931,
2005-01-04,2005,1,4,1.00,2.701,
2005-01-04,2005,1,4,1.50,3.202,
2005-01-04,2005,1,4,2.00,3.322,
2005-01-04,2005,1,4,2.50,3.229,
2005-01-04,2005,1,4,3.00,3.632,
2005-01-04,2005,1,4,4.00,3.690,
2005-01-04,2005,1,4,5.00,3.477,
2005-01-04,2005,1,4,6.00,3.703,
2005-01-04,2005,1,4,7.00,3.820,
2005-01-05,2005,1,5,0.00,-3.308,
2005-01-05,2005,1,5,1.00,2.626,
2005-01-05,2005,1,5,1.50,3.172,
2005-01-05,2005,1,5,2.00,3.309,
2005-01-05,2005,1,5,2.50,3.227,
2005-01-05,2005,1,5,3.00,3.631,
2005-01-05,2005,1,5,4.00,3.690,
2005-01-05,2005,1,5,5.00,3.479,
2005-01-05,2005,1,5,6.00,3.699,
2005-01-05,2005,1,5,7.00,3.820,
2005-01-06,2005,1,6,0.00,-2.775,
2005-01-06,2005,1,6,1.00,2.579,
2005-01-06,2005,1,6,1.50,3.157,
2005-01-06,2005,1,6,2.00,3.283,
2005-01-06,2005,1,6,2.50,3.221,
2005-01-06,2005,1,6,3.00,3.629,
2005-01-06,2005,1,6,4.00,3.690,
2005-01-06,2005,1,6,5.00,3.480,
2005-01-06,2005,1,6,6.00,3.706,
2005-01-06,2005,1,6,7.00,3.821,
2005-01-07,2005,1,7,0.00,-3.092,
2005-01-07,2005,1,7,1.00,2.546,
2005-01-07,2005,1,7,1.50,3.137,
2005-01-07,2005,1,7,2.00,3.273,
2005-01-07,2005,1,7,2.50,3.216,
2005-01-07,2005,1,7,3.00,3.623,
2005-01-07,2005,1,7,4.00,3.690,
2005-01-07,2005,1,7,5.00,3.480,
2005-01-07,2005,1,7,6.00,3.705,
2005-01-07,2005,1,7,7.00,3.820,
2005-01-08,2005,1,8,0.00,-2.363,
2005-01-08,2005,1,8,1.00,2.522,
2005-01-08,2005,1,8,1.50,3.111,
2005-01-08,2005,1,8,2.00,3.270,
2005-01-08,2005,1,8,2.50,3.202,
2005-01-08,2005,1,8,3.00,3.603,
2005-01-08,2005,1,8,4.00,3.690,
2005-01-08,2005,1,8,5.00,3.480,
2005-01-08,2005,1,8,6.00,3.703,
2005-01-08,2005,1,8,7.00,3.820,
2005-01-09,2005,1,9,0.00,-2.049,
2005-01-09,2005,1,9,1.00,2.498,
2005-01-09,2005,1,9,1.50,3.088,
2005-01-09,2005,1,9,2.00,3.270,
2005-01-09,2005,1,9,2.50,3.190,
2005-01-09,2005,1,9,3.00,3.592,
2005-01-09,2005,1,9,4.00,3.690,
2005-01-09,2005,1,9,5.00,3.480,
2005-01-09,2005,1,9,6.00,3.706,
2005-01-09,2005,1,9,7.00,3.822,
2005-01-10,2005,1,10,0.00,-2.014,
2005-01-10,2005,1,10,1.00,2.462,
2005-01-10,2005,1,10,1.50,3.080,
2005-01-10,2005,1,10,2.00,3.263,
2005-01-10,2005,1,10,2.50,3.176,
2005-01-10,2005,1,10,3.00,3.583,
2005-01-10,2005,1,10,4.00,3.690,
2005-01-10,2005,1,10,5.00,3.480,
2005-01-10,2005,1,10,6.00,3.709,
2005-01-10,2005,1,10,7.00,3.824,
2005-01-11,2005,1,11,0.00,-1.730,
2005-01-11,2005,1,11,1.00,2.445,
2005-01-11,2005,1,11,1.50,3.051,
2005-01-11,2005,1,11,2.00,3.256,
2005-01-11,2005,1,11,2.50,3.173,
2005-01-11,2005,1,11,3.00,3.581,
2005-01-11,2005,1,11,4.00,3.690,
2005-01-11,2005,1,11,5.00,3.480,
2005-01-11,2005,1,11,6.00,3.709,
2005-01-11,2005,1,11,7.00,3.825,
2005-01-12,2005,1,12,0.00,,"D"
2005-01-12,2005,1,12,1.00,2.409,
2005-01-12,2005,1,12,1.50,3.034,
2005-01-12,2005,1,12,2.00,3.252,
2005-01-12,2005,1,12,2.50,3.173,
2005-01-12,2005,1,12,3.00,3.580,
2005-01-12,2005,1,12,4.00,3.685,
2005-01-12,2005,1,12,5.00,3.480,
2005-01-12,2005,1,12,6.00,3.710,
2005-01-12,2005,1,12,7.00,,"D"
2005-01-13,2005,1,13,0.00,-1.760,
2005-01-13,2005,1,13,1.00,2.398,
2005-01-13,2005,1,13,1.50,3.028,
2005-01-13,2005,1,13,2.00,3.222,
2005-01-13,2005,1,13,2.50,3.169,
2005-01-13,2005,1,13,3.00,3.579,
2005-01-13,2005,1,13,4.00,3.673,
2005-01-13,2005,1,13,5.00,3.480,
2005-01-13,2005,1,13,6.00,3.710,
2005-01-13,2005,1,13,7.00,3.827,
2005-01-14,2005,1,14,0.00,-4.466,
2005-01-14,2005,1,14,1.00,2.360,
2005-01-14,2005,1,14,1.50,3.022,
2005-01-14,2005,1,14,2.00,3.231,
2005-01-14,2005,1,14,2.50,3.172,
2005-01-14,2005,1,14,3.00,3.580,
2005-01-14,2005,1,14,4.00,3.678,
2005-01-14,2005,1,14,5.00,3.480,
2005-01-14,2005,1,14,6.00,3.710,
2005-01-14,2005,1,14,7.00,3.831,
2005-01-15,2005,1,15,0.00,-4.905,
2005-01-15,2005,1,15,1.00,2.342,
2005-01-15,2005,1,15,1.50,3.002,
2005-01-15,2005,1,15,2.00,3.213,
2005-01-15,2005,1,15,2.50,3.170,
2005-01-15,2005,1,15,3.00,3.580,
2005-01-15,2005,1,15,4.00,3.672,
2005-01-15,2005,1,15,5.00,3.480,
2005-01-15,2005,1,15,6.00,3.710,
2005-01-15,2005,1,15,7.00,3.835,
2005-01-16,2005,1,16,0.00,-4.915,
2005-01-16,2005,1,16,1.00,2.334,
2005-01-16,2005,1,16,1.50,2.980,
2005-01-16,2005,1,16,2.00,3.202,
2005-01-16,2005,1,16,2.50,3.170,
2005-01-16,2005,1,16,3.00,3.580,
2005-01-16,2005,1,16,4.00,3.670,
2005-01-16,2005,1,16,5.00,3.480,
2005-01-16,2005,1,16,6.00,3.712,
2005-01-16,2005,1,16,7.00,3.839,
2005-01-17,2005,1,17,0.00,-5.062,
2005-01-17,2005,1,17,1.00,2.297,
2005-01-17,2005,1,17,1.50,2.970,
2005-01-17,2005,1,17,2.00,3.201,
2005-01-17,2005,1,17,2.50,3.169,
2005-01-17,2005,1,17,3.00,3.578,
2005-01-17,2005,1,17,4.00,3.653,
2005-01-17,2005,1,17,5.00,3.480,
2005-01-17,2005,1,17,6.00,3.714,
2005-01-17,2005,1,17,7.00,3.843,
2005-01-18,2005,1,18,0.00,-4.502,
2005-01-18,2005,1,18,1.00,2.279,
2005-01-18,2005,1,18,1.50,2.968,
2005-01-18,2005,1,18,2.00,3.199,
2005-01-18,2005,1,18,2.50,3.167,
2005-01-18,2005,1,18,3.00,3.577,
2005-01-18,2005,1,18,4.00,3.639,
2005-01-18,2005,1,18,5.00,3.480,
2005-01-18,2005,1,18,6.00,3.715,
2005-01-18,2005,1,18,7.00,3.840,
2005-01-19,2005,1,19,0.00,-1.610,
2005-01-19,2005,1,19,1.00,2.270,
2005-01-19,2005,1,19,1.50,2.960,
2005-01-19,2005,1,19,2.00,3.200,
2005-01-19,2005,1,19,2.50,3.165,
2005-01-19,2005,1,19,3.00,3.576,
2005-01-19,2005,1,19,4.00,3.636,
2005-01-19,2005,1,19,5.00,3.479,
2005-01-19,2005,1,19,6.00,3.716,
2005-01-19,2005,1,19,7.00,3.847,
2005-01-20,2005,1,20,0.00,-0.953,
2005-01-20,2005,1,20,1.00,2.225,
2005-01-20,2005,1,20,1.50,2.934,
2005-01-20,2005,1,20,2.00,3.191,
2005-01-20,2005,1,20,2.50,3.163,
2005-01-20,2005,1,20,3.00,3.570,
2005-01-20,2005,1,20,4.00,3.629,
2005-01-20,2005,1,20,5.00,3.478,
2005-01-20,2005,1,20,6.00,3.718,
2005-01-20,2005,1,20,7.00,3.842,
2005-01-21,2005,1,21,0.00,-1.739,
2005-01-21,2005,1,21,1.00,2.157,
2005-01-21,2005,1,21,1.50,2.905,
2005-01-21,2005,1,21,2.00,3.189,
2005-01-21,2005,1,21,2.50,3.160,
2005-01-21,2005,1,21,3.00,3.571,
2005-01-21,2005,1,21,4.00,3.629,
2005-01-21,2005,1,21,5.00,3.479,
2005-01-21,2005,1,21,6.00,3.719,
2005-01-21,2005,1,21,7.00,3.838,
2005-01-22,2005,1,22,0.00,-1.599,
2005-01-22,2005,1,22,1.00,2.150,
2005-01-22,2005,1,22,1.50,2.908,
2005-01-22,2005,1,22,2.00,3.201,
2005-01-22,2005,1,22,2.50,3.177,
2005-01-22,2005,1,22,3.00,3.577,
2005-01-22,2005,1,22,4.00,3.639,
2005-01-22,2005,1,22,5.00,3.480,
2005-01-22,2005,1,22,6.00,3.732,
2005-01-22,2005,1,22,7.00,3.847,
2005-01-23,2005,1,23,0.00,-1.545,
2005-01-23,2005,1,23,1.00,2.150,
2005-01-23,2005,1,23,1.50,2.896,
2005-01-23,2005,1,23,2.00,3.201,
2005-01-23,2005,1,23,2.50,3.195,
2005-01-23,2005,1,23,3.00,3.580,
2005-01-23,2005,1,23,4.00,3.655,
2005-01-23,2005,1,23,5.00,3.480,
2005-01-23,2005,1,23,6.00,3.741,
2005-01-23,2005,1,23,7.00,3.858,
2005-01-24,2005,1,24,0.00,-1.216,
2005-01-24,2005,1,24,1.00,2.147,
2005-01-24,2005,1,24,1.50,2.871,
2005-01-24,2005,1,24,2.00,3.198,
2005-01-24,2005,1,24,2.50,3.186,
2005-01-24,2005,1,24,3.00,3.580,
2005-01-24,2005,1,24,4.00,3.666,
2005-01-24,2005,1,24,5.00,3.481,
2005-01-24,2005,1,24,6.00,3.751,
2005-01-24,2005,1,24,7.00,3.863,
2005-01-25,2005,1,25,0.00,-0.626,
2005-01-25,2005,1,25,1.00,2.144,
2005-01-25,2005,1,25,1.50,2.861,
2005-01-25,2005,1,25,2.00,3.185,
2005-01-25,2005,1,25,2.50,3.171,
2005-01-25,2005,1,25,3.00,3.580,
2005-01-25,2005,1,25,4.00,3.674,
2005-01-25,2005,1,25,5.00,3.481,
2005-01-25,2005,1,25,6.00,3.752,
2005-01-25,2005,1,25,7.00,3.870,
2005-01-27,2005,1,27,0.00,-1.711,
2005-01-27,2005,1,27,1.00,2.087,
2005-01-27,2005,1,27,1.50,2.808,
2005-01-27,2005,1,27,2.00,3.123,
2005-01-27,2005,1,27,2.50,3.130,
2005-01-27,2005,1,27,3.00,3.536,
2005-01-27,2005,1,27,4.00,3.637,
2005-01-27,2005,1,27,5.00,3.446,
2005-01-27,2005,1,27,6.00,3.719,
2005-01-27,2005,1,27,7.00,3.828,
2005-01-28,2005,1,28,0.00,-2.370,
2005-01-28,2005,1,28,1.00,2.092,
2005-01-28,2005,1,28,1.50,2.840,
2005-01-28,2005,1,28,2.00,3.152,
2005-01-28,2005,1,28,2.50,3.170,
2005-01-28,2005,1,28,3.00,3.580,
2005-01-28,2005,1,28,4.00,3.685,
2005-01-28,2005,1,28,5.00,3.485,
2005-01-28,2005,1,28,6.00,3.768,
2005-01-28,2005,1,28,7.00,3.875,
2005-01-29,2005,1,29,0.00,-1.101,
2005-01-29,2005,1,29,1.00,2.078,
2005-01-29,2005,1,29,1.50,2.832,
2005-01-29,2005,1,29,2.00,3.145,
2005-01-29,2005,1,29,2.50,3.171,
2005-01-29,2005,1,29,3.00,3.580,
2005-01-29,2005,1,29,4.00,3.686,
2005-01-29,2005,1,29,5.00,3.488,
2005-01-29,2005,1,29,6.00,3.768,
2005-01-29,2005,1,29,7.00,3.874,
2005-01-30,2005,1,30,0.00,-0.795,
2005-01-30,2005,1,30,1.00,2.034,
2005-01-30,2005,1,30,1.50,2.809,
2005-01-30,2005,1,30,2.00,3.141,
2005-01-30,2005,1,30,2.50,3.170,
2005-01-30,2005,1,30,3.00,3.580,
2005-01-30,2005,1,30,4.00,3.689,
2005-01-30,2005,1,30,5.00,3.501,
2005-01-30,2005,1,30,6.00,3.768,
2005-01-30,2005,1,30,7.00,3.874,
2005-01-31,2005,1,31,0.00,-0.799,
2005-01-31,2005,1,31,1.00,,"D"
2005-01-31,2005,1,31,1.50,2.784,
2005-01-31,2005,1,31,2.00,3.139,
2005-01-31,2005,1,31,2.50,3.169,
2005-01-31,2005,1,31,3.00,3.580,
2005-01-31,2005,1,31,4.00,3.688,
2005-01-31,2005,1,31,5.00,3.504,
