lakeid,year4,daynum,sampledate,depth,rep,sta,event,ph,phair,alk,dic,tic,doc,toc,no3no2,no2,nh4,totnf,totnuf,totpf,totpuf,drsif,brsif,brsiuf,tpm,no3no2_sloh,nh4_sloh,kjdl_n_sloh,totpuf_sloh,drp_sloh,drsif_sloh,flagdepth,flagph,flagphair,flagalk,flagdic,flagtic,flagdoc,flagtoc,flagno3no2,flagno2,flagnh4,flagtotnf,flagtotnuf,flagtotpf,flagtotpuf,flagdrsif,flagbrsif,flagbrsiuf,flagtpm,flagno3no2_sloh,flagnh4_sloh,flagkjdl_n_sloh,flagtotpuf_sloh,flagdrp_sloh,flagdrsif_sloh
"CB",2009,132,2009-05-12,1.50,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,132,2009-05-12,1.75,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,132,2009-05-12,2.00,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,132,2009-05-12,2.25,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,132,2009-05-12,2.50,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,147,2009-05-27,0.00,1,1,"Chem",4.92,5.16,,1.07,1.24,10.80,10.26,4,,19,498,586,0,7,7,,,0.57,,,,,,,,,,,"K","K",,,,,,"E",,"E",,"E",,,,,,,,,
"CB",2009,147,2009-05-27,0.25,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,147,2009-05-27,0.50,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,147,2009-05-27,0.75,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,147,2009-05-27,1.00,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,147,2009-05-27,1.25,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,147,2009-05-27,1.50,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,147,2009-05-27,1.75,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,147,2009-05-27,2.00,1,1,"Chem",4.55,4.80,,6.89,7.97,15.22,15.69,9,,25,737,2935,19,100,541,,,13.33,,,,,,,,,,,"K","K",,,"E",,"E",,,,,,,,"L",,,,,,
"CB",2009,147,2009-05-27,2.00,2,1,"Chem",4.55,4.85,,5.90,9.73,15.34,15.69,18,,73,705,3105,18,101,451,,,29.09,,,,,,,,,,,"K","K",,,,,,,,,,,,,"L",,,,,,
"CB",2009,147,2009-05-27,2.25,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,147,2009-05-27,2.50,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,147,2009-05-27,2.60,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,160,2009-06-09,0.00,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,160,2009-06-09,0.25,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,160,2009-06-09,0.50,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,160,2009-06-09,0.75,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,160,2009-06-09,1.00,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,160,2009-06-09,1.25,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,160,2009-06-09,1.50,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,160,2009-06-09,1.75,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,160,2009-06-09,2.00,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,160,2009-06-09,2.00,2,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,160,2009-06-09,2.25,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,160,2009-06-09,2.50,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,174,2009-06-23,0.00,1,1,"Chem",5.09,5.18,,0.57,1.21,12.10,11.50,7,,0,513,591,2,21,39,,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,"L",,,,,,
"CB",2009,174,2009-06-23,0.00,2,1,"Chem",5.08,5.17,,0.49,0.97,11.54,11.28,18,,23,521,561,,10,47,,,1.09,,,,,,,,,,,,,,,,,,,,"D","E",,,,"L",,,,,,
"CB",2009,174,2009-06-23,0.25,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,174,2009-06-23,0.50,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,174,2009-06-23,0.75,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,174,2009-06-23,1.00,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,174,2009-06-23,1.25,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,174,2009-06-23,1.50,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,174,2009-06-23,1.75,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,174,2009-06-23,2.00,1,1,"Chem",4.64,4.93,,7.33,10.87,16.78,15.80,5,,97,915,2571,13,153,834,,,18.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,189,2009-07-08,0.00,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,189,2009-07-08,0.25,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,189,2009-07-08,0.50,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,189,2009-07-08,0.75,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,189,2009-07-08,1.00,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,189,2009-07-08,1.25,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,189,2009-07-08,1.50,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,189,2009-07-08,1.75,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,189,2009-07-08,2.00,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,189,2009-07-08,2.00,2,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,189,2009-07-08,2.20,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,203,2009-07-22,0.00,1,1,"Chem",5.19,5.25,,0.62,0.46,12.31,12.43,4,,9,547,566,9,7,40,,,1.29,,,,,,,,"L",,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,203,2009-07-22,0.00,2,1,"Chem",5.03,5.25,,0.45,0.54,11.98,12.51,0,,6,513,555,2,7,9,,,1.86,,,,,,,,"L",,,,,,,,,,"E",,"E",,,,,,,,,,,
"CB",2009,203,2009-07-22,0.25,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,203,2009-07-22,0.50,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,203,2009-07-22,0.75,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,203,2009-07-22,1.00,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,203,2009-07-22,1.25,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,203,2009-07-22,1.50,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,203,2009-07-22,1.75,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,203,2009-07-22,2.00,1,1,"Chem",4.81,5.85,,9.87,13.79,18.18,16.59,3,,17,922,1988,20,108,1433,,,7.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,215,2009-08-03,0.00,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,215,2009-08-03,0.25,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,215,2009-08-03,0.50,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,215,2009-08-03,0.75,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,215,2009-08-03,1.00,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,215,2009-08-03,1.00,2,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,215,2009-08-03,1.25,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,215,2009-08-03,1.50,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,215,2009-08-03,1.75,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,215,2009-08-03,2.00,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,215,2009-08-03,2.10,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,230,2009-08-18,0.00,1,1,"Quarterly",4.65,5.36,20,0.62,0.56,11.37,10.95,5,,9,523,596,2,5,18,,,0.35,,,,,,,,,,,,,,,,,,,,,,"E",,,,,,,,,
"CB",2009,230,2009-08-18,0.25,1,1,"Quarterly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,230,2009-08-18,0.50,1,1,"Quarterly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,230,2009-08-18,0.75,1,1,"Quarterly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,230,2009-08-18,1.00,1,1,"Quarterly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,230,2009-08-18,1.25,1,1,"Quarterly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,230,2009-08-18,1.50,1,1,"Quarterly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,230,2009-08-18,1.75,1,1,"Quarterly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,230,2009-08-18,2.00,1,1,"Quarterly",4.67,5.03,12,18.78,6.34,15.83,14.69,15,,28,2210,1677,54,44,2864,,,12.73,,,,,,,,"L",,,,,,,,,,,,,,,,,"L",,,,,,
"CB",2009,230,2009-08-18,2.00,2,1,"Quarterly",4.97,5.09,92,26.58,9.95,16.43,16.12,14,,29,1534,1746,33,45,1672,,,16.25,,,,,,,,"L",,,,,,,,,,,,,,,,,"L",,,,,,
"CB",2009,245,2009-09-02,0.00,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,245,2009-09-02,0.00,2,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,245,2009-09-02,0.25,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,245,2009-09-02,0.50,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,245,2009-09-02,0.75,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,245,2009-09-02,1.00,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,245,2009-09-02,1.25,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,245,2009-09-02,1.50,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,245,2009-09-02,1.75,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,245,2009-09-02,2.00,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,245,2009-09-02,2.25,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,245,2009-09-02,2.40,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,259,2009-09-16,0.00,1,1,"Chem",5.15,5.29,,1.08,1.39,10.84,10.67,3,,1,478,514,9,12,17,,,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,259,2009-09-16,0.25,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,259,2009-09-16,0.50,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,259,2009-09-16,0.75,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,259,2009-09-16,1.00,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,259,2009-09-16,1.25,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,259,2009-09-16,1.50,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,259,2009-09-16,1.75,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,259,2009-09-16,2.00,1,1,"Chem",5.07,6.36,,10.82,9.71,13.23,12.24,4,,10,650,1199,16,64,1150,,,6.50,,,,,,,,,"L",,,,,,,,,,,,,,,,"L",,,,,,
"CB",2009,259,2009-09-16,2.00,2,1,"Chem",5.06,6.27,,10.56,9.48,11.99,11.72,6,,18,647,1194,15,66,1150,,,9.17,,,,,,,,,"L",,,,,,,,,,,,,,,,"L",,,,,,
"CB",2009,271,2009-09-28,0.00,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,271,2009-09-28,0.25,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,271,2009-09-28,0.50,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,271,2009-09-28,0.75,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,271,2009-09-28,1.00,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,271,2009-09-28,1.00,2,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,271,2009-09-28,1.25,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,271,2009-09-28,1.50,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,271,2009-09-28,1.75,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,271,2009-09-28,2.00,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,271,2009-09-28,2.20,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,286,2009-10-13,0.00,1,1,"Chem",5.30,5.28,,1.02,1.26,0.00,0.00,6,,26,483,552,8,15,395,,,6.00,,,,,,,,"L",,,,,"K","K",,,,,,,,,,,"L",,,,,,
"CB",2009,286,2009-10-13,0.00,2,1,"Chem",5.15,5.30,,0.94,1.21,11.62,12.30,5,,36,493,555,7,16,403,,,0.20,,,,,,,,"L",,,,,,,,,,,,,,,,,"L",,,,,,
"CB",2009,286,2009-10-13,0.25,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,286,2009-10-13,0.50,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,286,2009-10-13,1.00,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,286,2009-10-13,1.25,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,286,2009-10-13,1.50,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,286,2009-10-13,1.75,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,286,2009-10-13,2.00,1,1,"Chem",5.21,5.35,,0.95,1.14,12.19,0.00,7,,73,472,539,7,17,392,,,1.67,,,,,,,,,,,,,,"K",,,,,,,,,,,,,,,,,
"CB",2009,301,2009-10-28,0.00,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,301,2009-10-28,0.00,2,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,301,2009-10-28,0.25,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,301,2009-10-28,0.50,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,301,2009-10-28,0.75,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,301,2009-10-28,1.00,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,301,2009-10-28,1.25,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,301,2009-10-28,1.50,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,301,2009-10-28,1.75,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,301,2009-10-28,2.00,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,301,2009-10-28,2.25,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,301,2009-10-28,2.40,1,1,"Non-chem",,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,313,2009-11-09,0.00,1,1,"Quarterly",5.17,5.22,8,0.79,1.04,10.59,10.99,15,,29,537,616,7,19,481,,,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,313,2009-11-09,0.00,2,1,"Quarterly",5.17,5.22,8,0.84,1.09,10.68,11.09,16,,47,525,579,8,16,474,,,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,313,2009-11-09,0.25,1,1,"Quarterly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,313,2009-11-09,0.50,1,1,"Quarterly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,313,2009-11-09,0.75,1,1,"Quarterly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,313,2009-11-09,1.00,1,1,"Quarterly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,313,2009-11-09,1.25,1,1,"Quarterly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,313,2009-11-09,1.50,1,1,"Quarterly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,313,2009-11-09,1.75,1,1,"Quarterly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB",2009,313,2009-11-09,2.00,1,1,"Quarterly",5.16,5.26,9,0.88,1.10,10.94,10.87,13,,60,513,603,10,15,486,,,1.45,,,,,,,,,,,,,,,"E",,"E",,,,,,,,,,,,,,
"TB",2005,20,2005-01-20,0.00,1,1,"Chem",4.74,5.03,,4.59,5.30,25.44,25.37,13,,195,692,1379,16,69,1138,,,,,,,,,,,,,,,,,,,,,,,,,"E",,,,,,,,,
"TB",2005,20,2005-01-20,0.25,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2005,20,2005-01-20,0.50,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2005,20,2005-01-20,1.00,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2005,20,2005-01-20,2.00,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2005,20,2005-01-20,3.00,1,1,"Chem",4.77,5.07,,4.57,4.57,24.11,24.17,6,,216,759,780,18,18,1130,,,,,,,,,,,,,,,,,,,,"LN",,,"L",,,,,,,,,,,
"TB",2005,20,2005-01-20,3.00,2,1,"Chem",4.78,5.05,,4.51,4.75,24.35,24.48,6,,162,670,697,13,16,1081,,,,,,,,,,,,,,,,,,,,"LN",,,"L",,,,,,,,,,,
"TB",2005,20,2005-01-20,4.00,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2005,20,2005-01-20,5.00,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2005,20,2005-01-20,6.00,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2005,20,2005-01-20,7.00,1,1,"Chem",5.31,6.05,,6.22,10.21,26.08,29.45,4,,525,1856,1147,112,34,1260,,,,,,,,,,,,,,,,,,"E",,,"EN","N","EN","N",,,,,,,,,,
"TB",2005,46,2005-02-15,0.00,1,1,"Quarterly",4.78,5.08,16,1.47,1.82,25.06,24.45,8,,98,736,909,15,36,1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2005,46,2005-02-15,1.00,1,1,"Quarterly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2005,46,2005-02-15,2.00,1,1,"Quarterly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
