YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
2006-01-01,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,51,0.058,1,0.025,1,0.288,51,0.16,0
2006-01-01,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,51,0.058,1,0.025,1,0.288,51,0.16,0
2006-01-01,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,3,0.058,1,0.025,1,0.289,51,0.16,0
2006-01-02,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,51,0.058,1,0.025,1,0.290,2,0.16,0
2006-01-02,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,51,0.058,1,0.025,1,0.290,51,0.16,0
2006-01-02,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,3,0.058,1,0.025,1,0.290,51,0.16,0
2006-01-02,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,51,0.058,1,0.025,1,0.290,51,0.16,0
2006-01-02,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,51,0.058,1,0.025,1,0.290,51,0.16,0
2006-01-02,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,3,0.058,1,0.025,1,0.289,51,0.16,0
2006-01-02,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,51,0.058,1,0.025,1,0.289,51,0.16,0
2006-01-02,8:00,88.9,124.9,8,413,2,1,9,32,1,21,1,1,9,1,24,0,27,1,24,2,10,56,16,1,10,-9900,99,-9900,99,-9900,99,1.3,51,0.058,1,0.048,1,0.289,51,0.16,0
2006-01-02,9:00,83.9,132.1,149,1415,82,0,9,241,0,21,57,0,9,20,25,0,28,20,25,69,10,432,16,23,10,-9900,99,-9900,99,-9900,99,1.3,3,0.058,1,0.048,1,0.289,51,0.16,0
2006-01-02,10:00,77.1,144.2,316,1415,35,0,9,0,0,21,35,0,9,49,24,0,27,49,24,185,10,667,16,36,10,-9900,99,-9900,99,-9900,99,1.3,51,0.058,1,0.048,1,0.289,51,0.16,0
2006-01-02,11:00,72.0,157.6,436,1415,129,0,9,32,0,21,119,0,9,73,24,0,27,73,24,280,10,767,16,43,10,-9900,99,-9900,99,-9900,99,1.4,51,0.058,1,0.048,1,0.289,51,0.16,0
2006-01-02,12:00,69.3,171.9,500,1415,59,0,9,0,0,21,59,0,9,85,24,0,27,85,24,333,10,807,16,47,10,-9900,99,-9900,99,-9900,99,1.4,3,0.058,1,0.048,1,0.289,51,0.16,0
2006-01-02,13:00,69.1,186.6,504,1415,60,0,9,0,0,21,60,0,9,86,24,0,27,86,24,336,10,810,16,48,10,-9900,99,-9900,99,-9900,99,1.3,51,0.058,1,0.048,1,0.289,51,0.16,0
2006-01-02,14:00,71.6,201.0,446,1415,70,0,9,0,0,21,70,0,9,74,24,0,27,74,24,288,10,775,16,44,10,-9900,99,-9900,99,-9900,99,1.3,51,0.058,1,0.048,1,0.288,51,0.16,0
2006-01-02,15:00,76.5,214.5,331,1415,226,0,9,460,0,21,118,0,9,52,24,0,27,52,24,197,10,684,16,36,10,-9900,99,-9900,99,-9900,99,1.3,3,0.058,1,0.048,1,0.288,51,0.16,0
2006-01-02,16:00,83.2,226.7,168,1415,99,0,9,530,0,21,36,0,9,23,24,0,27,23,24,81,10,470,16,25,10,-9900,99,-9900,99,-9900,99,1.2,51,0.058,1,0.048,1,0.288,51,0.16,0
2006-01-02,17:00,88.5,234.6,15,554,5,1,9,97,1,21,2,1,9,1,24,0,27,1,24,4,10,80,16,2,10,-9900,99,-9900,99,-9900,99,1.1,51,0.058,1,0.048,1,0.288,51,0.16,0
2006-01-02,18:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,3,0.058,1,0.048,1,0.288,51,0.16,0
2006-01-02,19:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,51,0.058,1,0.048,1,0.288,51,0.16,0
2006-01-02,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,51,0.058,1,0.048,1,0.288,51,0.16,0
2006-01-02,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,3,0.058,1,0.048,1,0.288,51,0.16,0
2006-01-02,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,51,0.058,1,0.048,1,0.287,51,0.16,0
2006-01-02,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,51,0.058,1,0.048,1,0.287,51,0.16,0
2006-01-02,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,3,0.058,1,0.048,1,0.287,51,0.16,0
2006-01-03,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,51,0.058,1,0.048,1,0.287,2,0.16,0
2006-01-03,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,51,0.058,1,0.048,1,0.288,51,0.16,0
2006-01-03,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,3,0.058,1,0.048,1,0.288,51,0.16,0
2006-01-03,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,51,0.058,1,0.048,1,0.289,51,0.16,0
2006-01-03,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,51,0.058,1,0.048,1,0.289,51,0.16,0
2006-01-03,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,3,0.058,1,0.048,1,0.290,51,0.16,0
2006-01-03,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,51,0.058,1,0.048,1,0.291,51,0.16,0
2006-01-03,8:00,88.9,124.7,8,413,2,1,9,33,1,21,1,1,9,0,24,0,27,0,24,1,10,22,16,1,10,-9900,99,-9900,99,-9900,99,1.2,51,0.058,1,0.085,1,0.291,51,0.16,0
2006-01-03,9:00,83.9,132.0,150,1415,82,0,9,242,0,21,56,0,9,15,25,0,28,15,25,63,10,316,16,29,10,-9900,99,-9900,99,-9900,99,1.3,3,0.058,1,0.085,1,0.292,51,0.16,0
2006-01-03,10:00,77.0,144.1,317,1415,35,0,9,0,0,21,35,0,9,36,25,0,28,36,25,174,10,570,16,47,10,-9900,99,-9900,99,-9900,99,1.3,51,0.058,1,0.085,1,0.292,51,0.16,0
2006-01-03,11:00,72.0,157.4,438,1415,51,0,9,0,0,21,51,0,9,55,25,0,28,55,25,268,10,683,16,57,10,-9900,99,-9900,99,-9900,99,1.4,51,0.058,1,0.085,1,0.293,51,0.16,0
2006-01-03,12:00,69.2,171.8,502,1415,180,0,9,83,0,21,151,0,9,66,25,0,28,66,25,321,10,728,16,63,10,-9900,99,-9900,99,-9900,99,1.5,3,0.058,1,0.085,1,0.293,51,0.16,0
2006-01-03,13:00,69.0,186.5,506,1415,85,0,9,0,0,21,85,0,9,66,25,0,28,66,25,324,10,729,16,63,10,-9900,99,-9900,99,-9900,99,1.5,51,0.058,1,0.085,1,0.294,51,0.16,0
2006-01-03,14:00,71.5,200.9,449,1415,52,0,9,0,0,21,52,0,9,57,24,0,27,57,24,276,10,688,16,58,10,-9900,99,-9900,99,-9900,99,1.6,51,0.058,1,0.085,1,0.295,51,0.16,0
2006-01-03,15:00,76.3,214.4,334,1415,38,0,9,0,0,21,38,0,9,39,28,0,31,39,28,186,10,584,16,48,10,-9900,99,-9900,99,-9900,99,1.6,3,0.058,1,0.085,1,0.295,51,0.16,0
2006-01-03,16:00,83.0,226.7,172,1415,18,0,9,0,0,21,18,0,9,17,28,0,31,17,28,75,10,355,16,32,10,-9900,99,-9900,99,-9900,99,1.6,51,0.058,1,0.085,1,0.296,51,0.16,0
2006-01-03,17:00,88.4,234.6,16,578,1,1,9,0,1,21,1,1,9,1,28,0,31,1,28,4,10,37,16,2,10,-9900,99,-9900,99,-9900,99,1.5,51,0.058,1,0.085,1,0.296,51,0.16,0
2006-01-03,18:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,3,0.058,1,0.085,1,0.297,51,0.16,0
2006-01-03,19:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,51,0.058,1,0.085,1,0.298,51,0.16,0
2006-01-03,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,51,0.058,1,0.085,1,0.298,51,0.16,0
2006-01-03,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,3,0.058,1,0.085,1,0.299,51,0.16,0
2006-01-03,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,51,0.058,1,0.085,1,0.299,51,0.16,0
2006-01-03,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,51,0.058,1,0.085,1,0.300,51,0.16,0
2006-01-03,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,3,0.058,1,0.085,1,0.300,51,0.16,0
2006-01-04,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,51,0.058,1,0.085,1,0.301,2,0.16,0
2006-01-04,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,51,0.058,1,0.085,1,0.303,51,0.16,0
2006-01-04,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,3,0.058,1,0.085,1,0.305,51,0.16,0
2006-01-04,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,51,0.058,1,0.085,1,0.308,51,0.16,0
2006-01-04,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,51,0.058,1,0.085,1,0.310,51,0.16,0
2006-01-04,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,3,0.058,1,0.085,1,0.312,51,0.16,0
2006-01-04,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,51,0.058,1,0.085,1,0.314,51,0.16,0
2006-01-04,8:00,88.9,124.6,8,413,1,1,9,0,1,21,1,1,9,1,28,0,31,1,28,2,10,31,16,1,10,-9900,99,-9900,99,-9900,99,1.2,51,0.058,1,0.072,1,0.316,51,0.16,0
2006-01-04,9:00,83.9,131.8,150,1415,29,0,9,0,0,21,29,0,9,15,28,0,31,15,28,65,10,354,16,28,10,-9900,99,-9900,99,-9900,99,1.2,3,0.058,1,0.072,1,0.319,51,0.16,0
2006-01-04,10:00,77.0,143.9,318,1415,35,0,9,0,0,21,35,0,9,38,28,0,31,38,28,179,10,605,16,43,10,-9900,99,-9900,99,-9900,99,1.2,51,0.058,1,0.072,1,0.321,51,0.16,0
2006-01-04,11:00,71.9,157.3,439,1415,51,0,9,0,0,21,51,0,9,57,28,0,31,57,28,275,10,715,16,52,10,-9900,99,-9900,99,-9900,99,1.2,51,0.058,1,0.072,1,0.323,51,0.16,0
2006-01-04,12:00,69.1,171.6,504,1415,60,0,9,0,0,21,60,0,9,68,28,0,31,68,28,328,10,760,16,58,10,-9900,99,-9900,99,-9900,99,1.2,3,0.058,1,0.072,1,0.325,51,0.16,0
2006-01-04,13:00,68.9,186.4,509,1415,60,0,9,0,0,21,60,0,9,68,28,0,31,68,28,332,10,763,16,58,10,-9900,99,-9900,99,-9900,99,1.2,51,0.058,1,0.072,1,0.328,51,0.16,0
2006-01-04,14:00,71.4,200.9,452,1415,53,0,9,0,0,21,53,0,9,59,28,0,31,59,28,285,10,725,16,53,10,-9900,99,-9900,99,-9900,99,1.2,51,0.058,1,0.072,1,0.330,51,0.16,0
2006-01-04,15:00,76.2,214.4,338,1415,231,0,9,465,0,21,120,0,9,41,28,0,31,41,28,194,10,627,16,44,10,-9900,99,-9900,99,-9900,99,1.1,3,0.058,1,0.072,1,0.332,51,0.16,0
2006-01-04,16:00,82.9,226.6,175,1415,104,0,9,541,0,21,37,0,9,21,28,0,31,21,28,80,10,402,16,30,10,-9900,99,-9900,99,-9900,99,1.1,51,0.058,1,0.072,1,0.334,51,0.16,0
2006-01-04,17:00,88.4,234.7,17,601,5,1,9,108,1,21,2,1,9,2,28,0,31,2,28,4,10,53,16,3,10,-9900,99,-9900,99,-9900,99,1.1,51,0.058,1,0.072,1,0.336,51,0.16,0
2006-01-04,18:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,3,0.058,1,0.072,1,0.339,51,0.16,0
2006-01-04,19:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,51,0.058,1,0.072,1,0.341,51,0.16,0
2006-01-04,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,51,0.058,1,0.072,1,0.343,51,0.16,0
2006-01-04,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,3,0.058,1,0.072,1,0.345,51,0.16,0
2006-01-04,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,51,0.058,1,0.072,1,0.347,51,0.16,0
2006-01-04,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,51,0.058,1,0.072,1,0.350,51,0.16,0
2006-01-04,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,3,0.058,1,0.072,1,0.352,51,0.16,0
2006-01-05,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,51,0.058,1,0.072,1,0.354,2,0.16,0
2006-01-05,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,51,0.058,1,0.072,1,0.354,51,0.16,0
2006-01-05,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,3,0.058,1,0.072,1,0.355,51,0.16,0
2006-01-05,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,51,0.058,1,0.072,1,0.355,51,0.16,0
2006-01-05,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,51,0.058,1,0.072,1,0.356,51,0.16,0
2006-01-05,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,3,0.058,1,0.072,1,0.356,51,0.16,0
2006-01-05,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,51,0.058,1,0.072,1,0.357,51,0.16,0
2006-01-05,8:00,88.9,124.4,8,413,1,1,9,0,1,21,1,1,9,1,24,0,27,1,24,2,10,67,16,1,10,-9900,99,-9900,99,-9900,99,0.5,51,0.058,1,0.042,1,0.357,51,0.16,0
2006-01-05,9:00,83.9,131.7,151,1415,32,0,9,0,0,21,32,0,9,21,25,0,28,21,25,72,10,473,16,22,10,-9900,99,-9900,99,-9900,99,0.5,3,0.058,1,0.042,1,0.357,51,0.16,0
2006-01-05,10:00,76.9,143.8,319,1415,105,0,9,68,0,21,90,0,9,51,25,0,28,51,25,193,10,709,16,33,10,-9900,99,-9900,99,-9900,99,0.6,51,0.058,1,0.042,1,0.358,51,0.16,0
2006-01-05,11:00,71.8,157.1,441,1415,51,0,9,0,0,21,51,0,9,75,25,0,28,75,25,293,10,808,16,41,10,-9900,99,-9900,99,-9900,99,0.6,51,0.058,1,0.042,1,0.358,51,0.16,0
2006-01-05,12:00,69.0,171.5,507,1415,63,0,9,0,0,21,63,0,9,88,25,0,28,88,25,348,10,847,16,45,10,-9900,99,-9900,99,-9900,99,0.6,3,0.058,1,0.042,1,0.359,51,0.16,0
2006-01-05,13:00,68.8,186.3,511,1415,81,0,9,0,0,21,81,0,9,106,25,0,28,106,25,352,10,849,16,45,10,-9900,99,-9900,99,-9900,99,0.6,51,0.058,1,0.042,1,0.359,51,0.16,0
2006-01-05,14:00,71.2,200.8,455,1415,53,0,9,0,0,21,53,0,9,78,24,0,27,78,24,304,10,816,16,41,10,-9900,99,-9900,99,-9900,99,0.6,51,0.058,1,0.042,1,0.359,51,0.16,0
2006-01-05,15:00,76.0,214.3,341,1415,194,0,9,381,0,21,102,0,9,56,25,0,28,56,25,210,10,727,16,35,10,-9900,99,-9900,99,-9900,99,0.6,3,0.058,1,0.042,1,0.360,51,0.16,0
2006-01-05,16:00,82.7,226.6,179,1415,107,0,9,411,0,21,55,0,9,31,24,0,27,31,24,90,10,522,16,24,10,-9900,99,-9900,99,-9900,99,0.6,51,0.058,1,0.042,1,0.360,51,0.16,0
2006-01-05,17:00,88.3,234.8,19,625,6,1,9,85,1,21,3,1,9,2,24,0,27,2,24,6,10,109,16,3,10,-9900,99,-9900,99,-9900,99,0.6,51,0.058,1,0.042,1,0.361,51,0.16,0
